種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／校長／男（人）,教員数（本務者）／校長／女（人）,教員数（本務者）／副校長／男（人）,教員数（本務者）／副校長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（本務者）／うち市町村費負担の者（人）,教員数（本務者）／うち市町村費負担の者／男（人）,教員数（本務者）／うち市町村費負担の者／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）
総数（公立）,0,総数,平成29,2017,328,152,176,5,1,12,6,－,－,21,8,－,－,114,147,－,－,－,13,－,－,－,1,－,－,11,6,5,15,36
総数（公立）,0,総数,平成30,2018,373,171,202,6,1,15,6,－,－,22,10,－,－,128,172,－,－,－,12,－,－,－,1,－,－,12,4,8,15,40
総数（公立）,0,総数,令和元,2019,379,179,200,6,1,16,5,－,－,28,7,－,－,129,172,－,－,－,15,－,－,－,－,－,－,13,5,8,15,38
総数（公立）,0,総数,令和2,2020,463,220,243,7,1,18,6,－,－,36,10,1,1,158,209,－,－,－,16,－,－,－,－,－,－,12,5,7,19,46
総数（公立）,0,総数,令和3,2021,487,229,258,7,1,18,6,－,－,28,12,1,1,175,219,－,－,－,19,－,－,－,－,－,－,11,4,7,15,44
総数（公立）,0,総数,令和4,2022,503,237,266,7,1,17,8,－,－,28,10,1,1,184,228,－,－,－,18,－,－,－,－,－,－,8,2,6,12,34
総数（公立）,1,区部,令和4,2022,416,196,220,6,1,15,7,－,－,22,10,－,1,153,186,－,－,－,15,－,－,－,－,－,－,8,2,6,9,27
総数（公立）,2,江東区,令和4,2022,64,30,34,1,－,3,1,－,－,3,2,－,1,23,28,－,－,－,2,－,－,－,－,－,－,－,－,－,－,－
総数（公立）,2,品川区,令和4,2022,352,166,186,5,1,12,6,－,－,19,8,－,－,130,158,－,－,－,13,－,－,－,－,－,－,8,2,6,9,27
総数（公立）,1,市部,令和4,2022,87,41,46,1,－,2,1,－,－,6,－,1,－,31,42,－,－,－,3,－,－,－,－,－,－,－,－,－,3,7
総数（公立）,2,八王子市,令和4,2022,87,41,46,1,－,2,1,－,－,6,－,1,－,31,42,－,－,－,3,－,－,－,－,－,－,－,－,－,3,7
総数（公立）,1,郡部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
総数（公立）,1,島部,令和4,2022,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
６－４　義務教育学校　所在地、職名別教員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注) 国立・私立には義務教育学校はない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　3:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
