地域階層,地域,和暦（年度）,西暦（年度）,学校数（校）,学校数／全日制（校）,学校数／定時制（校）,学校数／併置（校）,学校数／国立／全日制（校）,学校数／公立（校）,学校数／公立／全日制（校）,学校数／公立／定時制（校）,学校数／公立／併置（校）,学校数／私立（校）,学校数／私立／全日制（校）,学校数／私立／定時制（校）,学校数／私立／併置（校）,分校（再掲）（校）,分校（再掲）／全日制（校）,分校（再掲）／定時制（校）,分校（再掲）／併置（校）,分校（再掲）／国立／全日制（校）,分校（再掲）／公立（校）,分校（再掲）／公立／全日制（校）,分校（再掲）／公立／定時制（校）,分校（再掲）／公立／併置（校）,分校（再掲）／私立（校）,分校（再掲）／私立／全日制（校）,分校（再掲）／私立／定時制（校）,分校（再掲）／私立／併置（校）,中高一貫教育を行う学校（再掲）／併設型（校）,中高一貫教育を行う学校（再掲）／併設型／国立（校）,中高一貫教育を行う学校（再掲）／併設型／公立（校）,中高一貫教育を行う学校（再掲）／併設型／私立（校）,中高一貫教育を行う学校（再掲）／連携型（校）,中高一貫教育を行う学校（再掲）／連携型／国立（校）,中高一貫教育を行う学校（再掲）／連携型／公立（校）,中高一貫教育を行う学校（再掲）／連携型／私立（校）,公立の学級数／全日制（学級）,公立の学級数／定時制（学級）
0,総数,平成29,2017,429,354,15,60,6,186,131,13,42,237,217,2,18,－,－,－,－,－,－,－,－,－,－,－,－,－,125,－,5,120,6,－,6,－,3304,572
0,総数,平成30,2018,429,355,15,59,6,186,131,13,42,237,218,2,17,－,－,－,－,－,－,－,－,－,－,－,－,－,128,－,5,123,6,－,6,－,3296,566
0,総数,令和元,2019,429,355,15,59,6,186,131,13,42,237,218,2,17,－,－,－,－,－,－,－,－,－,－,－,－,－,131,－,5,126,6,－,6,－,3275,549
0,総数,令和2,2020,428,354,15,59,6,185,130,13,42,237,218,2,17,－,－,－,－,－,－,－,－,－,－,－,－,－,131,－,5,126,6,－,6,－,3223,544
0,総数,令和3,2021,429,356,15,58,6,186,132,13,41,237,218,2,17,－,－,－,－,－,－,－,－,－,－,－,－,－,134,－,5,129,6,－,6,－,3154,538
0,総数,令和4,2022,429,357,16,56,6,186,133,14,39,237,218,2,17,－,－,－,－,－,－,－,－,－,－,－,－,－,138,－,5,133,6,－,6,－,3119,544
1,区部,令和4,2022,307,250,13,44,6,115,77,11,27,186,167,2,17,－,－,－,－,－,－,－,－,－,－,－,－,－,108,－,4,104,3,－,3,－,1899,406
2,千代田区,令和4,2022,18,16,1,1,－,2,1,1,－,16,15,－,1,－,－,－,－,－,－,－,－,－,－,－,－,－,9,－,－,9,－,－,－,－,24,32
2,中央区,令和4,2022,2,2,－,－,－,1,1,－,－,1,1,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,1,－,－,1,－,－,－,－,21,－
2,港区,令和4,2022,18,17,1,－,1,3,2,1,－,14,14,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,10,－,－,10,1,－,1,－,37,24
