種別,性別,地域階層,地域,和暦（年）,西暦（年）,月,卒業者数（人）,卒業者数／高等学校進学者（Ａ）（人）,卒業者数／専修学校（高等課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／公共職業能力開発施設等入学者（D）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／臨時労働者（人）,卒業者数／就職者（人）,卒業者数／左記以外の者（人）,卒業者数／不詳・死亡（人）,左記Ａのうち他県への進学者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ａのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｂのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｃのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｄのうち（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,高等学校等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
総数（国・公・私立）,総数（男・女）,0,総数,平成29,2017,3月,103274,101960,350,136,18,…,…,…,…,174,625,11,4541,13,10,－,3,－,…,98.7,187,0.2
総数（国・公・私立）,総数（男・女）,0,総数,平成30,2018,3月,102257,100962,378,143,15,62,43,26,17,…,604,7,5070,17,15,2,－,－,12,98.7,134,0.1
総数（国・公・私立）,総数（男・女）,0,総数,平成31,2019,3月,102161,100819,372,156,16,56,43,13,18,…,657,11,5258,19,16,－,－,3,3,98.7,121,0.1
総数（国・公・私立）,総数（男・女）,0,総数,令和2,2020,3月,100463,99230,358,105,18,49,48,16,14,…,622,3,5581,36,31,2,2,1,8,98.8,141,0.1
総数（国・公・私立）,総数（男・女）,0,総数,令和3,2021,3月,98235,97068,376,136,11,41,36,8,20,…,537,2,5718,27,25,－,2,－,4,98.8,108,0.1
総数（国・公・私立）,総数（男・女）,0,総数,令和4,2022,3月,102429,101173,356,155,6,33,29,7,9,…,654,7,6264,12,7,1,3,1,4,98.8,78,0.1
総数（国・公・私立）,総数（男・女）,1,区部,令和4,2022,3月,66182,65476,138,92,4,13,10,3,2,…,439,5,3689,3,1,－,2,－,2,98.9,28,0
総数（国・公・私立）,総数（男・女）,2,千代田区,令和4,2022,3月,2020,2010,－,4,－,－,－,－,－,…,6,－,53,－,－,－,－,－,－,99.5,－,－
総数（国・公・私立）,総数（男・女）,2,中央区,令和4,2022,3月,709,696,2,2,－,－,－,－,－,…,9,－,83,－,－,－,－,－,－,98.2,－,－
総数（国・公・私立）,総数（男・女）,2,港区,令和4,2022,3月,3125,3088,1,5,－,－,1,－,－,…,30,－,229,－,－,－,－,－,－,98.8,1,0
総数（国・公・私立）,総数（男・女）,2,新宿区,令和4,2022,3月,2067,2045,7,－,－,－,－,－,－,…,15,－,46,－,－,－,－,－,－,98.9,－,－
総数（国・公・私立）,総数（男・女）,2,文京区,令和4,2022,3月,2775,2752,2,3,－,－,－,－,－,…,18,－,101,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,総数（男・女）,2,台東区,令和4,2022,3月,1012,994,2,3,－,1,－,1,－,…,11,－,41,－,－,－,－,－,1,98.2,2,0.2
総数（国・公・私立）,総数（男・女）,2,墨田区,令和4,2022,3月,1903,1892,4,－,－,1,－,－,－,…,6,－,86,－,－,－,－,－,－,99.4,1,0.1
総数（国・公・私立）,総数（男・女）,2,江東区,令和4,2022,3月,3078,3058,3,3,－,－,1,－,－,…,13,－,195,－,－,－,－,－,－,99.4,1,0
総数（国・公・私立）,総数（男・女）,2,品川区,令和4,2022,3月,2017,1998,3,1,－,－,－,－,－,…,15,－,79,－,－,－,－,－,－,99.1,－,－
総数（国・公・私立）,総数（男・女）,2,目黒区,令和4,2022,3月,1446,1433,1,1,－,－,－,－,－,…,11,－,99,－,－,－,－,－,－,99.1,－,－
総数（国・公・私立）,総数（男・女）,2,大田区,令和4,2022,3月,3982,3939,6,6,－,－,2,1,－,…,26,2,317,－,－,－,－,－,－,98.9,2,0.1
総数（国・公・私立）,総数（男・女）,2,世田谷区,令和4,2022,3月,6882,6820,14,5,－,－,－,－,－,…,42,1,356,1,1,－,－,－,－,99.1,1,0
総数（国・公・私立）,総数（男・女）,2,渋谷区,令和4,2022,3月,1617,1592,1,3,1,－,－,－,－,…,20,－,35,－,－,－,－,－,－,98.5,－,－
総数（国・公・私立）,総数（男・女）,2,中野区,令和4,2022,3月,2015,2000,1,5,－,－,－,－,－,…,9,－,85,－,－,－,－,－,－,99.3,－,－
総数（国・公・私立）,総数（男・女）,2,杉並区,令和4,2022,3月,3546,3509,14,6,－,－,－,－,－,…,17,－,148,2,－,－,2,－,－,99,2,0.1
総数（国・公・私立）,総数（男・女）,2,豊島区,令和4,2022,3月,2376,2366,2,5,－,－,－,－,－,…,3,－,64,－,－,－,－,－,－,99.6,－,－
総数（国・公・私立）,総数（男・女）,2,北区,令和4,2022,3月,2273,2249,3,3,1,1,－,－,－,…,16,－,126,－,－,－,－,－,－,98.9,1,0
総数（国・公・私立）,総数（男・女）,2,荒川区,令和4,2022,3月,1390,1372,10,－,－,－,－,－,－,…,7,1,78,－,－,－,－,－,－,98.7,－,－
総数（国・公・私立）,総数（男・女）,2,板橋区,令和4,2022,3月,3751,3717,10,2,－,1,－,－,1,…,20,－,177,－,－,－,－,－,－,99.1,1,0
総数（国・公・私立）,総数（男・女）,2,練馬区,令和4,2022,3月,5162,5099,22,7,－,1,1,－,－,…,32,－,337,－,－,－,－,－,－,98.8,2,0
総数（国・公・私立）,総数（男・女）,2,足立区,令和4,2022,3月,4766,4708,9,6,2,3,2,－,－,…,35,1,317,－,－,－,－,－,－,98.8,5,0.1
総数（国・公・私立）,総数（男・女）,2,葛飾区,令和4,2022,3月,3036,2983,5,6,－,2,2,1,1,…,36,－,245,－,－,－,－,－,1,98.3,5,0.2
総数（国・公・私立）,総数（男・女）,2,江戸川区,令和4,2022,3月,5234,5156,16,16,－,3,1,－,－,…,42,－,392,－,－,－,－,－,－,98.5,4,0.1
総数（国・公・私立）,総数（男・女）,1,市部,令和4,2022,3月,35611,35082,213,60,2,17,19,4,3,…,209,2,2504,8,6,－,1,1,2,98.5,46,0.1
総数（国・公・私立）,総数（男・女）,2,八王子市,令和4,2022,3月,5110,5013,42,12,1,6,6,－,－,…,30,－,374,1,－,－,－,1,－,98.1,13,0.3
総数（国・公・私立）,総数（男・女）,2,立川市,令和4,2022,3月,1249,1235,8,1,－,－,1,－,－,…,4,－,109,－,－,－,－,－,－,98.9,1,0.1
総数（国・公・私立）,総数（男・女）,2,武蔵野市,令和4,2022,3月,1407,1387,7,5,－,－,－,－,－,…,8,－,29,－,－,－,－,－,－,98.6,－,－
総数（国・公・私立）,総数（男・女）,2,三鷹市,令和4,2022,3月,1391,1363,8,5,－,2,－,－,－,…,13,－,74,－,－,－,－,－,－,98,2,0.1
総数（国・公・私立）,総数（男・女）,2,青梅市,令和4,2022,3月,1048,1030,1,2,－,2,3,－,－,…,10,－,98,2,2,－,－,－,－,98.3,7,0.7
総数（国・公・私立）,総数（男・女）,2,府中市,令和4,2022,3月,2103,2083,6,－,－,－,－,2,－,…,12,－,126,－,－,－,－,－,1,99,1,0
総数（国・公・私立）,総数（男・女）,2,昭島市,令和4,2022,3月,901,886,7,3,1,－,－,－,－,…,4,－,52,－,－,－,－,－,－,98.3,－,－
総数（国・公・私立）,総数（男・女）,2,調布市,令和4,2022,3月,2012,2001,2,3,－,1,－,－,－,…,5,－,95,－,－,－,－,－,－,99.5,1,0
総数（国・公・私立）,総数（男・女）,2,町田市,令和4,2022,3月,4296,4238,12,4,－,1,－,－,－,…,40,1,440,1,1,－,－,－,－,98.6,2,0
総数（国・公・私立）,総数（男・女）,2,小金井市,令和4,2022,3月,1250,1205,39,1,－,－,－,－,－,…,5,－,65,－,－,－,－,－,－,96.4,－,－
総数（国・公・私立）,総数（男・女）,2,小平市,令和4,2022,3月,1667,1654,5,3,－,－,－,－,－,…,5,－,73,－,－,－,－,－,－,99.2,－,－
総数（国・公・私立）,総数（男・女）,2,日野市,令和4,2022,3月,1440,1422,7,－,－,1,1,－,－,…,9,－,141,2,2,－,－,－,－,98.8,4,0.3
総数（国・公・私立）,総数（男・女）,2,東村山市,令和4,2022,3月,1325,1312,6,－,－,－,1,－,－,…,6,－,134,1,1,－,－,－,－,99,2,0.2
総数（国・公・私立）,総数（男・女）,2,国分寺市,令和4,2022,3月,1027,1011,7,7,－,－,－,－,－,…,2,－,65,－,－,－,－,－,－,98.4,－,－
