,(2)海上出入貨物,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,（単位　：　トン）,,
,,令和元年(2019年),,,,平成30年(2018年),,,,,
,,当月,,,１月以降累計,当月,,,１月以降累計,,
,,計,出貨,入貨,,計,出貨,入貨,,,
,総数 ,"7,199,497","2,331,858","4,867,639","73,127,106","8,045,082","2,540,136","5,504,946","75,864,090",,
,,89.5%,91.8%,88.4%,96.4%,,,,,,
,外貿貨物,"3,987,988","1,071,106","2,916,882","40,228,925","4,343,787","1,143,852","3,199,935","41,269,561",,
,,91.8%,93.6%,91.2%,97.5%,,,,,,
,（うちコンテナ貨物）,"3,820,983","985,010","2,835,973","38,707,197","4,182,707","1,103,741","3,078,966","39,686,406",,
,,91.4%,89.2%,92.1%,97.5%,,,,,,
,内貿貨物,"3,211,509","1,260,752","1,950,757","32,898,181","3,701,295","1,396,284","2,305,011","34,594,529",,
,,86.8%,90.3%,84.6%,95.1%,,,,,,
,(注）％表示は対前年同月比,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
