年次,Year,地域階層,地域コード,地域,District,病院 Hospital／総数 Total,病院 Hospital／精神科病院 Psychiatric hospital,病院 Hospital／一般病院 General hospital,病院 Hospital／(再掲 relisted)／救急告示病院 Designated emergency hospital,病院 Hospital／(再掲 relisted)／療養病床を有するもの Hospital with long-term care beds,一般診療所 General  clinic,歯科診療所 Dental clinic
平成26,2014,0,13000,総数,Tokyo-to,642,50,592,310,245,12780,10579
平成27,2015,0,13000,総数,Tokyo-to,648,50,598,308,250,12944,10620
平成28,2016,0,13000,総数,Tokyo-to,651,50,601,305,256,13184,10658
平成29,2017,0,13000,総数,Tokyo-to,647,50,597,312,252,13257,10632
平成30,2018,0,13000,総数,Tokyo-to,647,49,598,311,251,13429,10672
平成30,2018,1,13100,区部,All ku,427,12,415,228,158,10325,8314
平成30,2018,2,13101,千代田区,Chiyoda-ku,15,-,15,5,1,479,334
平成30,2018,2,13102,中央区,Chuo-ku,4,-,4,2,-,576,450
平成30,2018,2,13103,港区,Minato-ku,13,-,13,7,1,763,587
平成30,2018,2,13104,新宿区,Shinjuku-ku,14,1,13,12,1,622,419
平成30,2018,2,13105,文京区,Bunkyo-ku,9,-,9,7,2,272,246
平成30,2018,2,13106,台東区,Taito-ku,8,1,7,5,5,237,239
平成30,2018,2,13107,墨田区,Sumida-ku,14,-,14,8,5,225,194
平成30,2018,2,13108,江東区,Koto-ku,18,-,18,12,6,424,292
平成30,2018,2,13109,品川区,Shinagawa-ku,16,-,16,6,6,463,355
平成30,2018,2,13110,目黒区,Meguro-ku,9,-,9,9,5,321,293
平成30,2018,2,13111,大田区,Ota-ku,28,1,27,15,14,591,537
平成30,2018,2,13112,世田谷区,Setagaya-ku,26,-,26,15,8,887,754
平成30,2018,2,13113,渋谷区,Shibuya-ku,17,-,17,6,6,576,430
平成30,2018,2,13114,中野区,Nakano-ku,8,-,8,6,4,317,250
平成30,2018,2,13115,杉並区,Suginami-ku,20,-,20,9,10,501,436
平成30,2018,2,13116,豊島区,Toshima-ku,15,-,15,13,4,455,314
平成30,2018,2,13117,北区,Kita-ku,19,2,17,10,6,276,240
平成30,2018,2,13118,荒川区,Arakawa-ku,14,-,14,4,9,179,135
平成30,2018,2,13119,板橋区,Itabashi-ku,41,-,41,23,23,378,342
平成30,2018,2,13120,練馬区,Nerima-ku,20,2,18,7,8,564,453
平成30,2018,2,13121,足立区,Adachi-ku,55,4,51,27,18,432,378
平成30,2018,2,13122,葛飾区,Katsushika-ku,22,1,21,9,8,359,271
平成30,2018,2,13123,江戸川区,Edogawa-ku,22,-,22,11,8,428,365
平成30,2018,1,13200,市部,All shi,215,37,178,81,90,3046,2323
平成30,2018,2,13201,八王子市,Hachioji-shi,38,7,31,12,16,373,287
平成30,2018,2,13202,立川市,Tachikawa-shi,8,-,8,5,3,168,124
平成30,2018,2,13203,武蔵野市,Musashino-shi,8,-,8,5,3,212,153
平成30,2018,2,13204,三鷹市,Mitaka-shi,8,1,7,3,3,136,98
平成30,2018,2,13205,青梅市,Ome-shi,16,8,8,2,6,86,63
平成30,2018,2,13206,府中市,Fuchu-shi,15,2,13,6,4,186,154
平成30,2018,2,13207,昭島市,Akishima-shi,8,-,8,5,4,65,61
平成30,2018,2,13208,調布市,Chofu-shi,8,2,6,3,3,191,156
平成30,2018,2,13209,町田市,Machida-shi,20,5,15,7,9,324,228
平成30,2018,2,13210,小金井市,Koganei-shi,5,1,4,1,4,86,66
平成30,2018,2,13211,小平市,Kodaira-shi,9,1,8,4,4,127,94
平成30,2018,2,13212,日野市,Hino-shi,7,-,7,2,5,124,89
平成30,2018,2,13213,東村山市,Higashimurayama-shi,11,3,8,4,4,97,69
平成30,2018,2,13214,国分寺市,Kokubunji-shi,2,-,2,-,2,113,76
平成30,2018,2,13215,国立市,Kunitachi-shi,2,-,2,1,-,83,74
平成30,2018,2,13218,福生市,Fussa-shi,4,-,4,3,1,42,33
平成30,2018,2,13219,狛江市,Komae-shi,2,-,2,1,1,58,40
平成30,2018,2,13220,東大和市,Higashiyamato-shi,2,-,2,1,-,52,43
平成30,2018,2,13221,清瀬市,Kiyose-shi,11,2,9,4,7,46,33
平成30,2018,2,13222,東久留米市,Higashikurume-shi,4,1,3,2,-,67,56
平成30,2018,2,13223,武蔵村山市,Musashimurayama-shi,4,-,4,2,2,25,27
平成30,2018,2,13224,多摩市,Tama-shi,8,2,6,2,2,109,67
平成30,2018,2,13225,稲城市,Inagi-shi,3,-,3,1,2,52,41
平成30,2018,2,13227,羽村市,Hamura-shi,2,-,2,-,2,36,33
平成30,2018,2,13228,あきる野市,Akiruno-shi,4,1,3,1,1,45,40
平成30,2018,2,13229,西東京市,Nishitokyo-shi,6,1,5,4,2,143,118
平成30,2018,1,13300,郡部,All gun,4,-,4,1,3,38,20
平成30,2018,2,13303,瑞穂町,Mizuho-machi,1,-,1,-,1,13,12
平成30,2018,2,13305,日の出町,Hinode-machi,2,-,2,-,2,14,6
平成30,2018,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,3,-
平成30,2018,2,13308,奥多摩町,Okutama-machi,1,-,1,1,-,8,2
平成30,2018,1,13350,島部,All islands,1,-,1,1,-,20,15
平成30,2018,2,13361,大島町,Oshima-machi,-,-,-,-,-,3,5
平成30,2018,2,13362,利島村,Toshima-mura,-,-,-,-,-,1,-
平成30,2018,2,13363,新島村,Niijima-mura,-,-,-,-,-,4,-
平成30,2018,2,13364,神津島村,Kozushima-mura,-,-,-,-,-,2,1
平成30,2018,2,13381,三宅村,Miyake-mura,-,-,-,-,-,2,1
平成30,2018,2,13382,御蔵島村,Mikurajima-mura,-,-,-,-,-,1,-
平成30,2018,2,13401,八丈町,Hachijo-machi,1,-,1,1,-,2,7
平成30,2018,2,13402,青ヶ島村,Aogashima-mura,-,-,-,-,-,1,-
平成30,2018,2,13421,小笠原村,Ogasawara-mura,-,-,-,-,-,4,1
,,,,,,,,,,,,
東京都統計年鑑（平成31年･令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,
19-1  地域別医療施設数 (平成26～30年) 19-1  MEDICAL FACILITIES BY DISTRICT( 2014-2018 ),,,,,,,,,,,,
この表は厚生労働省「医療施設調査」による。病院とは患者20人以上の収容施設を有するものをいい，診療所とは患者の収容施設を有しないもの， 又は20人未満のものをいう。,,,,,,,,,,,,
"The table is based on the “Medical Institutions Survey” conducted by the Ministry of Health， Labour and Welfare. “Hospitals” refer to medical establishments with a capacity to admit 20 or more patients， while ""Clinics"" refer to those with no facilities to admit patients or with a capacity to admit less than 20 patients. ",,,,,,,,,,,,
各年10月1日現在。 ,,,,,,,,,,,,
Figures are as of October 1 of the each year.,,,,,,,,,,,,
注) 「休止中」及び「休診中」のものを除く。          ,,,,,,,,,,,,
"Note:  Facilities that are ""inactive"" are excluded.",,,,,,,,,,,,
資料：都福祉保健局総務部総務課「東京都の医療施設」 Source: Bureau of Social Welfare and Public Health， TMG　,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,
