年度末,End of fiscal year,地域階層,地域コード,地域,District,合計 Total／計 Total,合計 Total／計 Total／全部支給 Full payment,合計 Total／計 Total／一部支給 Partial payment,合計 Total／停止 Discontinued,都道府県知事支給対象者 Covered by Prefecture／計 Total,都道府県知事支給対象者 Covered by Prefecture／計 Total／全部支給 Full payment,都道府県知事支給対象者 Covered by Prefecture／計 Total／一部支給 Partial payment,都道府県知事支給対象者 Covered by Prefecture／停止 Discontinued,国支給対象者 Covered by the State／計 Total,国支給対象者 Covered by the State／計 Total／全部支給 Full payment,国支給対象者 Covered by the State／計 Total／一部支給 Partial payment,国支給対象者 Covered by the State／停止 Discontinued
平成27,2015,0,13000,総数,Tokyo-to,80493,43410,37083,16120,80491,43410,37081,16119,2,-,2,1
平成28,2016,0,13000,総数,Tokyo-to,77399,40801,36598,16721,77399,40801,36598,16720,-,-,-,1
平成29,2017,0,13000,総数,Tokyo-to,74679,38002,36677,17551,74678,38002,36676,17551,1,-,1,-
平成30,2018,0,13000,総数,Tokyo-to,72246,43119,29127,18167,72245,43118,29127,18167,1,1,-,-
令和元,2019,0,13000,総数,Tokyo-to,68960,40588,28372,19017,68960,40588,28372,19017,-,-,-,-
令和元,2019,1,13100,区部,All ku,44679,26212,18467,13107,44679,26212,18467,13107,-,-,-,-
令和元,2019,2,13101,千代田区,Chiyoda-ku,185,103,82,86,185,103,82,86,-,-,-,-
令和元,2019,2,13102,中央区,Chuo-ku,638,353,285,218,638,353,285,218,-,-,-,-
令和元,2019,2,13103,港区,Minato-ku,937,579,358,373,937,579,358,373,-,-,-,-
令和元,2019,2,13104,新宿区,Shinjuku-ku,1362,859,503,431,1362,859,503,431,-,-,-,-
令和元,2019,2,13105,文京区,Bunkyo-ku,559,286,273,347,559,286,273,347,-,-,-,-
令和元,2019,2,13106,台東区,Taito-ku,914,564,350,231,914,564,350,231,-,-,-,-
令和元,2019,2,13107,墨田区,Sumida-ku,1483,886,597,424,1483,886,597,424,-,-,-,-
令和元,2019,2,13108,江東区,Koto-ku,2607,1475,1132,841,2607,1475,1132,841,-,-,-,-
令和元,2019,2,13109,品川区,Shinagawa-ku,1496,788,708,659,1496,788,708,659,-,-,-,-
令和元,2019,2,13110,目黒区,Meguro-ku,832,457,375,305,832,457,375,305,-,-,-,-
令和元,2019,2,13111,大田区,Ota-ku,3158,1749,1409,1096,3158,1749,1409,1096,-,-,-,-
令和元,2019,2,13112,世田谷区,Setagaya-ku,2746,1534,1212,1130,2746,1534,1212,1130,-,-,-,-
令和元,2019,2,13113,渋谷区,Shibuya-ku,725,418,307,210,725,418,307,210,-,-,-,-
令和元,2019,2,13114,中野区,Nakano-ku,1078,624,454,305,1078,624,454,305,-,-,-,-
令和元,2019,2,13115,杉並区,Suginami-ku,1575,833,742,666,1575,833,742,666,-,-,-,-
令和元,2019,2,13116,豊島区,Toshima-ku,1081,596,485,283,1081,596,485,283,-,-,-,-
令和元,2019,2,13117,北区,Kita-ku,1624,923,701,338,1624,923,701,338,-,-,-,-
令和元,2019,2,13118,荒川区,Arakawa-ku,1240,742,498,331,1240,742,498,331,-,-,-,-
令和元,2019,2,13119,板橋区,Itabashi-ku,3335,2022,1313,795,3335,2022,1313,795,-,-,-,-
令和元,2019,2,13120,練馬区,Nerima-ku,3663,2180,1483,1019,3663,2180,1483,1019,-,-,-,-
令和元,2019,2,13121,足立区,Adachi-ku,5344,3250,2094,1097,5344,3250,2094,1097,-,-,-,-
令和元,2019,2,13122,葛飾区,Katsushika-ku,3210,1987,1223,845,3210,1987,1223,845,-,-,-,-
令和元,2019,2,13123,江戸川区,Edogawa-ku,4887,3004,1883,1077,4887,3004,1883,1077,-,-,-,-
令和元,2019,1,13200,市部,All shi,23677,14030,9647,5749,23677,14030,9647,5749,-,-,-,-
令和元,2019,2,13201,八王子市,Hachioji-shi,3710,2181,1529,897,3710,2181,1529,897,-,-,-,-
令和元,2019,2,13202,立川市,Tachikawa-shi,1199,707,492,247,1199,707,492,247,-,-,-,-
令和元,2019,2,13203,武蔵野市,Musashino-shi,453,234,219,133,453,234,219,133,-,-,-,-
令和元,2019,2,13204,三鷹市,Mitaka-shi,703,395,308,180,703,395,308,180,-,-,-,-
令和元,2019,2,13205,青梅市,Ome-shi,1036,637,399,226,1036,637,399,226,-,-,-,-
令和元,2019,2,13206,府中市,Fuchu-shi,1409,832,577,353,1409,832,577,353,-,-,-,-
令和元,2019,2,13207,昭島市,Akishima-shi,851,519,332,174,851,519,332,174,-,-,-,-
令和元,2019,2,13208,調布市,Chofu-shi,997,545,452,312,997,545,452,312,-,-,-,-
令和元,2019,2,13209,町田市,Machida-shi,2741,1714,1027,637,2741,1714,1027,637,-,-,-,-
令和元,2019,2,13210,小金井市,Koganei-shi,351,168,183,91,351,168,183,91,-,-,-,-
令和元,2019,2,13211,小平市,Kodaira-shi,960,591,369,290,960,591,369,290,-,-,-,-
令和元,2019,2,13212,日野市,Hino-shi,908,544,364,216,908,544,364,216,-,-,-,-
令和元,2019,2,13213,東村山市,Higashimurayama-shi,986,577,409,254,986,577,409,254,-,-,-,-
令和元,2019,2,13214,国分寺市,Kokubunji-shi,397,225,172,100,397,225,172,100,-,-,-,-
令和元,2019,2,13215,国立市,Kunitachi-shi,345,196,149,100,345,196,149,100,-,-,-,-
令和元,2019,2,13218,福生市,Fussa-shi,505,309,196,113,505,309,196,113,-,-,-,-
令和元,2019,2,13219,狛江市,Komae-shi,276,144,132,96,276,144,132,96,-,-,-,-
令和元,2019,2,13220,東大和市,Higashiyamato-shi,632,398,234,124,632,398,234,124,-,-,-,-
令和元,2019,2,13221,清瀬市,Kiyose-shi,546,320,226,106,546,320,226,106,-,-,-,-
令和元,2019,2,13222,東久留米市,Higashikurume-shi,742,460,282,183,742,460,282,183,-,-,-,-
令和元,2019,2,13223,武蔵村山市,Musashimurayama-shi,722,472,250,116,722,472,250,116,-,-,-,-
令和元,2019,2,13224,多摩市,Tama-shi,803,453,350,232,803,453,350,232,-,-,-,-
令和元,2019,2,13225,稲城市,Inagi-shi,407,225,182,124,407,225,182,124,-,-,-,-
令和元,2019,2,13227,羽村市,Hamura-shi,450,253,197,106,450,253,197,106,-,-,-,-
令和元,2019,2,13228,あきる野市,Akiruno-shi,615,370,245,108,615,370,245,108,-,-,-,-
令和元,2019,2,13229,西東京市,Nishitokyo-shi,933,561,372,231,933,561,372,231,-,-,-,-
令和元,2019,1,13300,郡部,All gun,453,266,187,107,453,266,187,107,-,-,-,-
令和元,2019,1,13350,島部,All islands,151,80,71,54,151,80,71,54,-,-,-,-
,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成31年･令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,,,
18-5  児童扶養手当受給状況（平成27～令和元年度末） 18-5  RECIPIENTS OF CHILD CARE ALLOWANCES ( End of Fiscal Years 2015-2019 ),,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,
