年度,Fiscal year,地域階層,地域コード,地域,District,病院病床  Beds／総数 Total,病院病床  Beds／精神病床 Psychiatric ,病院病床  Beds／結核病床 Tuberculosis,病院病床  Beds／感染症病床 Infectious diseases beds,病院病床  Beds ／療養病床 Long-term care,病院病床  Beds／一般病床 General,患者延数 Total number of patients／在院患者 Inpatients,患者延数 Total number of patients／新入院患者数 New inpatients,患者延数 Total number of patients／外来患者数 Outpatients
平成26,2014,0,13000,総数,Tokyo-to,127110,22612,520,145,22708,81125,37056997,1601199,52381203
平成27,2015,0,13000,総数,Tokyo-to,128166,22494,510,145,23524,81493,37267796,1650070,52441970
平成28,2016,0,13000,総数,Tokyo-to,128351,22412,510,145,23921,81363,37419053,1679734,52349529
平成29,2017,0,13000,総数,Tokyo-to,128279,22279,505,145,24070,81280,37445832,1695933,51746300
平成30,2018,0,13000,総数,Tokyo-to,128189,22231,501,145,23965,81347,37427425,1717409,51235645
平成30,2018,1,13100,区部,All ku,79927,6794,168,99,13381,59485,22812626,1282377,39184132
平成30,2018,2,13101,千代田区,Chiyoda-ku,2264,27,-,-,50,2187,560875,52571,1974155
平成30,2018,2,13102,中央区,Chuo-ku,1186,-,-,-,-,1186,365171,35865,1042634
平成30,2018,2,13103,港区,Minato-ku,3975,49,8,-,68,3850,1018054,88536,3095095
平成30,2018,2,13104,新宿区,Shinjuku-ku,6124,315,40,4,25,5740,1588805,129267,3909021
平成30,2018,2,13105,文京区,Bunkyo-ku,5059,131,-,30,118,4780,1451253,118165,3993862
平成30,2018,2,13106,台東区,Taito-ku,1078,85,-,-,297,696,308363,13701,497944
平成30,2018,2,13107,墨田区,Sumida-ku,2453,36,-,10,189,2218,673766,47122,1173535
平成30,2018,2,13108,江東区,Koto-ku,3128,129,-,-,472,2527,973625,59721,1607029
平成30,2018,2,13109,品川区,Shinagawa-ku,3133,50,-,-,769,2314,864537,55282,1465978
平成30,2018,2,13110,目黒区,Meguro-ku,2278,48,-,-,182,2048,624646,49086,1214381
平成30,2018,2,13111,大田区,Ota-ku,5001,128,-,20,1028,3825,1429021,79880,2713903
平成30,2018,2,13112,世田谷区,Setagaya-ku,5628,1204,20,10,851,3543,1508470,64760,1825313
平成30,2018,2,13113,渋谷区,Shibuya-ku,3115,53,2,-,964,2096,879663,50664,1716895
平成30,2018,2,13114,中野区,Nakano-ku,1797,-,-,-,413,1384,536035,25868,736273
平成30,2018,2,13115,杉並区,Suginami-ku,2713,-,-,-,948,1765,839578,41335,1004756
平成30,2018,2,13116,豊島区,Toshima-ku,1689,-,-,-,337,1352,469253,21745,571510
平成30,2018,2,13117,北区,Kita-ku,2587,202,-,-,490,1895,805331,30418,1124062
平成30,2018,2,13118,荒川区,Arakawa-ku,1530,-,-,-,451,1079,463996,21172,587978
平成30,2018,2,13119,板橋区,Itabashi-ku,9826,1898,12,20,2456,5440,2888229,109407,3104123
平成30,2018,2,13120,練馬区,Nerima-ku,3096,990,-,-,714,1392,947999,37470,1174166
平成30,2018,2,13121,足立区,Adachi-ku,6718,1232,-,-,1442,4044,1962398,57685,1994532
平成30,2018,2,13122,葛飾区,Katsushika-ku,2623,217,36,5,373,1992,797045,42947,1313173
平成30,2018,2,13123,江戸川区,Edogawa-ku,2926,-,50,-,744,2132,856513,49710,1343814
平成30,2018,1,13200,市部,All shi,47624,15377,333,44,10159,21711,14419123,432900,11947180
平成30,2018,2,13201,八王子市,Hachioji-shi,8563,3916,-,8,2014,2625,2726519,63168,1699648
平成30,2018,2,13202,立川市,Tachikawa-shi,1590,38,-,6,166,1380,491882,33722,670226
