年次,Year,地域階層,地域コード,地域,District,福祉事務所 Welfare offices／事務所数 Offices,福祉事務所 Welfare offices／地区担当員数 Caseworkers,民生委員 Local welfare commissioners (volunteers)／定員数 Maximum number,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／総数 Total,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／男 Male,民生委員 Local welfare commissioners (volunteers)／現在員 Current number／女 Female
平成27,2015,0,13000,総数,Tokyo-to,63,2242,10714,10178,2579,7599
平成28,2016,0,13000,総数,Tokyo-to,63,2491,10714,10213,2581,7632
平成29,2017,0,13000,総数,Tokyo-to,63,2314,10776,10080,2501,7579
平成30,2018,0,13000,総数,Tokyo-to,63,2338,10776,10140,2523,7617
平成31,2019,0,13000,総数,Tokyo-to,63,2338,10776,10139,2504,7635
平成31,2019,1,13100,区部,All ku,32,1809,7477,7086,1636,5450
平成31,2019,2,13101,千代田区,Chiyoda-ku,1,7,52,52,17,35
平成31,2019,2,13102,中央区,Chuo-ku,1,12,115,104,25,79
平成31,2019,2,13103,港区,Minato-ku,1,26,165,144,41,103
平成31,2019,2,13104,新宿区,Shinjuku-ku,1,88,302,295,63,232
平成31,2019,2,13105,文京区,Bunkyo-ku,1,19,146,142,38,104
平成31,2019,2,13106,台東区,Taito-ku,1,71,213,207,69,138
平成31,2019,2,13107,墨田区,Sumida-ku,1,66,211,190,51,139
平成31,2019,2,13108,江東区,Koto-ku,1,74,326,285,67,218
平成31,2019,2,13109,品川区,Shinagawa-ku,1,48,325,294,62,232
平成31,2019,2,13110,目黒区,Meguro-ku,1,28,231,221,33,188
平成31,2019,2,13111,大田区,Ota-ku,1,143,505,493,108,385
平成31,2019,2,13112,世田谷区,Setagaya-ku,5,88,636,593,78,515
平成31,2019,2,13113,渋谷区,Shibuya-ku,1,32,199,191,41,150
平成31,2019,2,13114,中野区,Nakano-ku,1,53,309,289,40,249
平成31,2019,2,13115,杉並区,Suginami-ku,1,69,432,395,82,313
平成31,2019,2,13116,豊島区,Toshima-ku,1,69,261,224,39,185
平成31,2019,2,13117,北区,Kita-ku,1,89,324,309,77,232
平成31,2019,2,13118,荒川区,Arakawa-ku,1,48,215,213,60,153
平成31,2019,2,13119,板橋区,Itabashi-ku,3,161,532,523,113,410
平成31,2019,2,13120,練馬区,Nerima-ku,4,137,576,570,134,436
平成31,2019,2,13121,足立区,Adachi-ku,1,203,563,534,159,375
平成31,2019,2,13122,葛飾区,Katsushika-ku,1,101,404,391,105,286
平成31,2019,2,13123,江戸川区,Edogawa-ku,1,177,435,427,134,293
平成31,2019,1,13200,市部,All shi,26,511,3100,2862,801,2061
平成31,2019,2,13201,八王子市,Hachioji-shi,1,58,452,448,147,301
平成31,2019,2,13202,立川市,Tachikawa-shi,1,39,158,153,44,109
平成31,2019,2,13203,武蔵野市,Musashino-shi,1,18,109,96,17,79
平成31,2019,2,13204,三鷹市,Mitaka-shi,1,27,127,110,19,91
平成31,2019,2,13205,青梅市,Ome-shi,1,21,151,145,66,79
平成31,2019,2,13206,府中市,Fuchu-shi,1,34,176,165,41,124
平成31,2019,2,13207,昭島市,Akishima-shi,1,15,85,83,21,62
平成31,2019,2,13208,調布市,Chofu-shi,1,23,163,154,70,84
平成31,2019,2,13209,町田市,Machida-shi,1,33,257,225,55,170
平成31,2019,2,13210,小金井市,Koganei-shi,1,14,84,66,10,56
平成31,2019,2,13211,小平市,Kodaira-shi,1,22,137,121,22,99
平成31,2019,2,13212,日野市,Hino-shi,1,16,133,130,35,95
平成31,2019,2,13213,東村山市,Higashimurayama-shi,1,19,119,97,20,77
平成31,2019,2,13214,国分寺市,Kokubunji-shi,1,9,79,75,22,53
平成31,2019,2,13215,国立市,Kunitachi-shi,1,10,57,51,11,40
平成31,2019,2,13218,福生市,Fussa-shi,1,10,52,48,17,31
平成31,2019,2,13219,狛江市,Komae-shi,1,9,58,51,13,38
平成31,2019,2,13220,東大和市,Higashiyamato-shi,1,15,60,59,18,41
平成31,2019,2,13221,清瀬市,Kiyose-shi,1,15,55,50,13,37
平成31,2019,2,13222,東久留米市,Higashikurume-shi,1,15,80,58,15,43
平成31,2019,2,13223,武蔵村山市,Musashimurayama-shi,1,13,62,61,19,42
平成31,2019,2,13224,多摩市,Tama-shi,1,22,112,89,19,70
平成31,2019,2,13225,稲城市,Inagi-shi,1,10,65,64,18,46
平成31,2019,2,13227,羽村市,Hamura-shi,1,7,52,51,11,40
平成31,2019,2,13228,あきる野市,Akiruno-shi,1,8,70,70,32,38
平成31,2019,2,13229,西東京市,Nishitokyo-shi,1,29,147,142,26,116
平成31,2019,1,13300,郡部,All gun,1,9,98,98,33,65
平成31,2019,1,13350,島部,All islands,4,9,101,93,34,59
,,,,,,,,,,,
東京都統計年鑑（平成31年･令和元年）TOKYO STATISTICAL YEARBOOK ( 2019 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,
18-11  地域別福祉事務所数及び民生委員数 （平成27～31年） 18-11  WELFARE OFFICES AND LOCAL WELFARE COMMISSIONERS (VOLUNTEERS) BY DISTRICT ( 2015-2019 ),,,,,,,,,,,
各年4月1日現在。  ,,,,,,,,,,,
Figures are as of  Apr.1 of the year noted.,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,
