年次,Year,地域階層,地域コード,地域,District,施設数 Facilities／総数 Total,施設数 Facilities／公立 Public,施設数 Facilities／私立 Private,児童定員 Capacity／総数 Total,児童定員 Capacity／公立 Public,児童定員 Capacity／私立 Private,入所児童数 Children enrolled／総数 Total,入所児童数 Children enrolled／公立 Public,入所児童数 Children enrolled／私立 Private
平成27,2015,0,13000,総数,Tokyo-to,2184,914,1270,216699,94584,122115,213259,93796,119463
平成28,2016,0,13000,総数,Tokyo-to,2342,901,1441,230334,94154,136180,225334,92958,132376
平成29,2017,0,13000,総数,Tokyo-to,2558,892,1666,247105,93188,153917,239709,92192,147517
平成30,2018,0,13000,総数,Tokyo-to,2811,880,1931,266473,92231,174242,254484,90567,163917
平成31,2019,0,13000,総数,Tokyo-to,3066,864,2202,285121,90960,194161,269627,88708,180919
平成31,2019,1,13100,区部,All ku,2203,697,1506,199947,74507,125440,187031,72854,114177
平成31,2019,2,13101,千代田区,Chiyoda-ku,18,6,12,1513,507,1006,1440,528,912
平成31,2019,2,13102,中央区,Chuo-ku,55,16,39,4797,1735,3062,4515,1721,2794
平成31,2019,2,13103,港区,Minato-ku,64,20,44,5510,2945,2565,5117,2839,2278
平成31,2019,2,13104,新宿区,Shinjuku-ku,68,18,50,6891,2255,4636,6017,2140,3877
平成31,2019,2,13105,文京区,Bunkyo-ku,72,20,52,5351,1910,3441,4923,1906,3017
平成31,2019,2,13106,台東区,Taito-ku,40,13,27,3228,1273,1955,3003,1212,1791
平成31,2019,2,13107,墨田区,Sumida-ku,74,25,49,6542,2651,3891,5838,2445,3393
平成31,2019,2,13108,江東区,Koto-ku,137,44,93,13385,4570,8815,12621,4437,8184
平成31,2019,2,13109,品川区,Shinagawa-ku,124,47,77,10898,4772,6126,10031,4807,5224
平成31,2019,2,13110,目黒区,Meguro-ku,71,20,51,5795,2100,3695,5041,2053,2988
平成31,2019,2,13111,大田区,Ota-ku,162,41,121,14260,4921,9339,13283,4768,8515
平成31,2019,2,13112,世田谷区,Setagaya-ku,180,47,133,16275,4764,11511,16074,5047,11027
平成31,2019,2,13113,渋谷区,Shibuya-ku,56,18,38,5256,1697,3559,4716,1655,3061
平成31,2019,2,13114,中野区,Nakano-ku,68,19,49,5797,1830,3967,5423,1802,3621
平成31,2019,2,13115,杉並区,Suginami-ku,141,41,100,12080,3842,8238,10885,3792,7093
平成31,2019,2,13116,豊島区,Toshima-ku,80,21,59,6075,2194,3881,5689,2241,3448
平成31,2019,2,13117,北区,Kita-ku,85,43,42,8435,4928,3507,7952,4751,3201
平成31,2019,2,13118,荒川区,Arakawa-ku,53,21,32,5502,2481,3021,5354,2541,2813
平成31,2019,2,13119,板橋区,Itabashi-ku,129,40,89,11624,3820,7804,11327,3660,7667
平成31,2019,2,13120,練馬区,Nerima-ku,160,60,100,14354,6648,7706,14223,6592,7631
平成31,2019,2,13121,足立区,Adachi-ku,133,42,91,12587,4290,8297,11482,4049,7433
平成31,2019,2,13122,葛飾区,Katsushika-ku,109,41,68,10754,4632,6122,10011,4368,5643
平成31,2019,2,13123,江戸川区,Edogawa-ku,124,34,90,13038,3742,9296,12066,3500,8566
平成31,2019,1,13200,市部,All shi,834,154,680,82741,15287,67454,80588,15057,65531
平成31,2019,2,13201,八王子市,Hachioji-shi,100,16,84,10403,1332,9071,10353,1350,9003
平成31,2019,2,13202,立川市,Tachikawa-shi,36,7,29,3876,763,3113,3811,671,3140
平成31,2019,2,13203,武蔵野市,Musashino-shi,29,4,25,2567,402,2165,2502,434,2068
平成31,2019,2,13204,三鷹市,Mitaka-shi,43,13,30,3800,1176,2624,3553,1178,2375
平成31,2019,2,13205,青梅市,Ome-shi,30,-,30,3225,-,3225,2960,-,2960
平成31,2019,2,13206,府中市,Fuchu-shi,53,14,39,5353,1399,3954,5211,1394,3817
平成31,2019,2,13207,昭島市,Akishima-shi,22,-,22,2662,-,2662,2666,2,2664
平成31,2019,2,13208,調布市,Chofu-shi,66,12,54,5729,1175,4554,5557,1194,4363
平成31,2019,2,13209,町田市,Machida-shi,74,5,69,6839,527,6312,6622,510,6112
平成31,2019,2,13210,小金井市,Koganei-shi,29,5,24,2624,592,2032,2392,530,1862
平成31,2019,2,13211,小平市,Kodaira-shi,43,9,34,3547,1046,2501,3533,1070,2463
平成31,2019,2,13212,日野市,Hino-shi,37,10,27,3877,1025,2852,3730,971,2759
平成31,2019,2,13213,東村山市,Higashimurayama-shi,22,6,16,2213,540,1673,2359,576,1783
平成31,2019,2,13214,国分寺市,Kokubunji-shi,34,4,30,2937,470,2467,2754,460,2294
