保険者番号,保険者別,不当利得返還金／現年度分／調定額(円),不当利得返還金／現年度分／収納額(円),不当利得返還金／過年度分ａ／調定額(円),不当利得返還金／過年度分ａ／収納額(円),不正利得徴収金b／調定額(円),不正利得徴収金b／収納額(円),第三者行為賠償金／公害分ｃ／調定額(円),第三者行為賠償金／公害分ｃ／収納額(円),第三者行為賠償金／その他ｄ／調定額(円),第三者行為賠償金／その他ｄ／収納額(円),徴収金等計／ａ＋ｂ＋ｃ＋ｄ／調定額(円),徴収金等計／ａ＋ｂ＋ｃ＋ｄ／収納額(円)
29,府中市,89026,89026,188944,188944,0,0,0,0,32270,32270,221214,221214
30,昭島市,89180,89180,41902,41902,0,0,0,0,950790,950790,992692,992692
31,調布市,25438,25438,48307,48307,0,0,0,0,0,0,48307,48307
32,町田市,342303,342303,1009267,1146010,0,0,0,0,35000,30000,1044267,1176010
33,福生市,63273,50036,63252,10689,0,0,0,0,0,0,63252,10689
34,羽村市,1512,1512,0,0,0,0,0,0,0,0,0,0
35,瑞穂町,0,0,0,0,0,0,0,0,18557,18557,18557,18557
36,あきる野市,270655,270655,203830,203830,0,0,0,0,0,0,203830,203830
37,日の出町,0,0,0,0,0,0,0,0,0,0,0,0
39,檜原村,0,0,0,0,0,0,0,0,0,0,0,0
40,奥多摩町,0,0,0,0,0,0,0,0,0,0,0,0
42,日野市,104678,104678,367641,367641,0,0,0,0,0,0,367641,367641
44,多摩市,140147,140147,56511,56511,0,0,0,0,0,0,56511,56511
45,稲城市,0,0,2023,2023,0,0,0,0,0,0,2023,2023
46,国立市,0,0,0,0,0,0,0,0,0,0,0,0
47,狛江市,6195,6195,108549,108549,0,0,0,0,0,0,108549,108549
48,小金井市,36113,29729,9254,9254,0,0,0,0,21651,21651,30905,30905
49,国分寺市,55944,55944,47901,47901,0,0,0,0,0,0,47901,47901
51,武蔵村山市,0,0,102357,101286,0,0,0,0,0,0,102357,101286
52,東大和市,24220,6328,738878,738878,0,0,0,0,0,0,738878,738878
53,東村山市,0,0,32795,32795,0,0,0,0,0,0,32795,32795
54,清瀬市,38059,35133,0,0,0,0,0,0,0,0,0,0
55,東久留米市,43312,16632,126882,124502,0,0,0,0,1268578,1268578,1395460,1393080
57,西東京市,193550,193550,17381,4585,0,0,0,0,0,0,17381,4585
58,小平市,0,0,0,0,0,0,0,0,0,0,0,0
59,大島町,0,0,0,0,0,0,0,0,0,0,0,0
60,利島村,0,0,0,0,0,0,0,0,0,0,0,0
61,新島村,0,0,0,0,0,0,0,0,0,0,0,0
62,神津島村,0,0,0,0,0,0,0,0,0,0,0,0
63,三宅村,0,0,0,0,0,0,0,0,0,0,0,0
64,御蔵島村,0,0,0,0,0,0,0,0,0,0,0,0
65,八丈町,0,0,0,0,0,0,0,0,0,0,0,0
66,青ヶ島村,0,0,0,0,0,0,0,0,0,0,0,0
67,小笠原村,0,0,0,0,0,0,0,0,0,0,0,0
