"","保険料 保険税の別／(1)科","保険料 保険税の別／(2)科","保険料(税)賊課方式／(1)4方式","保険料(税)賊課方式／(2)3方式","保険料(税)賊課方式／(3)2方式","保険料(税)賊課方式／(4)その他","保険料(税)徴収回数(回)","保険料(税)算定額(千円)","保険料(税)軽減額(千円)","災害等による減免額(千円)","その他の減免額(千円)","賊課限度額額を超える額(千円)","符号／1増","符号／2減","増減額(千円)","保険料(税)調定額(千円)","保険料(税)算定額内訳／所得割(千円)","保険料(税)算定額内訳／所得割(%)","保険料(税)算定額内訳／資産割(千円)","保険料(税)算定額内訳／資産割(%)","保険料(税)算定額内訳／均等割(千円)","保険料(税)算定額内訳／均等割(%)","保険料(税)算定額内訳／平等割(千円)","保険料(税)算定額内訳／平等割(%)","料(税)率／所得割(%)","料(税)率／資産割(%)","料(税)率／均等割(%)","料(税)率／平等割(%)","課税対象額／所得割(千円)","課税対象額／資産割(千円)","課税対象世帯数","保険料(税)軽減世帯数","災害等による減免世帯数","その他の減免世帯数","賦課限度額額を超える世帯数","課税対象被保険者数","賦課限度額(千円)","所得割の算定基礎／(1)課税総所得金額(基礎控除)","所得割の算定基礎／(2)課税総所得金額(各種控除)","所得割の算定基礎／(3)市町村民税の所得割額","所得割の算定基礎／(4)市町村民税額等","所得割の算定基礎／(5)その他","資産割の算定基礎／(1)固定資産税額等","資産割の算定基礎／(2)固定資産税のうち土地家屋に係る部分の額","資産割の算定基礎／(3)その他"
"設定値","25","37","9","2","51","0","","41763581","3444601","1873","29362","5216724","6","56","-838613","32232408","24173516","57.88","5894","0.01","17434580","41.75","149591","0.36","","","","","1707226721","61721","1069357","403071","113","901","24704","1272961","","62","0","0","0","0","0","9","0"
9,212,21533,105,22,738,233
性別女性構成比(%),100.0,21.8,22.1,32.0,7.5,3.4,10.8,2.3,76.0,24.0
年齢別18歳実数,7,1,2,1,1,-,1,1,4,3
年齢別18歳構成比(%),100.0,14.3,28.6,14.3,14.3,-,14.3,14.3,57.1,42.9
年齢別19歳実数,20,1,6,6,1,-,5,1,13,7
年齢別19歳構成比(%),100.0,5.0,30.0,30.0,5.0,-,25.0,5.0,65.0,35.0
年齢別20歳代実数,164,16.5,28.0,33.5,7.9,4.3,7.9,1.8,78.0,22.0
年齢別20歳代構成比(%),100.0,16.5,28.0,33.5,7.9,4.3,7.9,1.8,78.0,22.0
年齢別(20～24歳)実数,72,9,26,19,6,3,6,3,54,18
年齢別(20～24歳)構成比(%),100.0,12.5,36.1,26.4,8.3,4.2,8.3,4.2,75.0,25.0
年齢別(25～29歳)実数,92,18,20,36,7,4,7,-,74,18
年齢別(25～29歳)構成比(%),100.0,19.6,21.7,39.1,7.6,4.3,7.6,-,80.4,19.6
年齢別30歳代実数,257,68,52,100,11,6,17,3,220,37
年齢別30歳代構成比(%),100.0,26.5,20.2,38.9,4.3,2.3,6.6,1.2,85.6,14.4
年齢別40歳代実数,398,102,79,144,28,15,26,4,325,73
年齢別40歳代構成比(%),100.0,25.6,19.8,36.2,7.0,3.8,6.5,1.0,81.7,18.3
年齢別50歳代実数,311,55,57,112,26,14,36,11,224,87
年齢別50歳代構成比(%),100.0,17.7,18.3,36.0,8.4,4.5,11.6,3.5,72.0,28.0
年齢別60歳代実数,337,65,81,98,24,11,50,8,244,93
年齢別60歳代構成比(%),100.0,19.3,24.0,29.1,7.1,3.3,14.8,2.4,72.4,27.6
年齢別70歳代実数,231,45,54,56,18,13,40,5,155,76
