会計,款,項,目,細目,事業名,所管部署,決算額（千円）,カルテ作成
一般,1,1,1,1,議員人件費等,議会事務局,272769,×
一般,1,1,1,2,職員人件費等,人事課（人件費）,83771,×
一般,1,1,1,37,議会報発行経費,議会事務局,7763,※
一般,1,1,1,38,議会運営費等経費,議会事務局,22809,※
一般,2,1,1,3,職員人件費等,人事課（人件費）,1941039,×
一般,2,1,1,39,秘書事務経費,秘書広報課,949,×
一般,2,1,1,40,市渉外経費,秘書広報課,3707,×
一般,2,1,1,41,一般管理経費,総務契約課,5404,※
一般,2,1,1,42,表彰関係経費,総務契約課,900,※
一般,2,1,1,43,争訟等関係経費,文書法制課,1435,※
一般,2,1,1,46,契約管理経費,総務契約課,1116,※
一般,2,1,1,47,生活事務経費,コミュニティ・生活課,258,×
一般,2,1,1,49,文書管理経費,文書法制課,35943,×
一般,2,1,1,50,平和啓発事業,平和・人権課,2806,○
一般,2,1,1,51,総合オンブズマン制度運営経費,オンブズマン事務局,6691,○
一般,2,1,2,54,人事管理経費,人事課,565424,※
一般,2,1,2,55,福利厚生事業,人事課,46013,○（Ｓ）
一般,2,1,2,56,職員研修事業,人事課,14494,○
一般,2,1,3,57,広報活動費,秘書広報課,57097,○
一般,2,1,3,58,広聴活動費,秘書広報課,6746,○
一般,2,1,3,59,文書事務経費,文書法制課,10218,※
一般,2,1,3,60,事務機械経費,文書法制課,34790,※
一般,2,1,3,61,情報公開関係経費,文書法制課,330,※
一般,2,1,3,890,シティセールス推進事業,秘書広報課,28754,○
一般,2,1,4,62,財政管理経費,財政課,3598,×
一般,2,1,5,63,会計管理経費,会計課,38846,※
一般,2,1,6,65,公共建築物等整備保全基金積立,財政課,183130,×
一般,2,1,6,67,電算機管理運営経費,情報システム課,163462,○
一般,2,1,6,68,情報政策事務経費,情報システム課,7760,○
一般,2,1,6,70,庁舎管理経費,総務契約課,191000,○
一般,2,1,6,71,庁舎対策事業,総務契約課,250774,※
一般,2,1,6,72,財産管理経費,行政管理課,32342,※
一般,2,1,6,73,車両管理経費,総務契約課,20027,○
一般,2,1,6,74,情報システム管理運営経費,情報システム課,320069,○
一般,2,1,6,79,いきいきＴＡＭＡ基金積立,企画課,5318,×
一般,2,1,7,80,企画事務経費,企画課,2225,×
一般,2,1,7,82,多摩市自治基本条例推進事業,企画課,166,○
一般,2,1,7,85,女と男がともに生きる行動計画推進事業,平和・人権課,863,○
一般,2,1,7,86,ＴＡＭＡ女性センター運営経費,TAMA女性センター,3694,○
一般,2,1,7,89,第五次総合計画基本計画改定事業,企画課,2961,※
一般,2,1,7,908,総合戦略推進経費,企画課,136,○
一般,2,1,7,936,行財政改革推進事業,行政管理課,7790,○
一般,2,1,7,937,市制施行５０周年記念事業,企画課,6336,※
一般,2,1,7,954,若者のまちづくり推進事業,企画課,3375,○
一般,2,1,7,955,ふるさとＴＡＭＡ応援寄附金管理運営経費,企画課,4377,○
