全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
131091,,東京都品川区,天王洲公園,,,,,,,,,東京都品川区東品川2-6-23,,,,,,35.61942,139.7502,,,(03)3471-4573,,,,,,,,月火水木金土日,07:00,21:00,7:00～9:00は7～8月の平日のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,八潮北公園,,,,,,,,,東京都品川区八潮1-3-1,,,,,,35.61251,139.7538,,,(03)3790-2550,,,,,,,,月火水木金土日,07:00,21:00,7:00～9:00は4～11月の土日祝のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,品川南ふ頭公園,,,,,,,,,東京都品川区東品川5-8-4,,,,,,35.62202,139.7543,,,(03)3471-5953,,,,,,,,月火水木金土日,09:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,しながわ区民公園,,,,,,,,,東京都品川区勝島3-2-2,,,,,,35.59283,139.7386,,,(03)3762-0655,,,,,,,,月火水木金土日,09:00,21:00,"・19:00～21:00は庭球場のみ
・屋外プールは9:30～20:00
・子ども野球場・子どもサッカー場の17:00～19:00は5～8月のみ",,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,子供の森公園,,,,,,,,,東京都品川区北品川3-10-13,,,,,,35.61634,139.7382,,,(03)3472-0940,,,,,,,,月火水木金土日,09:00,19:00,・17:00～19:00は5～8月のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,鮫洲運動公園,,,,,,,,,東京都品川区東大井1-4-11,,,,,,35.60589,139.7446,,,(03)5462-8160,,,,,,,,月火水木金土日,09:00,19:00,・17:00～19:00は5～8月のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,東品川公園,,,,,,,,,東京都品川区東品川3-14-9,,,,,,35.61494,139.7466,,,(03)3471-8930,,,,,,,,月火水木金土日,09:00,21:00,"・17:00～21:00は弓道場のみ
・庭球場の11～1月は時間帯が30分繰り上がり（8:30～16:30）",,,,,,,,,,,,,,,,,,,,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,しながわ中央公園,,,,,,,,,東京都品川区西品川1-27・28,,,,,,35.60964,139.7282,,,(03)5740-5037,,,,,,,,月火水木金土日,08:30,21:00,・8:30～9:00は多目的広場のみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,日野学園温水プール,,,,,,,,,東京都品川区東五反田2-11-2,,,,,,35.62453,139.7282,,,(03)3449-4400,,,,,,,,月火水木金土日,09:30,20:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131091,,東京都品川区,戸越台中学校温水プール,,,,,,,,,東京都品川区戸越1-15-23,,,,,,35.61578,139.7172,,,(03)5750-1549,,,,,,,,月火水木金土日,09:30,20:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
