全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
131091,,東京都品川区,2022,04,5565,15332,6782,169,40,224,261,1923,1324,
131091,,東京都品川区,2022,05,5954,13898,6852,273,50,289,282,1548,1209,
131091,,東京都品川区,2022,06,6729,15744,7420,203,46,279,285,1457,1212,
131091,,東京都品川区,2022,07,5547,13946,6198,257,50,277,232,1423,1168,
131091,,東京都品川区,2022,08,6670,13397,6600,256,42,333,348,1419,1119,
131091,,東京都品川区,2022,09,6463,12786,6832,183,48,272,274,1334,1104,
131091,,東京都品川区,2022,10,5856,12929,6637,218,53,284,269,1460,1063,
131091,,東京都品川区,2022,11,6136,13487,6416,380,59,277,262,1314,1022,
131091,,東京都品川区,2022,12,5682,16301,5873,244,63,253,323,1395,1021,
131091,,東京都品川区,2023,01,7119,14809,5936,225,42,247,372,1152,905,
131091,,東京都品川区,2023,02,7186,13248,6197,272,50,220,292,1536,1029,
131091,,東京都品川区,2023,03,7934,18389,7334,395,76,245,325,3469,1497,
131091,,東京都品川区,2023,04,6659,12316,5589,189,59,230,242,2025,992,
131091,,東京都品川区,2023,05,6612,11209,5827,254,42,248,295,1567,989,
131091,,東京都品川区,2023,06,6700,12893,6221,228,52,281,246,1474,1044,
131091,,東京都品川区,2023,07,6729,11632,5740,218,59,261,274,1438,971,
131091,,東京都品川区,2023,08,7612,10920,5841,337,39,273,313,1377,936,
131091,,東京都品川区,2023,09,6666,11648,5626,227,43,241,281,1460,889,
131091,,東京都品川区,2023,10,6827,11197,6048,203,46,242,300,1526,913,
