"最終更新日","ページタイトル","分類","第1分類","第2分類","ファイルパス","地区","紹介文","所在地","連絡先","開館時間","休業日","施設の概要","受付時間","電車","バス","駐車場","駐輪場","画像1","画像キャプション1","画像2","画像キャプション2","画像3","画像キャプション3","画像4","画像キャプション4","画像5","画像キャプション5","緯度","経度",""
"2024-03-14 14:41:45","エコプラザ","009002001000","環境・清掃・リサイクル施設","環境施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/kankyo/01.html","芝地区","エコプラザは、私たちの住むまちの環境や、地球規模での環境について関心を持ち、考え、行動することを目的とした、環境に関する情報、学習、交流の空間です。みなさんのご来館をお待ちしています。
エコプラザの詳細についてはエコプラザのホームページをご覧ください。","港区浜松町一丁目13番1号","電話：03-5404-7764
ファックス：03-5404-7765","午前9時30分から午後8時","毎月第4月曜日(第4月曜日が祝日に当たるときは、その翌日の火曜日が休館日となります)、年末年始（12月29日から1月3日）","環境教室・イベント・ワークショップの開催、パネル・ポスター等の展示、書籍・雑誌等の閲覧、環境に関する活動をしている団体のための会議室貸し出し等

休館日：毎月第4月曜日、年末年始（12月29日から1月3日）
利用時間：午前9時30分から午後8時","","JR浜松町駅北口　徒歩4分
地下鉄大門駅B1出口　徒歩3分","","","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/kankyo/images/dscn4024.jpg","エコプラザの外観","https://www.city.minato.tokyo.jp/shisetsu/kankyo/kankyo/images/ekopuraza.png","エコプラザの地図","","","","","","","35.658833","139.756852",""
"2021-08-10 15:10:28","みなとリサイクル清掃事務所","009002002000","環境・清掃・リサイクル施設","清掃・リサイクル施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/01.html","芝浦港南地区","平成24年4月1日より、清掃リサイクル課とみなと清掃事務所が統合し、課名も新たに「みなとリサイクル清掃事務所」となりました。","港区港南三丁目9番59号","電話：03-3450-8025
ファックス：03-3450-8063","","","","","品川駅 港南口（東口）から徒歩20分　または下記バスでお越しください","品川駅 港南口（東口）8番バス乗り場から都バス「品99」で「港南四丁目」バス停下車 徒歩5分","駐車場あり","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/seisou.png","","","","","","","","","","35.634364","139.751329",""
"2021-08-10 15:28:04","港資源化センター","009002002000","環境・清掃・リサイクル施設","清掃・リサイクル施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/02.html","芝浦港南地区","区内の家庭から出されるびん・かん・ペットボトル・資源プラスチックの中間処理を行う施設です。","港区港南五丁目7番1号","","","","","","","品川駅　港南口（東口） 8番バス乗り場から都バス「品99品川埠頭（循環）」で「品川埠頭」バス停下車 徒歩1分
※都バス「品99折返 東京出入国在留管理局行」は、「品川埠頭」バス停へは行きませんのでご注意ください。","","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/seisou.png","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/sigenkasentar.gif","港資源化センターの案内図","","","","","","","35.631227","139.757018",""
"2017-03-17 11:39:54","港清掃工場","009002002000","環境・清掃・リサイクル施設","清掃・リサイクル施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/03.html","芝浦港南地区","可燃ごみを焼却処理する施設です。
区内の家庭から出される可燃ごみは、管路収集を行っている台場地区を除き、港清掃工場へ搬入されます。","港区港南五丁目7番1号","電話：03-5479-5300","","","","","","品川駅　港南口（東口） 8番バス乗り場から都バス「品99品川埠頭（循環）」で「品川埠頭」バス停下車 徒歩1分
※都バス「品99折返 東京入国管理局行」は、「品川埠頭」バス停へは行きませんのでご注意ください。","","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/sisetu.jpg","※清掃工場の管理・運営は、東京ニ十三区清掃一部事務組合が行っています。","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/seisou.png","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/seisoukojyou.gif","港清掃工場の案内図","","","","","35.631576","139.755846",""
"2015-02-05 13:57:12","埋立処分場","009002002000","環境・清掃・リサイクル施設","清掃・リサイクル施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/04.html","港区外","現在、東京23区内の家庭から出される可燃ごみは、清掃工場で焼却、不燃ごみ・粗大ごみは、各処理施設で破砕・選別処理されています。
その中間処理後に生じる不燃系処理残さを東京都が管理・運営する中央防波堤外側埋立処分場及び新海面処分場に埋立処分しています。","江東区青梅二丁目地先","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/tyubo.jpg","※埋立処分場の管理・運営は、東京都環境局が行っています。","","","","","","","","","35.599811","139.809265",""
"2015-02-05 13:57:59","芝浦清掃作業所","009002002000","環境・清掃・リサイクル施設","清掃・リサイクル施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/05.html","芝浦港南地区","区内より収集された不燃ごみの一部を積載容量の大きい大型特殊車に積み替えるための「不燃ごみ中継施設」です。","港区港南三丁目1番18号","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/shibaura.jpg","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/seisou.png","","","","","","","","35.63509","139.75075",""
"2015-02-05 13:57:49","新堀粗大ごみ中継所","009002002000","環境・清掃・リサイクル施設","清掃・リサイクル施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/06.html","芝地区","区内より収集された粗大ごみを破砕・圧縮の機能を持つ中型プレス車に積み替えるための「粗大ごみ中継施設」です。","港区芝三丁目2番14号","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/zenkei.jpg","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/seso/images/shinhori.png","","","","","","","","35.653484","139.746429",""
"2021-04-23 14:07:42","みなと区民の森作業小屋","009002001000","環境・清掃・リサイクル施設","環境施設","https://www.city.minato.tokyo.jp/shisetsu/kankyo/kankyo/02.html","港区外","竣工年等：H20(2008)竣工
施設名称：みなと区民の森作業小屋","東京都あきる野市
戸倉字刈寄谷2403-6","","","","","","","","","","https://www.city.minato.tokyo.jp/shisetsu/kankyo/kankyo/images/building_image_018.jpg","","","","","","","","","","35.710358","139.201748",""

"港区施設情報 環境・清掃・リサイクル施設","Ver20240411"
