全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
131041,000000000001,,東京都新宿区,帝都典礼株式会社,テイトテンレイカブシキガイシャ,東京都新宿区新宿2-16-6,新宿イーストスクエアビル5階,35.691647,139.708237,(03)3353-6311,,,https://www.teitotenrei.co.jp/,,,,
131041,000000000002,,東京都新宿区,四谷津乃國屋,ヨツヤツノクニヤ,東京都新宿区四谷2-13,,35.688007,139.72374,(03)3351-0403,,info@yotsuya-tsunokuniya.com,http://www.yotsuya-tsunokuniya.com,,,,
131041,000000000003,,東京都新宿区,株式会社天行社,カブシキガイシャテンコウシャ,東京都新宿区神楽坂6-48,,35.703335,139.735703,(03)3260-5020,,,http://www.tenkousha.co.jp/,,,,
131041,000000000004,,東京都新宿区,有限会社広礼式典津乃國屋,ユウゲンガイシャコウレイシキテンツノクニヤ,東京都新宿区市谷甲良町2-19,,35.699286,139.728681,(03)3202-1521,,,http://www.tsunokuniya.net/company/,,,,
131041,000000000005,,東京都新宿区,有限会社早稲田近藤葬祭,ユウゲンガイシャワセダコンドウソウサイ,東京都新宿区早稲田鶴巻町302,,35.709217,139.724197,(03)3203-3275,,,http://www.wasedakondosousai.com/,,,,
131041,000000000006,,東京都新宿区,株式会社髙嶋,カブシキガイシャタカシマ,東京都新宿区西早稲田3-1-7,,35.709679,139.715527,(03)3203-1197,,,https://tsougi.com/,,,,
131041,000000000007,,東京都新宿区,有限会社三国屋,ユウゲンガイシャミクニヤ,東京都新宿区百人町1-24-8,,35.698776,139.697525,(03)3371-5881,,,,,,,
131041,000000000008,,東京都新宿区,株式会社公営社,カブシキガイシャコウエイシャ,東京都新宿区百人町2-21-1,,35.701751,139.697589,(03)3361-1067,,,https://www.koueisha.co.jp/,,,,
131041,000000000009,,東京都新宿区,赤堀商店,アカホリショウテン,東京都新宿区上落合1-29-2,,35.711346,139.690567,(03)3361-5618,,,,,,,
131041,000000000010,,東京都新宿区,有限会社欅式典,ユウゲンガイシャケヤキシキテン,東京都新宿区西新宿1-13-1,,35.689007,139.697617,(03)3342-5086,,,http://keyaki-k.com/index.html,,,,
131041,000000000011,,東京都新宿区,足立葬祭,アダチソウサイ,東京都新宿区西新宿4-25-2,,35.686869,139.686935,(03)3376-4782,,,,,,,
131041,000000000012,,東京都新宿区,合資会社結城屋,ゴウシガイシャユウキヤ,東京都新宿区四谷4-28-104,,35.687859,139.71521,(03)3341-1177,,info@yu-kiya.com,http://www.yu-kiya.com/,,,,
