全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
131041,000000000001,東京都新宿区,新宿区立新宿コズミックスポーツセンター,シンジュククリツコズミックスポーツセンター,,新宿コズミックスポーツセンター,1110,,,131041,,東京都新宿区大久保3-1-2,東京都,新宿区,大久保,3-1-2,,35.704996,139.708390,階数,8,(03)3232-7701,,,https://www.regasu-shinjuku.or.jp/?p=314,,1690072,,公益財団法人新宿未来創造財団,月火水木金土日,09:00,22:00,休館日：毎月第2月曜日(祝日にあたるときは、その翌日)、年末年始（12月29日~1月3日）,,可,有,無,有,有,有,無,有,無,有,有,有,有,有,有,無,有,,,,車椅子貸出は要相談、飲食は一部可、サッカーは屋内フットサル,無,有,有,有,無,無,有,有,無,無,無,無,無,有,有,有,無,有,無,無,有,無,無,有,無,無,無,無,有,無,有,有,無,有,無,無,無,無,無,有,無,無,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,有,有,無,有,有,有,無,有,有
131041,000000000002,東京都新宿区,新宿区立新宿スポーツセンター,シンジュククリツシンジュクスポーツセンター,,新宿スポーツセンター,1110,,,131041,,東京都新宿区大久保3-5-1,東京都,新宿区,大久保,3-5-1,,35.706984,139.705464,階数,5,(03)3232-0171,,,,"X（旧Twitter）: @tss_shinjuku_sc
Instagram:@tss_shinjuku_sc 
LINE:@456ttayw",1690072,,新宿スポーツテック＆サイエンス共同事業体,月火水木金土日,09:00,22:00,休館日：毎月第4月曜日休館日、年末年始（12月29日~1月3日）,個人利用、団体利用、教室事業を展開,可,有,無,有,有,有,有,有,無,有,有,有,有,有,有,無,有,,,,授乳室は多機能更衣室や多機能トイレをご利用いただいております、飲食は一部可、　ボクシング※リングはありません。第一武道場（柔道場）をご利用ください、スケートはインラインスケートに限る、ウエイトリフティング※トレーニング室内にプラットフォーム有、アーチェリーは認定証が必要となります。,無,有,有,有,有,無,有,有,無,無,無,有,有,有,有,有,有,有,無,有,有,無,無,有,無,無,無,有,有,有,有,無,無,有,無,無,無,無,有,有,無,無,無,有,無,"無",無,有,有,無,有,有,無,有,有,無,無,無,有,無,有,有,有,無,有,有
131041,000000000003,東京都新宿区,新宿区立大久保スポーツプラザ,シンジュククリツオオクボスポーツプラザ,,大久保スポーツプラザ,1110,,,131041,,東京都新宿区大久保3-7-42,東京都,新宿区,大久保,3-7-42,,35.706581,139.702101,階数,3,(03)5285-1477,,,https://www.regasu-shinjuku.or.jp/?p=314,,1690072,,公益財団法人新宿未来創造財団,月火水木金土日,09:00,22:00,休館日：毎月第3月曜日(祝日にあたるときは、その翌日)、年末年始（12月29日~1月3日）,,可,有,無,有,有,有,無,有,無,有,有,無,有,有,有,無,有,,,,飲食は一部可、車椅子貸出は要相談、備考欄に授乳室は要相談、,無,有,有,有,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,"無",無,無,有,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無
131041,000000000004,東京都新宿区,新宿区立四谷スポーツスクエア,シンジュククリツヨツヤスポーツスクエア,,四谷スポーツスクエア,1110,,,131041,,東京都新宿区四谷1-6-4,東京都,新宿区,四谷,1-6-4,,35.687979,139.728483,階数,-2,(03)6273-2651,,,https://www.yotsuya-sports-square.jp,,1600004,,東急スポーツシステム株式会社,月火水木金土日,09:00,22:00,休館日：毎月第2月曜日(祝日にあたるときは、その翌日)、年末年始（12月29日~1月3日）、コモレ四谷休館日（7月第3土曜日）,,可,有,無,有,有,有,無,有,無,有,無,有,無,無,有,無,有,,,,車椅子貸出は要相談、備考欄に授乳室は要相談、おむつ替えコーナーは要相談、サッカーは屋内フットサル個人利用、教室,無,有,有,有,無,無,無,有,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,有,無
131041,000000000005,東京都新宿区,新宿区立西戸山公園野球場,シンジュククリツニシトヤマコウエンヤキュウジョウ,,西戸山公園野球場,1103,,,131041,,東京都新宿区百人町4-1,東京都,新宿区,百人町,4-1,,35.707619,139.701004,階数,1,(03)3364-1515,,,https://www.regasu-shinjuku.or.jp/?p=314,,1690073,,公益財団法人新宿未来創造財団,月火水木金土日,,21:00,月により開始時間が変動、休場：年末年始（12月29日~1月3日）,,否,無,無,無,無,無,無,有,無,有,無,無,無,有,無,無,無,,,,ソフトボールは小学生・女性ソフトボールのみ、野球は軟式のみ,無,有,有,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131041,000000000006,東京都新宿区,新宿区立落合中央公園野球場,シンジュククリツオチアイチュウオウコウエンヤキュウジョウ,,落合中央公園野球場,1103,,,131041,,東京都新宿区上落合1-2,東京都,新宿区,上落合,1-2,,35.711953,139.693072,階数,1,(03)3362-9440,,,https://www.regasu-shinjuku.or.jp/?p=314,,1610034,,公益財団法人新宿未来創造財団,月火水木金土日,,,月により開始・終了時間が変動、休場：年末年始（12月29日~1月3日）,,否,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,,,,ソフトボールは小学生・女性ソフトボールのみ、野球は軟式のみ,無,有,有,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
131041,000000000007,東京都新宿区,新宿区立西落合公園少年野球場,シンジュククリツニシオチアイコウエンショウネンヤキュウジョウ,,西落合公園少年野球場,1103,,,131041,,東京都新宿区西落合2-19,東京都,新宿区,西落合,2-19,,35.720016,139.676444,階数,1,(03)3954-3889,,,https://www.regasu-shinjuku.or.jp/?p=314,,1610031,,公益財団法人新宿未来創造財団,月火水木金土日,,,月により開始・終了時間が変動、休場：年末年始（12月29日~1月3日）,,否,無,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,,,,軟式野球は小学生のみ。ソフトボールは小学生・女性ソフトボールのみ、野球は小学生軟式野球のみ,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131041,000000000008,東京都新宿区,新宿区立甘泉園公園庭球場,シンジュククリツカンセンエンコウエンテイキュウジョウ,,甘泉園公園庭球場,1116,,,131041,,東京都新宿区西早稲田3-5,東京都,新宿区,西早稲田,3-5,,35.711963,139.715579,階数,1,(03)3202-7899,,,https://www.regasu-shinjuku.or.jp/?p=314,,1690051,,公益財団法人新宿未来創造財団,月火水木金土日,,,月により開始・終了時間が変動、休場：年末年始（12月29日~1月3日）,,否,無,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,,,,,無,有,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131041,000000000009,東京都新宿区,新宿区立落合中央公園庭球場,シンジュククリツオチアイチュウオウコウエンテイキュウジョウ,,落合中央公園庭球場,1116,,,131041,,東京都新宿区上落合1-2,東京都,新宿区,上落合,1-2,,35.711956,139.693069,階数,1,(03)3362-9440,,,https://www.regasu-shinjuku.or.jp/?p=314,,1610034,,公益財団法人新宿未来創造財団,月火水木金土日,,,月により開始・終了時間が変動、休場：年末年始（12月29日~1月3日）,,否,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,,,,,無,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131041,000000000010,東京都新宿区,新宿区立西落合公園庭球場,シンジュククリツニシオチアイコウエンテイキュウジョウ,,西落合公園庭球場,1116,,,131041,,東京都新宿区西落合2-19,東京都,新宿区,西落合,2-19,,35.720016,139.676444,階数,1,(03)3954-3889,,,https://www.regasu-shinjuku.or.jp/?p=314,,1610031,,公益財団法人新宿未来創造財団,月火水木金土日,,,月により開始・終了時間が変動、休場：年末年始（12月29日~1月3日）,,否,無,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,,,,,無,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
