全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
131041,000000000001,東京都新宿区,2022,04,13508,25547,8596,149,58,144,246,6626,2999,
131041,000000000002,東京都新宿区,2022,05,14172,23673,8587,256,51,182,271,4630,2833,
131041,000000000003,東京都新宿区,2022,06,15289,28248,9415,197,61,185,256,3446,2804,
131041,000000000004,東京都新宿区,2022,07,12785,23924,7922,253,43,173,258,3472,2718,
131041,000000000005,東京都新宿区,2022,08,14564,25289,8438,221,52,214,309,3105,2890,
131041,000000000006,東京都新宿区,2022,09,14189,22840,8919,169,47,204,261,3531,2740,
131041,000000000007,東京都新宿区,2022,10,14467,22979,8322,195,52,212,252,3570,2490,
131041,000000000008,東京都新宿区,2022,11,14339,23474,8615,334,55,177,313,2690,2439,
131041,000000000009,東京都新宿区,2022,12,13351,22483,8378,228,59,176,336,2479,2456,
131041,000000000010,東京都新宿区,2023,01,14586,23143,8344,189,58,157,349,2543,2395,
131041,000000000011,東京都新宿区,2023,02,15114,23095,8725,230,57,162,276,2597,2735,
131041,000000000012,東京都新宿区,2023,03,16765,30592,10174,328,62,175,287,6405,5536,
