"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","公共交通機関が少ない","11","4.5","5.5"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","列車やバスの乗り降りが困難","27","11.0","13.4"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","道路や駅に階段や段差が多い","43","17.6","21.4"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","切符の買い方や乗換の方法がわかりにくい","39","15.9","19.4"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","外出先の建物の設備が不便(通路、トイレ、エレベーターなど)","32","13.1","15.9"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","介助者・支援者が確保できない","44","18.0","21.9"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","外出のお金がかかる","44","18.0","21.9"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","周囲の目が気になる","28","11.4","13.9"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","発作など突然の身体の変化が心配","37","15.1","18.4"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","困ったときにどうすればいいか心配","87","35.5","43.3"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","その他","40","16.3","19.9"
"202003","外出の機会や日中の活動について","Q6. 外出する時に困ることは何ですか。（あてはまるものすべてに○）","無回答","44","18.0",

"港区保健福祉基礎調査（知的障害者）・単純集計表・外出の機会や日中の活動についてQ6","Ver202003",,,,,
