分類/品目/銘柄/単位,2000年9月,2001年7月,2001年8月,2001年9月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ/10kg  (円),5844,5582,5601,5559,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く/10kg  (円),4888,4718,4802,4858,
（穀類）/うるち米/国内産、精米、ブレンド米/10kg  (円),3921,4006,4006,3997,
（穀類）/うるち米/指定標準米、精米/10kg  (円),        -,        -,        -,        -,
（穀類）/うるち米/精米、外国産米100％/10kg  (円),3374,3520,3520,3581,
（穀類）/もち米/国内産、精米/1kg  (円),613,596,598,591,
（穀類）/食パン/普通品/1kg  (円),424,423,424,425,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),83,83,85,84,
（穀類）/ゆでうどん/普通品/1kg  (円),319,321,327,318,
（穀類）/干しうどん/普通品/1kg  (円),502,508,516,510,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),157,157,159,155,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋  (円),280,313,302,292,
（穀類）/即席中華めん/袋入り（95～105g入り）、5食入り/1パック  (円),84,367,362,366,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),265,256,252,254,
（穀類）/小麦粉/薄力粉、1等粉/1kg  (円),195,194,194,193,
（穀類）/もち/包装生もち/1kg  (円),1072,1095,1075,1072,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g  (円),462,439,430,416,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),140,122,146,152,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),122,99,101,98,
（魚介類）/かつお/切り身（刺身用）/100g  (円),166,219,211,233,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g  (円),250,222,263,241,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g  (円),242,224,227,240,
（魚介類）/さば/丸（長さ約25～35cm）/100g  (円),117,133,126,121,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),115,164,198,95,
（魚介類）/たら/まだら、切り身（甘塩）/100g  (円),173,181,185,180,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g  (円),249,281,284,275,
（魚介類）/ぶり/切り身/100g  (円),301,277,289,271,
（魚介類）/いか/するめいか/100g  (円),80,74,86,87,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),218,223,218,222,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),354,327,330,317,
（魚介類）/あさり/殻付き/100g  (円),104,102,99,103,
（魚介類）/かき/まがき、むき身/100g  (円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),198,208,209,199,
（魚介類）/塩さけ/切り身/100g  (円),254,237,238,242,
（魚介類）/たらこ/すけそうだらの子、並/100g  (円),538,673,676,681,
（魚介類）/しらす干し/並/100g  (円),366,380,386,389,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),175,176,177,189,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g  (円),127,122,130,126,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),322,320,324,316,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g  (円),183,179,178,185,
（魚介類）/さつま揚げ/並/100g  (円),103,103,104,102,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),115,113,114,113,
（魚介類）/かまぼこ/小板付き、中/100g  (円),151,151,149,162,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),177,172,170,170,
（魚介類）/いかくん製/リング状、袋入り/100g  (円),368,352,355,360,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),225,222,221,221,
（魚介類）/魚みそ漬/さわら/100g  (円),244,266,267,253,
（魚介類）/あさりつくだ煮/並/100g  (円),362,340,341,352,
（魚介類）/さけ缶詰/水煮、イージーオープン缶（180g入り）/1缶  (円),352,341,335,340,
