分類/品目/銘柄/単位,2000年10月,2001年8月,2001年9月,2001年10月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ/10kg  (円),5649,5601,5559,5576,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く/10kg  (円),4844,4802,4858,4825,
（穀類）/うるち米/国内産、精米、ブレンド米/10kg  (円),3961,4006,3997,3974,
（穀類）/うるち米/指定標準米、精米/10kg  (円),        -,        -,        -,        -,
（穀類）/うるち米/精米、外国産米100％/10kg  (円),3406,3520,3581,3594,
（穀類）/もち米/国内産、精米/1kg  (円),606,598,591,596,
（穀類）/食パン/普通品/1kg  (円),424,424,425,422,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),83,85,84,85,
（穀類）/ゆでうどん/普通品/1kg  (円),319,327,318,323,
（穀類）/干しうどん/普通品/1kg  (円),509,516,510,511,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),157,159,155,156,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋  (円),290,302,292,295,
（穀類）/即席中華めん/袋入り（95～105g入り）、5食入り/1パック  (円),84,362,366,355,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),263,252,254,262,
（穀類）/小麦粉/薄力粉、1等粉/1kg  (円),197,194,193,192,
（穀類）/もち/包装生もち/1kg  (円),1094,1075,1072,1098,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g  (円),465,430,420,395,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),115,146,146,123,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),129,101,96,87,
（魚介類）/かつお/切り身（刺身用）/100g  (円),179,211,220,217,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g  (円),244,263,248,260,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g  (円),244,227,240,233,
（魚介類）/さば/丸（長さ約25～35cm）/100g  (円),121,126,112,111,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),103,198,91,82,
（魚介類）/たら/まだら、切り身（甘塩）/100g  (円),174,185,180,185,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g  (円),246,284,276,271,
（魚介類）/ぶり/切り身/100g  (円),278,289,273,282,
（魚介類）/いか/するめいか/100g  (円),76,86,84,77,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),217,218,222,221,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),345,330,317,322,
（魚介類）/あさり/殻付き/100g  (円),102,99,103,101,
（魚介類）/かき/まがき、むき身/100g  (円),327,        -,        -,298,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),189,209,199,203,
（魚介類）/塩さけ/切り身/100g  (円),252,238,242,239,
（魚介類）/たらこ/すけそうだらの子、並/100g  (円),592,676,681,691,
（魚介類）/しらす干し/並/100g  (円),371,386,389,381,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),179,177,189,188,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g  (円),131,130,126,129,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),329,324,316,319,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g  (円),174,178,185,182,
（魚介類）/さつま揚げ/並/100g  (円),104,104,102,103,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),114,114,113,112,
（魚介類）/かまぼこ/小板付き、中/100g  (円),156,149,162,164,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),177,170,170,170,
（魚介類）/いかくん製/リング状、袋入り/100g  (円),358,355,360,351,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),224,221,221,221,
（魚介類）/魚みそ漬/さわら/100g  (円),255,267,253,229,
（魚介類）/あさりつくだ煮/並/100g  (円),354,341,352,359,
（魚介類）/さけ缶詰/水煮、イージーオープン缶（180g入り）/1缶  (円),332,335,340,331,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、P4号缶（80g入り）/1缶  (円),145,143,149,142,
（肉類）/牛肉/ロース/100g  (円),734,770,779,772,
（肉類）/牛肉/肩肉/100g  (円),390,424,420,416,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),328,334,352,351,
（肉類）/豚肉/ロース/100g  (円),231,230,230,234,
（肉類）/豚肉/肩肉/100g  (円),158,160,157,162,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),115,117,118,118,
（肉類）/羊肉/輸入品、ラム/100g  (円),123,128,128,128,
（肉類）/レバー/豚レバー/100g  (円),98,100,101,100,
（肉類）/ハム/プレスハム、JAS規格品・上級/100g  (円),220,226,226,229,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g  (円),273,284,282,284,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS・上級/100g  (円),192,190,189,186,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g  (円),236,247,252,254,
（乳卵類）/牛乳/瓶詰（200ml）配達、瓶代を除く、月極め/1本  (円),94,97,97,97,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本  (円),209,206,205,204,
（乳卵類）/粉ミルク/調整粉乳、缶入り（980g入り）/1缶  (円),2648,2643,2636,2636,
（乳卵類）/バター/カルトン入り（200g入り）/1箱  (円),319,316,324,325,
（乳卵類）/チーズ/プロセスチーズ、固形（6個、150g入り）/1箱  (円),291,284,289,291,
（乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（125g入り）「ジェラール」/1缶  (円),499,492,508,492,
（乳卵類）/ヨーグルト/プレーンヨーグルトポリ容器（500g又は520g入り）/1個  (円),219,213,211,210,
（乳卵類）/鶏卵/1個約60g/1kg  (円),314,276,301,312,
（野菜・海草）/キャベツ/1kg  (円),158,163,147,194,
（野菜・海草）/ほうれんそう/1kg  (円),905,1091,1075,851,
（野菜・海草）/はくさい/山東菜を除く/1kg  (円),232,238,227,261,
（野菜・海草）/ねぎ/1kg  (円),481,694,636,556,
（野菜・海草）/レタス/玉レタス/1kg  (円),513,456,579,571,
（野菜・海草）/もやし/だいずもやしを除く/100g  (円),17,18,18,18,
