分類/品目/銘柄/単位,2000年8月,2001年6月,2001年7月,2001年8月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ/10kg  (円),5853,5644,5582,5601,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く/10kg  (円),4976,4658,4718,4802,
（穀類）/うるち米/国内産、精米、ブレンド米/10kg  (円),3942,4006,4006,4006,
（穀類）/うるち米/指定標準米、精米/10kg  (円),        -,        -,        -,        -,
（穀類）/うるち米/精米、外国産米100％/10kg  (円),3415,3348,3520,3520,
（穀類）/もち米/国内産、精米/1kg  (円),614,595,596,598,
（穀類）/食パン/普通品/1kg  (円),422,426,423,424,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),84,84,83,85,
（穀類）/ゆでうどん/普通品/1kg  (円),320,325,321,327,
（穀類）/干しうどん/普通品/1kg  (円),505,500,508,516,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),157,159,157,159,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋  (円),312,313,313,302,
（穀類）/即席中華めん/袋入り（95～105g入り）、5食入り/1パック  (円),84,360,367,362,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),260,254,256,252,
（穀類）/小麦粉/薄力粉、1等粉/1kg  (円),190,195,194,194,
（穀類）/もち/包装生もち/1kg  (円),1122,1098,1095,1075,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g  (円),454,423,439,416,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),128,128,122,145,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),80,99,99,100,
（魚介類）/かつお/切り身（刺身用）/100g  (円),182,228,219,198,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g  (円),230,183,222,268,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g  (円),246,226,224,227,
（魚介類）/さば/丸（長さ約25～35cm）/100g  (円),110,126,133,127,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),227,104,164,189,
（魚介類）/たら/まだら、切り身（甘塩）/100g  (円),176,181,181,185,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g  (円),270,264,281,286,
（魚介類）/ぶり/切り身/100g  (円),296,276,277,290,
（魚介類）/いか/するめいか/100g  (円),70,96,74,91,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),219,218,223,218,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),351,334,327,330,
（魚介類）/あさり/殻付き/100g  (円),105,98,102,99,
（魚介類）/かき/まがき、むき身/100g  (円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),199,205,208,209,
（魚介類）/塩さけ/切り身/100g  (円),252,255,237,238,
（魚介類）/たらこ/すけそうだらの子、並/100g  (円),540,650,673,676,
（魚介類）/しらす干し/並/100g  (円),371,375,380,386,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),175,175,176,177,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g  (円),131,121,122,130,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),323,328,320,324,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g  (円),187,178,179,178,
（魚介類）/さつま揚げ/並/100g  (円),104,102,103,104,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),114,113,113,114,
（魚介類）/かまぼこ/小板付き、中/100g  (円),153,151,151,149,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),177,177,172,170,
（魚介類）/いかくん製/リング状、袋入り/100g  (円),361,357,352,355,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),224,219,222,221,
（魚介類）/魚みそ漬/さわら/100g  (円),245,249,266,267,
（魚介類）/あさりつくだ煮/並/100g  (円),373,338,340,341,
（魚介類）/さけ缶詰/水煮、イージーオープン缶（180g入り）/1缶  (円),343,333,341,335,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、P4号缶（80g入り）/1缶  (円),141,140,149,143,
（肉類）/牛肉/ロース/100g  (円),726,769,761,770,
（肉類）/牛肉/肩肉/100g  (円),385,404,427,424,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),339,339,330,334,
（肉類）/豚肉/ロース/100g  (円),229,228,230,230,
（肉類）/豚肉/肩肉/100g  (円),157,160,162,160,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),116,116,116,117,
（肉類）/羊肉/輸入品、ラム/100g  (円),123,129,128,128,
（肉類）/レバー/豚レバー/100g  (円),100,100,100,100,
（肉類）/ハム/プレスハム、JAS規格品・上級/100g  (円),217,240,224,226,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g  (円),275,280,286,284,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS・上級/100g  (円),187,190,187,190,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g  (円),234,243,247,247,
（乳卵類）/牛乳/瓶詰（200ml）配達、瓶代を除く、月極め/1本  (円),94,97,97,97,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本  (円),209,207,207,206,
（乳卵類）/粉ミルク/調整粉乳、缶入り（980g入り）/1缶  (円),2636,2636,2636,2643,
（乳卵類）/バター/カルトン入り（200g入り）/1箱  (円),329,324,320,316,
（乳卵類）/チーズ/プロセスチーズ、固形（6個、150g入り）/1箱  (円),284,280,284,284,
（乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（125g入り）「ジェラール」/1缶  (円),515,508,508,492,
（乳卵類）/ヨーグルト/プレーンヨーグルトポリ容器（500g又は520g入り）/1個  (円),221,218,212,213,
（乳卵類）/鶏卵/1個約60g/1kg  (円),277,270,271,276,
（野菜・海草）/キャベツ/1kg  (円),145,132,172,166,
（野菜・海草）/ほうれんそう/1kg  (円),1125,758,933,1118,
（野菜・海草）/はくさい/山東菜を除く/1kg  (円),200,213,203,241,
（野菜・海草）/ねぎ/1kg  (円),477,611,572,711,
（野菜・海草）/レタス/玉レタス/1kg  (円),493,372,375,516,
（野菜・海草）/もやし/だいずもやしを除く/100g  (円),17,18,18,18,
（野菜・海草）/ブロッコリー/1kg  (円),683,596,705,730,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g  (円),172,162,168,162,
（野菜・海草）/かんしょ/１kg  (円),615,480,572,552,
（野菜・海草）/ばれいしょ/１kg  (円),278,302,311,317,
（野菜・海草）/さといも/こいも、土付き/１kg  (円),673,785,691,542,
（野菜・海草）/だいこん/１kg  (円),183,151,146,193,
（野菜・海草）/にんじん/１kg  (円),330,340,309,420,
（野菜・海草）/ごぼう/１kg  (円),680,709,701,724,
（野菜・海草）/たまねぎ/１kg  (円),168,202,196,211,
（野菜・海草）/かぶ/１kg  (円),        -,300,        -,        -,
（野菜・海草）/れんこん/１kg  (円),1252,1555,1680,1273,
（野菜・海草）/ながいも/１kg  (円),617,592,640,696,
（野菜・海草）/えだまめ/１００g  (円),106,155,120,121,
（野菜・海草）/さやえんどう/１００ｇ  (円),289,177,232,333,
（野菜・海草）/さやいんげん/１００ｇ  (円),162,166,147,194,
（野菜・海草）/かぼちゃ/１kg  (円),341,401,390,373,
（野菜・海草）/きゅうり/１kg  (円),421,454,411,544,
（野菜・海草）/なす/１kg  (円),420,593,456,447,
（野菜・海草）/トマト/１kg  (円),540,502,526,589,
（野菜・海草）/ピーマン/１００ｇ  (円),55,57,61,81,
（野菜・海草）/生しいたけ/１００ｇ  (円),216,197,189,214,
（野菜・海草）/えのきだけ/１００ｇ  (円),57,58,59,60,
（野菜・海草）/しめじ/ぶなしめじ/１００ｇ  (円),74,79,74,73,
（野菜・海草）/あずき/大粒/１００ｇ  (円),161,162,160,160,
（野菜・海草）/だいず/黄白豆/１００ｇ  (円),118,118,118,118,
（野菜・海草）/干ししいたけ/薄葉、並/１００ｇ  (円),1241,1258,1195,1195,
（野菜・海草）/のり/焼きのり、中、１帖（１０枚入り）/１帖  (円),446,445,446,450,
（野菜・海草）/わかめ/養殖もの、塩蔵わかめ（湯通しもの）、並/１００ｇ  (円),157,149,153,151,
（野菜・海草）/こんぶ/とろろこんぶ、並/１００ｇ  (円),558,563,565,563,
（野菜・海草）/豆腐/絹ごしを除く/１００ｇ  (円),33,34,33,33,
（野菜・海草）/油揚げ/薄揚げ/１００ｇ  (円),153,155,156,158,
（野菜・海草）/納豆/糸ひき納豆/１００ｇ  (円),98,105,106,107,
（野菜・海草）/こんにゃく/板こんにゃく/１００ｇ  (円),50,50,51,51,
（野菜・海草）/梅干し/中粒、並/１００ｇ  (円),221,230,236,230,
（野菜・海草）/たくあん漬/本漬、中/１００ｇ  (円),100,101,100,99,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/１００ｇ  (円),98,96,96,96,
（野菜・海草）/こんぶつくだ煮/並/１００ｇ  (円),211,210,210,214,
（野菜・海草）/はくさい漬/塩漬/１００ｇ  (円),82,81,77,78,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/１００ｇ  (円),133,128,127,131,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量４３５ｇ/１缶  (円),185,183,190,186,
 （果物）/りんご/ジョナゴールド、１個２６０～３５０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/りんご/ふじ、１個２６０～３５０ｇ/１kg  (円),        -,631,        -,        -,
 （果物）/みかん/１個１００～１２０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/なつみかん/甘なつみかん、１個３７０～４７０ｇ/１kg  (円),        -,405,        -,        -,
 （果物）/レモン/１個１１０～１６０ｇ/１kg  (円),568,493,589,676,
 （果物）/グレープフルーツ/１個３７０～４３０ｇ/１kg  (円),322,355,346,376,
 （果物）/オレンジ/輸入品１個１８０～２４０ｇ/１kg  (円),365,374,372,401,
 （果物）/いよかん/１個２００～３００ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/なし/幸水又は豊水、１個３００～３５０ｇ/１kg  (円),686,        -,        -,653,
 （果物）/ぶどう/デラウェア/１kg  (円),1027,1841,1379,970,
 （果物）/ぶどう/巨峰/１kg  (円),1489,        -,1850,1260,
 （果物）/かき/１個１９０～２６０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/もも/１個２００～２５０ｇ/１kg  (円),825,        -,1032,760,
 （果物）/すいか/１kg  (円),286,334,302,276,
 （果物）/メロン/プリンス１個４５０～６５０ｇ/１kg  (円),        -,600,580,        -,
 （果物）/メロン/アンデス１個８００～１２００ｇ/１kg  (円),485,497,502,527,
 （果物）/いちご/１００ｇ  (円),        -,        -,        -,        -,
 （果物）/さくらんぼ/国内産/１００g  (円),        -,383,266,        -,
 （果物）/バナナ/１kg  (円),219,242,243,245,
 （果物）/キウイフルーツ/１個１００～１３０ｇ/１kg  (円),619,672,716,708,
 （果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量４２５ｇ入り/１缶  (円),201,121,122,127,
 （果物）/パイナップル缶詰/スライス、３号缶（５６５ｇ又は５６７ｇ入り）、輸入品を除く/１缶  (円),192,179,187,188,
 （果物）/もも缶詰/黄桃、内容総量４１０～４２５ｇ入り、普通品/１缶  (円),161,150,161,150,
 （油脂・調味料）/食用油/サラダ油（食用調合油）、ポリ容器入り（１５００ｇ入り）/１本  (円),479,482,470,482,
 （油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（４５０ｇ入り）/１箱  (円),268,267,264,262,
 （油脂・調味料）/食塩/家庭用、袋入り（１kg入り）、食塩/１袋  (円),112,112,112,112,
 （油脂・調味料）/しょう油/濃口、特級、ＪＡＳ規格品、ポリ容器入り（１L入り）/１本  (円),307,310,308,302,
 （油脂・調味料）/みそ/並、袋入り（１kg入り）/１袋  (円),317,306,336,303,
 （油脂・調味料）/砂糖/上白、袋入り（１kg入り）/１袋  (円),207,201,203,204,
 （油脂・調味料）/酢/瓶詰（５００ml入り）、「ミツカン酢（黒マーク）」/１本  (円),151,151,143,151,
 （油脂・調味料）/ソース/中濃ソース、特級、ポリ容器入り（５００ml入り）/１本  (円),291,291,277,285,
 （油脂・調味料）/トマトケチャップ/ポリ容器（５００ｇ入り）、「カゴメケチャップ」又は「デルモンテケチャップ」/１本  (円),286,289,289,295,
 （油脂・調味料）/マヨネーズ/ポリ容器入り（５００ｇ入り）/１本  (円),293,307,289,304,
 （油脂・調味料）/ジャム/いちごジャムプレザーブスタイル、瓶詰（１７０ｇ入り）/１瓶  (円),222,225,223,222,
 （油脂・調味料）/うま味調味料/「味の素、青袋（１２０ｇ入り）」/１袋  (円),298,295,293,296,
 （油脂・調味料）/即席カレー/固形、２４０～２５０ｇ/１箱  (円),251,249,246,243,
