"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","バスや電車、車を使って外出すること","216","10.4","11.5"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","通院・薬とり","182","8.8","9.7"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","食事の準備","201","9.7","10.7"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","掃除や洗濯","251","12.1","13.3"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","ごみの分別やごみ出し","136","6.6","7.2"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","銀行や郵便局での手続き","158","7.6","8.4"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","区役所等での手続き","184","8.9","9.8"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","金銭管理や財産保全に関すること","119","5.8","6.3"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","生活に必要な情報を得ること","110","5.3","5.8"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","買い物","209","10.1","11.1"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","家族や親族の介護","89","4.3","4.7"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","その他","79","3.8","4.2"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","とくに困っていることはない","1209","58.4","64.1"
"202003","友人・親族等との関わりについて","Q30-2. 現在、日常生活でお困りのことはありますか。（あてはまるものすべてに○）","無回答","184","8.9",

"港区保健福祉基礎調査（高齢者）・単純集計表・友人親族等との関わりについてQ30-2","Ver202003",,,,,
