"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","全体",,"558","48","150","95","45","210","10"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性（計）","231","21","60","33","25","86","6"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性 18～29歳","13","2","4","2","0","5","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性 30～39歳","38","1","6","6","6","18","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性 40～49歳","50","9","13","7","6","14","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性 50～59歳","47","2","15","2","7","18","3"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性 60～69歳","42","4","13","10","3","12","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性 70歳以上","40","3","9","6","2","19","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","男性 無回答","1","0","0","0","1","0","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性（計）","313","27","87","60","19","118","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性 18～29歳","26","3","4","5","0","14","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性 30～39歳","49","5","19","11","3","10","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性 40～49歳","78","7","21","17","8","25","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性 50～59歳","62","6","14","13","4","25","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性 60～69歳","56","5","20","5","2","23","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性 70歳以上","42","1","9","9","2","21","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","性・年代別","無回答","14","0","3","2","1","6","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","自営業主・家族従業","86","6","24","13","9","32","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","会社員・団体職員・公務員","243","22","68","38","22","88","5"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","アルバイト・パートタイマー","35","3","11","8","3","10","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","家事専業","55","6","17","10","2","20","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","学生","13","2","3","4","0","4","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","無職","81","7","18","14","4","37","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","その他","31","1","6","6","4","14","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","職業別","無回答","14","1","3","2","1","5","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","居住地区別","芝地区","86","5","25","12","7","37","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","居住地区別","麻布地区","87","9","14","19","9","34","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","居住地区別","赤坂地区","81","9","24","12","6","28","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","居住地区別","高輪地区","146","14","47","25","6","52","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","居住地区別","芝浦港南地区","139","10","38","25","14","50","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","居住地区別","無回答","19","1","2","2","3","9","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","持家（一戸建）","64","8","23","8","6","18","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","持家（マンション）","267","27","71","52","24","88","5"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","借家（一戸建）","9","0","1","0","2","6","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","民間の賃貸マンション・アパート","151","8","39","21","10","72","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","都営住宅・区営住宅・区立住宅","26","1","10","4","2","9","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","1","2","3","0","5","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","社宅・公務員宿舎","10","2","0","3","0","4","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","2","0","0","2","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","その他","5","1","1","2","0","1","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","住居形態別","無回答","11","0","1","2","1","5","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","定住意向別","ずっと住み続けていたい","279","31","79","48","21","96","4"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","定住意向別","当分は住んでいたい","203","15","52","40","13","80","3"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","2","12","5","5","19","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","1","0","1","3","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","定住意向別","近いうちに区外に転居する予定である","13","0","4","0","0","9","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","定住意向別","わからない","10","0","2","1","5","2","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策５）明日の港区を支える子どもたちを育む","政策(16)子どもの個性、地域の特性を生かす学校教育を実施する","定住意向別","無回答","3","0","0","1","0","1","1"

"第33回港区民世論調査クロス集計表・区基本計画Q12-16","Ver202203",,,,,,,,,,,,
