"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","自分や家族の就職・転職・転勤のため[人]","商売が不振のため[人]","地代・家賃の負担が大きいため[人]","固定資産税・相続税の負担が大きいため[人]","住宅が狭いため[人]","日照・騒音などの環境が悪いため[人]","治安上安心して暮らせないため[人]","商店がないなど日常生活の便が悪いため[人]","地域のコミュニティが希薄で住みにくい[人]","子どもの教育環境が悪いため[人]","立ち退きを迫られているため[人]","結婚など家族関係の変化のため[人]","その他[人]"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","全体",,"53","8","0","21","8","15","10","0","12","4","7","0","3","9"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性（計）","18","3","0","5","5","4","5","0","5","3","2","0","2","3"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 18～29歳","1","0","0","1","0","0","0","0","0","0","0","0","1","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 30～39歳","2","0","0","1","1","1","1","0","1","0","1","0","1","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 40～49歳","4","0","0","2","0","3","1","0","0","0","0","0","0","1"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 50～59歳","4","3","0","0","1","0","1","0","1","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 60～69歳","5","0","0","0","1","0","1","0","2","1","1","0","0","2"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 70歳以上","2","0","0","1","2","0","1","0","1","2","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202003","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性（計）","35","5","0","16","3","11","5","0","7","1","5","0","1","6"
