"最終更新日","ページタイトル","分類","第1分類","第2分類","ファイルパス","地区","紹介文","所在地","連絡先","開館時間","休業日","施設の概要","受付時間","電車","バス","駐車場","駐輪場","画像1","画像キャプション1","画像2","画像キャプション2","画像3","画像キャプション3","画像4","画像キャプション4","画像5","画像キャプション5","緯度","経度",""
"2023-05-16 16:38:44","国際交流スペース","009019000000","区民協働施設","","https://www.city.minato.tokyo.jp/shisetsu/kankekikan/kankekikan/01.html","赤坂地区","国際交流に関する情報発信や日本人との相互交流を推進するための拠点として、国際交流スペースを設置しています。グループ活動や地域交流の場として利用できる集会室があります。国際交流を目的とする活動が優先になりますが、その他の活動でも利用できます。
集会室を利用する場合は、団体登録が必要となります。
※詳しくは、下記関連リンク「・国際交流スペース」を参照してください。","港区北青山一丁目6番3号　都営北青山一丁目アパート3号棟地下1階","電話：03-3796-3309","月曜から金曜：午前9時から正午、午後1時から午後8時
土曜：午前9時から正午、午後1時から午後5時","日曜、祝日、年末年始（12月29日から1月3日）、臨時休業日","開館日：月曜から金曜：午前9時から正午、午後1時から午後8時　　土曜：午前9時から正午、午後1時から午後5時
休館日：日曜、祝日、年末年始（12月29日から1月3日）、臨時休業日","","","","","","https://www.city.minato.tokyo.jp/shisetsu/kankekikan/kankekikan/images/kokusaikouryu.png","","","","","","","","","","35.674579","139.721404",""
"2023-05-16 16:39:15","芝の家","009019000000","区民協働施設","","https://www.city.minato.tokyo.jp/shisetsu/sonota/sonota/01.html","芝地区","「芝の家」は、子どもから高齢者まで安心して暮らすことができる地域づくりをめざし、昭和30年代にあったような人と人とのつながり・支えあいを再生することを目的とした施設です。","港区芝三丁目26番8号","電話・ファックス：03-3453-0474","火曜・木曜　午前11時から午後4時  
水曜・金曜・土曜　正午から午後5時","","","","JR田町駅、都営三田駅から徒歩10分","港区コミュニティバス（ちぃばす）田町ルート07芝三丁目、26芝三丁目西から徒歩3分","駐車場なし","","https://www.city.minato.tokyo.jp/shisetsu/sonota/sonota/images/shiba01.jpg","","","","","","","","","","35.651372","139.746479",""
"2024-07-02 15:53:30","芝区民協働スペース（芝コミュニティはうす）","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space01.html","芝地区","","港区芝五丁目13番15号　芝三田森ビル2階","","開館時間は午前9時～午後9時です。","12月29日～1月3日","■会議室内容
会議室1　50人
会議室2　40人","","","","","","","","","","","","","","","","35.649283","139.744917",""
"2024-07-02 15:55:45","新橋区民協働スペース","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space02.html","芝地区","","港区新橋六丁目4番2号　きらきらプラザ新橋1階・4階","","9時00分～20時00分","12月29日～1月3日","■会議室内容
会議スペース1　30人
会議スペース2　27人
会議スペース3　18人

■その他の設備等
ロビースペース","","","","","","","","","","","","","","","","35.662340","139.754007",""
"2024-07-02 15:56:46","芝公園区民協働スペース","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space03.html","芝地区","","港区芝公園ニ丁目7番3号　芝公園保育園3階","","9時00分～20時00分","12月29日～1月3日","■会議室内容
会議室1　30人
会議室2　30人

■その他の設備等
ロビースペース","","","","","","","","","","","","","","","","35.654170","139.750599",""
"2024-07-02 16:05:51","愛宕区民協働スペース","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space04.html","芝地区","","港区虎ノ門三丁目19番15号　ザ･パークハウス愛宕虎ノ門1階","","開館時間は午前9時～午後9時です。","12月29日～1月3日","■会議室内容
集会室　34人","","","","","","","","","","","","","","","","35.663343","139.747011",""
"2024-07-02 16:07:46","東麻布区民協働スペース","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space05.html","麻布地区","","港区東麻布ニ丁目1番1号　東麻布二丁目複合施設3階","","火曜日・木曜日・土曜日・日曜日
開館時間は午前9時～午後9時です。","月曜日・水曜日・金曜日及び12月29日～1月3日","■会議室内容
協働スペース1　63人
協働スペース2　18人
協働スペース3　18人
協働スペース4　36人

■その他の設備等
ロビースペース
給湯室","","","","","","","","","","","","","","","","35.658217","139.742558",""
"2024-07-02 16:08:27","麻布区民協働スペース","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space06.html","麻布地区","","港区六本木五丁目16番46号　麻布保育園3階","","月曜日～金曜日
開館時間は午前9時～午後9時です。

土曜日・日曜日、祝日　9時00分～17時00分","12月29日～1月3日","■会議室内容
協働スペース1　24人
協働スペース2　24人
協働スペース3　24人

■その他の設備等
給湯室
機器：印刷機（麻布地区総合支所内に設置、管理課執務時間のみ）","","","","","","","","","","","","","","","","35.66126125908505","139.73503726256826",""
"2024-07-02 16:26:28","六本木区民協働スペース","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space07.html","麻布地区","","港区六本木六丁目5番19号　シティハイツ六本木　公共施設棟1階","","月曜日～金曜日
開館時間は午前9時～午後9時です。

土曜日・日曜日、祝日　9時00分～17時00分","12月29日～1月3日","■会議室内容
協働スペース1　18人
協働スペース2　24人

■その他の設備等
給湯室","","","","","","","","","","","","","","","","35.660958","139.730769",""
"2024-07-03 15:23:42","赤坂区民協働スペース","009019001000","区民協働施設","区民協働スペース","https://www.city.minato.tokyo.jp/shisetsu/kyoudou/space08.html","赤坂地区","","港区赤坂四丁目18番13号　赤坂地区総合支所2階","","月曜日～金曜日　9時00分～17時00分
12時00分～13時00分を除く","土曜日・日曜日・祝日
12月29日～1月3日","■会議室内容
集会スペース　6人

■その他の設備等
機器：コピー機、印刷機","","","","","","","","","","","","","","","","35.674714","139.731800",""
