全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,ボブスレー・リュージュ・スケル,野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132187,AA0000000001,東京都福生市,福東テニスコート,フクトウテニスコート,,,1116,,,132187,,"東京都福生市熊川1608 ",東京都,福生市,熊川,1608,,,,,,(042)553-2273,,,,,,8000020132187,福生市,月火水木金土日,09:00,16:30,終了時間は時期により異なります。18:00終了になる場合もあり,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001666.html,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132187,AA0000000002,東京都福生市,福東グランド,フクトウグランド,,,1106,,,132187,,東京都福生市熊川1608,東京都,福生市,熊川,1608,,,,,,(042)552-5511,,,,,,8000020132187,福生市,月火水木金土日,08:30,16:30,終了時間は時期により異なります。18:00終了になる場合もあり,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001667.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132187,AA0000000003,東京都福生市,福東球技場,フクトウキュウギジョウ,,,1104,,,132187,,東京都福生市熊川1608,東京都,福生市,熊川,1608,,,,,,(042)552-5511,,,,,,8000020132187,福生市,月火水木金土日,08:30,16:30,終了時間は時期により異なります。18:00終了になる場合もあり,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001668.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132187,AA0000000004,東京都福生市,熊川地域体育館,クマガワチイキタイイクカン,,,1110,,,132187,,東京都福生市熊川380-7,東京都,福生市,熊川,380-7,,,,,,(042)552-1980,,,,,,8000020132187,福生市,月火水木金土日,09:00,21:45,最終入場は21:00までとなります。毎月第二月曜日（第二月曜日が祝祭日の場合は、翌火曜日）・年末年始（12月29日～1月3日）は休館日です。バスケット・バレーボールは近隣への騒音・振動の為、午後７時までのご利用となります。,,,,,,,,,,,,,,,,,,,https://fussa-kumagawa.com/,,,,,有,有,,有,無,無,無,無,有,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,有,有,無,有,無
132187,AA0000000005,東京都福生市,南公園テニスコート,ミナミコウエンテニスコート,,,1116,,,132187,,"東京都福生市南田園一丁目1-1 ",東京都,福生市,南田園,2001/1/1,,,,,,(042)530-4418,,,,,,8000020132187,福生市,月火水木金土日,09:00,16:30,終了時間は時期により異なります。18:00終了になる場合もあり,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001670.html,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132187,AA0000000006,東京都福生市,南公園グランド,ミナミコウエングランド,,,1106,,,132187,,"東京都福生市南田園一丁目1-1 ",東京都,福生市,南田園,2001/1/1,,,,,,(042)552-5511,,,,,,8000020132187,福生市,月火水木金土日,08:30,16:30,終了時間は時期により異なります。18:00終了になる場合もあり,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001671.html,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132187,AA0000000007,東京都福生市,多摩川中央公園グランド,タマガワチュウオウコウエエングランド,,,1104,,,132187,,東京都福生市北田園一丁目先,東京都,福生市,北田園,,,,,,,(042)552-5511,,,,,,8000020132187,福生市,月火水木金土日,08:30,16:30,終了時間は時期により異なります。18:00終了になる場合もあり,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001672.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132187,AA0000000008,東京都福生市,福生野球場,フッサヤキュウジョウ,,,1104,,,132187,,"東京都福生市牛浜162 ",東京都,福生市,牛浜,162,,,,,,(042)552-5511,,,,,,8000020132187,福生市,月火水木金土日,08:30,21:30,,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001673.html,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132187,AA0000000009,東京都福生市,中央体育館,チュウオウタイイクカン,,,1110,,,132187,,東京都福生市北田園二丁目9-1,東京都,福生市,北田園,2002/9/1,,,,,,(042)552-5511,,,,,,8000020132187,福生市,火水木金土日,09:00,22:00,,,,,,,,,,,,,,,,,,,,https://www.city.fussa.tokyo.jp/map/sports/1001674.html,,,,,,,,,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,有,無,無,有,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有
132187,AA0000000010,東京都福生市,福生市営プール,フッサシエイプール,,,1107,,,132187,,東京都福生市北田園2-8-4,東京都,福生市,北田園,2002/8/4,,,,,,(042)552-0398,,,,,,8000020132187,福生市,月火水木金土日,09:00,18:00,開場期間は7月の第2日曜日から9月の第1土曜日までとなります。最終入場は午後5時までとなります。プール開場期間以外（換水清掃時除く）は、水泳以外の目的（カヌー、撮影、フライフィッシング練習等）でご利用いただけます。,,,,,,,,,,,,,,,,,,,https://fussa-pool.info/,,,,,有,,,,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
