"年月[西暦]","調査項目","設問","項目","選択肢","回答数[人]","構成比[%]"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","区民第一の考え方をしている","そう思う","56","8.5"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","区民第一の考え方をしている","まあそう思う","187","28.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","区民第一の考え方をしている","どちらともいえない","284","43.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","区民第一の考え方をしている","あまり思わない","68","10.3"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","区民第一の考え方をしている","全く思わない","30","4.6"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","区民第一の考え方をしている","無回答","33","5.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","信頼できる","そう思う","97","14.7"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","信頼できる","まあそう思う","261","39.7"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","信頼できる","どちらともいえない","212","32.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","信頼できる","あまり思わない","44","6.7"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","信頼できる","全く思わない","19","2.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","信頼できる","無回答","25","3.8"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","仕事に意欲的である","そう思う","65","9.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","仕事に意欲的である","まあそう思う","216","32.8"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","仕事に意欲的である","どちらともいえない","263","40.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","仕事に意欲的である","あまり思わない","55","8.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","仕事に意欲的である","全く思わない","29","4.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","仕事に意欲的である","無回答","30","4.6"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","応対が親切である","そう思う","148","22.5"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","応対が親切である","まあそう思う","271","41.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","応対が親切である","どちらともいえない","152","23.1"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","応対が親切である","あまり思わない","47","7.1"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","応対が親切である","全く思わない","13","2.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","応対が親切である","無回答","27","4.1"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","危機管理意識がある","そう思う","38","5.8"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","危機管理意識がある","まあそう思う","128","19.5"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","危機管理意識がある","どちらともいえない","350","53.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","危機管理意識がある","あまり思わない","75","11.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","危機管理意識がある","全く思わない","35","5.3"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","危機管理意識がある","無回答","32","4.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","コスト意識がある","そう思う","26","4.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","コスト意識がある","まあそう思う","99","15.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","コスト意識がある","どちらともいえない","355","54.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","コスト意識がある","あまり思わない","90","13.7"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","コスト意識がある","全く思わない","54","8.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","コスト意識がある","無回答","34","5.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","先見性がある","そう思う","29","4.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","先見性がある","まあそう思う","91","13.8"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","先見性がある","どちらともいえない","375","57.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","先見性がある","あまり思わない","89","13.5"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","先見性がある","全く思わない","39","5.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","先見性がある","無回答","35","5.3"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","創造性がある","そう思う","24","3.6"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","創造性がある","まあそう思う","95","14.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","創造性がある","どちらともいえない","361","54.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","創造性がある","あまり思わない","104","15.8"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","創造性がある","全く思わない","38","5.8"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","創造性がある","無回答","36","5.5"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","責任感がある","そう思う","72","10.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","責任感がある","まあそう思う","232","35.3"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","責任感がある","どちらともいえない","241","36.6"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","責任感がある","あまり思わない","54","8.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","責任感がある","全く思わない","27","4.1"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","責任感がある","無回答","32","4.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","説明能力がある","そう思う","74","11.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","説明能力がある","まあそう思う","250","38.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","説明能力がある","どちらともいえない","220","33.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","説明能力がある","あまり思わない","59","9.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","説明能力がある","全く思わない","23","3.5"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","説明能力がある","無回答","32","4.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","専門的な知識がある","そう思う","74","11.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","専門的な知識がある","まあそう思う","223","33.9"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","専門的な知識がある","どちらともいえない","238","36.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","専門的な知識がある","あまり思わない","62","9.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","専門的な知識がある","全く思わない","28","4.3"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","専門的な知識がある","無回答","33","5.0"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","情報発信力がある","そう思う","42","6.4"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","情報発信力がある","まあそう思う","136","20.7"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","情報発信力がある","どちらともいえない","323","49.1"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","情報発信力がある","あまり思わない","87","13.2"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","情報発信力がある","全く思わない","37","5.6"
"202003","港区の職員に対する印象","Q29. 港区の職員 に対する 印象について 、 あなたはどのように感じていますか。以下の項目について、あなたのお考えに近いものをお答えください。","情報発信力がある","無回答","33","5.0"

"第32回港区民世論調査単純集計表・港区の職員に対する印象Q29","Ver202003",,,,,
