市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
132217,,東京都,清瀬市,不動明王立像,フドウミョウオウリツゾウ,,,市指定有形文化財,美術工芸品,日枝神社,東京都清瀬市中清戸2-616,,35.780059,139.526253,042-493-5211,,1,体,,日枝神社,1979/4/6,非公開,,,,,,仏像,,室町時代の作と伝えられる、日枝神社の別当寺の本尊であったと伝えられる,,,
132217,,東京都,清瀬市,三猿の石灯篭,サンエンノイシドウロウ,,,市指定有形文化財,美術工芸品,日枝神社,東京都清瀬市中清戸2-616,,35.780059,139.526253,042-493-5211,,1,体,,日枝神社,1986/1/14,常時,,,見学は外観のみ,,,石造りの灯篭,,寛文四年と宝永７年に建てられた石灯籠、竿に刻まれた銘文には天正７年中嶋筑後守により開かれたとあり、清戸開発の大きな手がかりにとなる。,,,
132217,,東京都,清瀬市,薬師如来立像,ヤクシニョライリツゾウ,,,市指定有形文化財,美術工芸品,長命寺,東京都清瀬市下清戸2-470,,35.783767,139.535091,042-491-0013,,1,体,,長命寺,1979/4/6,非公開,,,,,,仏像,,新田家代々の持仏と伝えられる像。室町時代の作と伝えられる。,,,
132217,,東京都,清瀬市,観世音菩薩立像(本尊）,カンゼオンボサツリツゾウ（ホンゾン）,,,市指定有形文化財,美術工芸品,円通寺,東京都清瀬市下宿2-521,,35.797568,139.534432,042-491-0652,,1,体,,円通寺,1979/4/6,非公開,,,,,,仏像,,江戸時代の作の仏像。胎内札から正保３年に彫られ、嘉永年間に補修されたことが判明した,,,
132217,,東京都,清瀬市,観世音菩薩立像（前立）,カンゼオンボサツリツゾウ（マエダチ）,,,市指定有形文化財,美術工芸品,円通寺,東京都清瀬市下宿2-521,,35.797568,139.534432,042-491-0652,,1,体,,円通寺,1981/10/1,非公開,,,,,,仏像,,室町以前の作と思われる仏像で、寺伝では新田義助が鎌倉から奉持したものといわれている。,,,
132217,,東京都,清瀬市,薬師如来坐像,ヤクシニョライザゾウ,,,市指定有形文化財,美術工芸品,円福寺,東京都清瀬市野塩3-51,,35.777509,139.506768,042-491-0753,,1,体,,円福寺,1981/10/1,非公開,,,,,,仏像,,光背を含めると２ｍを超える坐像で、由来記によれば定朝作と伝えられる。初期の技法を残すのは台座の一部分で、江戸時代に中期に修理が行われている。,,,
132217,,東京都,清瀬市,日光菩薩立像,ニッコウボサツリツゾウ,,,市指定有形文化財,美術工芸品,円福寺,東京都清瀬市野塩3-51,,35.777509,139.506768,042-491-0753,,1,体,,円福寺,1981/10/1,非公開,,,,,,仏像,,薬師如来像と同様に定朝作と伝えられているが、江戸時代に大規模な修理が行われている。,,,
132217,,東京都,清瀬市,月光菩薩立像,ゲッコウボサツリツゾウ,,,市指定有形文化財,美術工芸品,円福寺,東京都清瀬市野塩3-51,,35.777509,139.506768,042-491-0753,,1,体,,円福寺,1981/10/1,非公開,,,,,,仏像,,薬師如来像と同様に定朝作と伝えられているが、江戸時代に大規模な修理が行われている。,,,
132217,,東京都,清瀬市,十二神将,ジュウニシンショウ,,,市指定有形文化財,美術工芸品,円福寺,東京都清瀬市野塩3-51,,35.777509,139.506768,042-491-0753,,1,体,,円福寺,1979/4/6,非公開,,,,,,仏像,,薬師如来の従者で、頭に干支の動物をつけている。一部を除いて室町時代の技法を伝え、動きのある力強い仏像である。,,,
132217,,東京都,清瀬市,日枝神社本殿,ヒエジンジャホンデン,,,市指定有形文化財,建造物,日枝神社,東京都清瀬市中清戸2-616,,35.780059,139.526253,042-493-5211,,1,棟,,日枝神社,1986/1/14,常時,,,見学は外観のみ,,,神社,,江戸時代中期の特徴を示しており、和様を主として軒を扇垂木にするなど禅宗様式を取り入れている。土台の石組みは上清戸村で寄進、宝永５年の銘を刻んでいる。,,,
