都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考,最終確認日
131105,0000000001,東京都,目黒区,池尻大橋,イケジリオオハシ,Ikejiri-ohashi,東京都目黒区大橋1-12-13,,35.651403,139.686405,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,大橋バス停付近,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000002,東京都,目黒区,学芸大学駅前,ガクゲイダイガクエキマエニシグチ,Gakugeidaigaku Station front,東京都目黒区鷹番3-6-1,,35.629108,139.685463,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000003,東京都,目黒区,自由が丘駅前,ジユウガオカエキマエ,Jiyugaoka Station front,東京都目黒区自由が丘1-30-1,,35.607583,139.668505,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000004,東京都,目黒区,旧前田家本邸（和館）,キュウマエダケホンテイ（ワカン）,Old Maeda family main residence （Japanese-style House .）,東京都目黒区駒場4-3-55,,35.662344,139.680753,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,館内,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000005,東京都,目黒区,目黒区美術館,メグロクビジュツカン,"Meguro Museum of Art, Tokyo",東京都目黒区目黒2-4-36,,35.634868,139.707696,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,館内,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000006,東京都,目黒区,目黒区総合庁舎,メグロクソウゴウチョウシャ,Meguro City Office Complex,東京都目黒区上目黒2-19-15,,35.641612,139.698392,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,1階西口ホール・3階エントランスホール,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000007,東京都,目黒区,めぐろ観光まちづくり協会,メグロカンコウマチヅクリキョウカイ,Meguro Tourizum Association,東京都目黒区上目黒2-1-3,,35.643291,139.698767,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,協会周辺,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000008,東京都,目黒区,中目黒駅前,ナカメグロエキマエ,Nakameguro Station front,東京都目黒区上目黒3-4-1,,35.644203,139.698871,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000009,東京都,目黒区,都立大学駅前,トリツダイガクエキマエ,Toritsudaigaku Station front,東京都目黒区中根1-5-1,,35.617506,139.676137,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000010,東京都,目黒区,祐天寺駅前,ユウテンジエキマエ,Yutenji Station front,東京都祐天寺2-14,,35.637482,139.691415,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000011,東京都,目黒区,大岡山駅前,オオオカヤマエキマエ,Ookayama Station front,東京都大岡山2-12-1,,35.606983,139.685006,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000012,東京都,目黒区,駒場東大駅前,コマバトウダイエキマエ,Komaba Todaimae Station front,東京都目黒区駒場3-9,,35.659041,139.68285,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000013,東京都,目黒区,緑が丘駅前,ミドリガオカエキマエ,Midorigaoka Station front,東京都目黒区緑が丘3-2-2,,35.606444,139.67895,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000014,東京都,目黒区,洗足駅前,センゾクエキマエ,Senzoku Station front,東京都目黒区洗足2-21-1,,35.610276,139.694212,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,駅前,https://home.meguro.kokosil.net,,2021/3/31
131105,0000000015,東京都,目黒区,東京音楽大学前,トウキョウオンガクダイガクマエ,In front of Tokyo College of Music,東京都目黒区上目黒1-9-1,,35.646597,139.699557,目黒区,03-3715-1111,,0000Meguro_Free_Wi-Fi,大学公開通路付近,https://home.meguro.kokosil.net,,2021/3/31
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
