"年度[西暦]","款","当初予算 金額[千円]","当初予算 構成比[%]","最終補正後 金額[千円]","最終補正後 構成比[%]"
"2019","総務費","678688","2.8","678688","2.8"
"2019","保険給付費","13672998","56.3","13662309","56.3"
"2019","国民健康保険事業費納付金","9567907","39.4","9418664","38.8"
"2019","共同事業拠出金","1","0.0","1","0.0"
"2019","保健事業費","182802","0.8","182802","0.8"
"2019","諸支出金","92726","0.4","227440","0.9"
"2019","予備費","100000","0.4","100000","0.4"
"2019","歳出合計","24295122","100","24269904","100"
"2020","総務費","578015","2.5",,
"2020","保険給付費","13460487","57.1",,
"2020","国民健康保険事業費納付金","9128640","38.7",,
"2020","共同事業拠出金","1","0.0",,
"2020","保健事業費","217786","0.9",,
"2020","諸支出金","80632","0.3",,
"2020","予備費","100000","0.4",,
"2020","歳出合計","23565561","100",,

"令和2年度港区行政資料集　国民健康保険事業会計歳出予算","Ver202003",,,,
