"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","持家（一戸建）[人]","持家（マンション）[人]","借家（一戸建）[人]","民間の賃貸マンション・アパート[人]","都営住宅・区営住宅・区立住宅[人]","ＵＲ（旧公団）・公社の賃貸住宅[人]","社宅・公務員宿舎[人]","寮・寄宿舎・住み込み・間借り[人]","その他[人]","無回答[人]"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","全体",,"658","95","302","7","171","28","18","20","6","5","6"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性（計）","248","34","113","4","63","9","5","11","5","2","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性 18～29歳","23","2","6","2","8","1","0","2","1","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性 30～39歳","35","0","11","2","18","0","1","1","2","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性 40～49歳","41","4","20","0","15","0","0","1","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性 50～59歳","49","9","22","0","10","0","2","6","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性 60～69歳","39","9","21","0","3","3","0","1","1","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性 70歳以上","60","10","33","0","9","5","2","0","0","0","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","男性 無回答","1","0","0","0","0","0","0","0","0","0","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性（計）","400","60","186","3","107","17","13","9","1","3","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性 18～29歳","28","6","9","1","9","1","0","1","0","0","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性 30～39歳","65","4","15","0","35","3","5","3","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性 40～49歳","95","7","45","1","34","2","4","2","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性 50～59歳","82","11","49","0","15","3","2","1","0","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性 60～69歳","55","12","31","1","7","1","0","0","1","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性 70歳以上","75","20","37","0","7","7","2","2","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","性・年代別","無回答","10","1","3","0","1","2","0","0","0","0","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","自営業主・家族従業","92","21","49","0","17","0","2","1","0","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","会社員・団体職員・公務員","280","32","113","5","105","3","7","11","2","1","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","アルバイト・パートタイマー","58","7","27","1","12","5","3","1","1","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","家事専業","94","12","52","0","15","6","3","5","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","学生","20","3","12","1","1","1","0","1","0","0","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","無職","83","15","34","0","16","11","3","0","1","1","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","その他","26","4","14","0","5","1","0","1","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","職業別","無回答","5","1","1","0","0","1","0","0","0","0","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","居住地区別","芝地区","107","18","48","1","27","4","2","3","1","2","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","居住地区別","麻布地区","140","23","53","1","51","2","0","5","4","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","居住地区別","赤坂地区","88","17","42","2","17","2","3","2","1","1","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","居住地区別","高輪地区","155","36","79","3","32","1","0","2","0","1","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","居住地区別","芝浦港南地区","164","1","80","0","43","19","13","8","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","居住地区別","無回答","4","0","0","0","1","0","0","0","0","0","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","持家（一戸建）","95","95","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","持家（マンション）","302","0","302","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","借家（一戸建）","7","0","0","7","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","0","0","0","171","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","0","0","0","0","28","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","0","0","0","0","18","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","0","0","0","0","0","0","20","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","0","0","0","0","0","0","6","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","その他","5","0","0","0","0","0","0","0","0","5","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","住居形態別","無回答","6","0","0","0","0","0","0","0","0","0","6"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","75","179","2","62","24","11","6","2","2","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","定住意向別","当分は住んでいたい","224","14","97","4","80","4","6","9","4","3","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","3","18","0","17","0","1","3","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","0","2","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","1","3","0","4","0","0","1","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","定住意向別","わからない","14","2","5","1","5","0","0","1","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(3)あなたは、現在どのような住宅にお住まいですか。（１つ選択）","定住意向別","無回答","1","0","0","0","1","0","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・あなたご自身についてQ31-03","Ver202003",,,,,,,,,,,,,,,
