"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","近所の人","604","35.9","37.6"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","学生時代に知り合った人","603","35.9","37.6"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","元の（今の）職場","481","28.6","30.0"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","スポーツを通じて知り合った人","316","18.8","19.7"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","文化活動を通して知り合った人","226","13.4","14.1"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","その他の趣味を通して知り合った人","512","30.4","31.9"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","その他","272","16.2","16.9"
"202003","友人・親族等との関わりについて","Q29-2. 【問29-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","無回答","77","4.6",

"港区保健福祉基礎調査（高齢者）・単純集計表・友人親族等との関わりについてQ29-2","Ver202003",,,,,
