"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","たばこを吸っていない[人]","紙巻きたばこを吸っている[人]","加熱式たばこを吸っている[人]","紙巻きたばこ・加熱式たばこ両方を吸っている","その他[人]","無回答[人]"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","全体",,"658","578","41","20","4","5","10"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性（計）","248","215","22","6","3","1","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性 18～29歳","23","19","4","0","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性 30～39歳","35","31","0","2","2","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性 40～49歳","41","35","4","2","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性 50～59歳","49","43","3","2","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性 60～69歳","39","31","7","0","1","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性 70歳以上","60","55","4","0","0","1","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","男性 無回答","1","1","0","0","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性（計）","400","356","18","14","1","4","7"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性 18～29歳","28","27","1","0","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性 30～39歳","65","58","3","3","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性 40～49歳","95","83","7","4","1","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性 50～59歳","82","74","3","4","0","1","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性 60～69歳","55","48","2","3","0","1","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性 70歳以上","75","66","2","0","0","2","5"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","性・年代別","無回答","10","7","1","0","0","0","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","自営業主・家族従業","92","80","9","2","0","1","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","会社員・団体職員・公務員","280","248","18","10","2","0","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","51","2","3","1","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","家事専業","94","83","5","2","0","2","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","学生","20","20","0","0","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","無職","83","72","4","1","1","2","3"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","その他","26","20","3","2","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","職業別","無回答","5","4","0","0","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","居住地区別","芝地区","107","95","4","4","1","1","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","居住地区別","麻布地区","140","124","8","5","1","0","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","居住地区別","赤坂地区","88","80","7","0","1","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","居住地区別","高輪地区","155","130","14","5","1","3","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","居住地区別","芝浦港南地区","164","146","8","6","0","1","3"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","居住地区別","無回答","4","3","0","0","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","持家（一戸建）","95","87","6","0","1","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","持家（マンション）","302","267","19","8","1","5","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","借家（一戸建）","7","6","0","1","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","148","11","8","2","0","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","25","1","0","0","0","2"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","15","0","2","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","17","1","1","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","4","2","0","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","その他","5","4","1","0","0","0","0"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","住居形態別","無回答","6","5","0","0","0","0","1"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","321","22","11","2","3","7"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","定住意向別","当分は住んでいたい","224","196","16","8","0","1","3"
"202003","みなとタバコルール","Q16. あなたはたばこを吸いますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","38","2","1","1","0","0"
