"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","自分や配偶者の健康や病気のこと","1157","55.9","57.6"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","自分や配偶者が寝たきりや身体が不自由になり介護が必要な状態になること","982","47.5","48.9"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","頼れる人がいなくなり一人きりの暮らしになること","531","25.7","26.4"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","生活のための収入のこと","530","25.6","26.4"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","家業、家屋、土地・田畑や先祖のお墓の管理や相続のこと","280","13.5","13.9"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","家族との人間関係","160","7.7","8.0"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","人（近隣、親戚、友人、仲間など）とのつきあいのこと","137","6.6","6.8"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","子どもや孫などの将来","362","17.5","18.0"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","親や兄弟などの世話","91","4.4","4.5"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","社会の仕組み（法律、社会保障・金融制度）が大きく変わってしまうこと","408","19.7","20.3"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","言葉、生活様式、人々の考え方などが大きく変わってしまうこと","149","7.2","7.4"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","だまされたり､犯罪に巻き込まれて財産を失ってしまうこと","210","10.1","10.5"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","その他","68","3.3","3.4"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","特に不安を感じない","255","12.3","12.7"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","わからない","136","6.6","6.8"
"202003","生きがいや、不安について","Q34. あなたは、将来の自分の日常生活全般について、どのようなことに不安を感じますか。（あてはまるものすべてに○）","無回答","61","2.9",

"港区保健福祉基礎調査（高齢者）・単純集計表・生きがいや不安についてQ34","Ver202003",,,,,
