一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
24,千代田区西神田３－８,35.698326,139.753738,JGD2011,特別区道千第３１９号,C,2008-12-04,2008-12-05,5,4,4.7,1.2,66,62
41,中央区日本橋横山町９,35.693386,139.784744,JGD2011,特別区道中日第３号線,C,2008-10-28,2008-10-29,5,4,9.0 ,1.2,64,59
42,中央区日本橋浜町２－１６,35.687431,139.786392,JGD2011,特別区道中日第３号線,C,2008-10-28,2008-10-29,5,5,5.9,1.2,64,60
59,港区西新橋３－２５,35.662537,139.750290,JGD2011,区道１０１８号線,B,2008-12-16,2008-12-17,5,4,3.5,1.2,67,65
265,豊島区西池袋５－５－２１,35.731705,139.705292,JGD2011,区道１１－１３号線（アゼリア通り）,c,2008-10-02,2008-10-03,5,4,5.3,1.2,66,63
266,豊島区南大塚３－４３－１１,35.728981,139.729095,JGD2011,区道３１－１１８０号線（南大塚通り）,c,2008-10-27,2008-10-28,5,4,4.4,1.2,66,63
274,豊島区西池袋５－５,35.731922,139.705215,JGD2011,区道１１－１３号線（アゼリア通り）,C,2008-10-02,2008-10-03,5,4,5.3,1.2,66,63
275,豊島区南大塚３－４３,35.728722,139.728973,JGD2011,区道３１－１１８０号線（南大塚通り）,C,2008-10-27,2008-10-28,5,4,4.4,1.2,66,63
448,八王子市八木町８－１４,35.662014,139.320694,JGD2011,八王子幹線一級１７号線,c,2008-12-08,2008-12-09,5,4,3.0 ,1.2,71,69
492,青梅市新町８－２０,35.784454,139.309372,JGD2011,市道幹１２号線,b,2008-10-20,2008-10-23,5,4,4.5,1.2,67,64
