一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
294,板橋区板橋２－６７-７,35.751736,139.709290,JGD2011,国道１７号線（中山道）,c,2008‐07‐15,2008‐07‐18,3,6,4.0 ,1.0 ,67,65
295,板橋区高島平１－９－１,35.781695,139.667824,JGD2011,都道補助２０１号,c,2008‐11‐17,2008‐11‐20,4,6,2.0 ,1.0 ,71,67
296,板橋区双葉町４２－１,35.759457,139.700028,JGD2011,都道環状７号線（環七通り）,c,2008‐10‐14,2008‐10‐17,4,4,4.0 ,1.0 ,69,67
297,板橋区蓮根３－６－３,35.785884,139.675917,JGD2011,都道補助２０２号,c,2008‐10‐20,2008‐10‐23,4,6,4.0 ,1.0 ,72,69
298,板橋区南常磐台２－８－９,35.756562,139.686301,JGD2011,国道２５４号線（川越街道）,c,2008‐09‐02,2008‐09‐05,3,4,4.0 ,1.0 ,70,70
299,板橋区熊野町２５－２,35.744221,139.707901,JGD2011,都道環状６号線（山手通り）／首都高速５号（池袋線）,c,2008‐07‐02,2008‐07‐03,4,6,4.0 ,1.0 ,74,73
300,板橋区大山町１３－１,35.747094,139.700047,JGD2011,国道２５４号線（川越街道）,c,2008‐09‐10,2008‐09‐11,3,4,4.0 ,1.0 ,71,68
301,板橋区本町４１－３,35.757792,139.707237,JGD2011,国道１７号線（中山道）／首都高速５号（池袋線）,c,2008‐09‐11,2008‐09‐12,3,6,4.0 ,1.0 ,76,75
302,板橋区小茂根４－９－５,35.746355,139.675582,JGD2011,都道環状７号線（環七通り）,c,2008‐07‐07,2008‐07‐08,4,4,4.0 ,1.0 ,74,72
303,板橋区大原町６－５,35.770150,139.700783,JGD2011,国道１７号線（中山道）,c,2008‐07‐08,2008‐07‐09,3,4,4.0 ,1.0 ,71,69
304,板橋区東坂下２－２０－１,35.787265,139.685942,JGD2011,国道１７号線（中山道）,c,2008‐09‐26,2008‐09‐27,3,4,4.0 ,1.0 ,71,70
305,板橋区小豆沢４－２９,35.781399,139.696838,JGD2011,都道環状８号線（環八通り）,c,2008‐10‐06,2008‐10‐07,4,4,4.0 ,1.0 ,73,69
306,板橋区稲荷台２２－４,35.762180,139.710297,JGD2011,都道環状７号線（環七通り）,c,2008‐10‐27,2008‐10‐28,4,4,3.0 ,1.0 ,74,73
307,板橋区熊野町１１－２,35.741886,139.706751,JGD2011,都道環状６号（線山手通り）,c,2008‐07‐03,2008‐07‐04,4,9,4.0 ,1.0 ,70,68
308,板橋区高島平６－１－１,35.792306,139.646469,JGD2011,首都高速５号（池袋線）,c,2008‐09‐18,2008‐09‐19,2,4,4.0 ,1.0 ,72,69
309,板橋区赤塚７－２７－１５,35.779569,139.647669,JGD2011,国道新大宮バイパス,b,2008‐09‐29,2008‐09‐30,3,3,4.0 ,1.0 ,69,66
310,板橋区赤塚新町３－３－９,35.770729,139.641541,JGD2011,国道２５４号線（川越街道）,c,2008‐09‐30,2008‐10‐01,3,4,4.0 ,1.0 ,73,72
311,板橋区高島平３－１４,35.789421,139.655304,JGD2011,都道補助２０２号線（高島通り）,B,2009‐03‐17,2009‐03‐17,4,6,5.0 ,1.2,72,68
312,板橋区高島平１－９,35.782066,139.668015,JGD2011,都道補助２０１号線,B,2009‐03‐17,2009‐03‐17,4,6,5.0 ,1.2,71,66
313,板橋区稲荷台２２,35.762180,139.710297,JGD2011,都道環状７号線（環七通り）,C,2009‐03‐17,2009‐03‐17,4,4,3.5,1.2,73,72
314,板橋区双葉町４２,35.759560,139.700302,JGD2011,都道環状７号線（環七通り）,C,2009‐03‐17,2009‐03‐17,4,4,3.5,1.2,68,67
315,板橋区小茂根４－１,35.748203,139.677856,JGD2011,都道環状７号線（環七通り）,C,2009‐03‐18,2009‐03‐18,4,4,3.5,1.2,74,72
