一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
490,青梅市新町１－２１－１３,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2008‐09‐30,2008‐10‐03,4,4,4.5,1.2,71,65
491,青梅市畑中３－９５３－１,35.779157,139.234967,JGD2011,都道奥多摩青梅線（吉野街道）,a,2008‐10‐27,2008‐10‐30,4,2,1.5,1.2,72,67
492,青梅市新町８－２０,35.784454,139.309372,JGD2011,市道幹１２号線,b,2008‐10‐20,2008‐10‐23,5,4,4.5,1.2,67,64
493,青梅市根ヶ布２－２７６,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2008‐10‐14,2008‐10‐17,4,2,2.0 ,1.2,71,63
494,青梅市長淵８－２３４,35.779576,139.264689,JGD2011,都道青梅あきる野線（秋川街道）,c,2008‐10‐06,2008‐10‐09,4,2,2.0 ,1.4,69,63
495,青梅市日向和田３－７０６,35.786888,139.230652,JGD2011,国道八王子甲府線（青梅街道）,a,2008‐11‐04,2008‐11‐07,3,2,2.0 ,1.6,69,64
496,青梅市柚木町２－４０５－１,35.801417,139.210272,JGD2011,都道奥多摩青梅線（吉野街道）,a,2008‐11‐10,2008‐11‐13,4,2,3.0 ,1.2,67,62
497,青梅市友田町２－２０６,35.772270,139.288467,JGD2011,国道４１１号線（青梅街道）,C,2008‐12‐04,2008‐12‐05,3,2,4.3,1.2,69,67
498,青梅市新町２９９,-,-,-,都道新宿青梅線（青梅街道）,C,2008‐12‐04,2008‐12‐05,4,4,5.0 ,1.2,69,66
499,青梅市黒沢３－１３９２,35.809269,139.251404,JGD2011,都道青梅秩父線（小曽木街道）,A,2008‐12‐11,2008‐12‐12,4,2,3.5,1.2,63,59
500,青梅市成木３－４２３,35.830566,139.256943,JGD2011,都道下畑軍畑線（成木街道）,B,2008‐12‐08,2008‐12‐09,4,2,3.1,1.2,61,53
501,青梅市大門１－５６８,35.798698,139.288208,JGD2011,都道成木河辺線（小曽木街道）,A,2008‐12‐10,2008‐12‐10,4,2,3.5,1.2,66,62
502,青梅市今井５－２４４０,35.795246,139.320801,JGD2011,都道瑞穂富岡線（岩蔵街道）,B,2008‐12‐03,2008‐12‐04,4,2,5.5,1.2,73,72
