一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
5,千代田区平河町２－５－１,35.680439,139.738847,JGD2011,区道２２０号（プリンス通り）,b,2008-07-08,2008-07-10,6,2,1.9,1.5,64,61
10,千代田区富士見１－４－４,35.698372,139.746094,JGD2011,区道２７０号（早稲田通り）,c,2008-10-21,2008-10-23,6,1,2.7,1.5,65,58
14,千代田区岩本町２－８－10,35.692783,139.776947,JGD2011,区道７９２号（早稲田通り）,c,2008-10-21,2008-10-23,6,5,3.8,1.5,67,65
77,新宿区納戸町３６,35.696926,139.733063,JGD2011,区道３４－１９１,a,2009-02-16,2009-02-19,6,1,0,1.2,63,56
175,大田区蒲田２－１７,35.566551,139.723145,JGD2011,補助２７号線,C,2008-11-20,2008-11-21,6,2,4.5,2.2,65,61
176,大田区大森北３－２４,35.583015,139.730194,JGD2011,補助２７号線,C,2008-11-20,2008-11-21,6,2,4,1.9,68,66
204,渋谷区大山町３６－１０,35.668343,139.676132,JGD2011,都道赤坂杉並線（井の頭通り）,a,2008-10-16,2008-10-17,6,4,3,2,70,69
223,中野区弥生町２－４１－２,35.691418,139.672852,JGD2011,区道補助６３号線（本郷通り）,c,2008-11-25,2008-11-26,6,2,2.1,1.2,66,63
224,中野区松が丘２－５,35.719643,139.669907,JGD2011,都道鮫洲大山線（中野通り）,B,2008-11-25,2008-11-28,6,4,3.6,1.2,68,67
225,中野区中野５－６８,35.709263,139.665207,JGD2011,都道鮫洲大山線（中野通り）,C,2008-11-25,2008-11-28,6,3,3.5,1.2,70,69
226,中野区弥生町５－１１,35.687923,139.668274,JGD2011,都道鮫洲大山線（中野通り）,C,2008-11-25,2008-11-28,6,2,2.8,1.2,69,67
247,杉並区宮前３－２７,35.696415,139.609192,JGD2011,区道２１３２号（神明通り）,a,2008-06-10,2008-06-13,6,1,0.4,1.3,68,63
248,杉並区西荻北２－３２,35.706882,139.605515,JGD2011,区道２１０３－１号線（真中橋通り）,a,2008-06-17,2008-06-20,6,2,1.3,1.9,65,59
249,杉並区高井戸西１－１７,35.681786,139.606659,JGD2011,区道２１３３－１号線,a,2008-05-27,2008-05-30,6,2,0.4,1.4,67,62
290,荒川区東日暮里６－１７,35.729103,139.777298,JGD2011,特別区道荒１０７号（日暮里中央通り）,c,2008-11-10,2008-11-14,6,2,4.1,1.7,66,61
291,荒川区東尾久６－３５,35.749165,139.772858,JGD2011,特別区道荒１１１号（旭電化通り）,c,2008-12-01,2008-12-05,6,2,2.5,1.5,66,62
486,三鷹市下連雀２－２６－９,35.697021,139.565842,JGD2011,市道市道６号線（むらさき橋通り）,b,2008-06-30,2008-07-04,6,2,2,1,69,66
510,府中市四谷５－４４,35.663307,139.440155,JGD2011,市道多摩川通り,c,2009-03-10,2009-03-13,6,2,5,1.5,71.7,68.4
511,府中市四谷４－４６,35.667736,139.440521,JGD2011,市道四谷通り,a,2009-03-03,2009-03-06,6,2,2,1.5,62.6,56.8
512,府中市押立町１－３８,35.659218,139.512726,JGD2011,市道白糸台通り,a,2008-11-11,2008-11-14,6,2,3,1.5,68.8,64
521,昭島市朝日町４－２３－２８,35.708935,139.369827,JGD2011,市道昭島１７号（江戸街道）,c,2009-01-27,2009-01-29,6,2,4.5,1.2,66,62
543,町田市木曽東２－１－１,35.555057,139.427136,JGD2011,市道町田４３７号線（町田駅前通り）,c,2009-02-17,2009-02-18,6,2,2.4,1.2,69,66
559,小平市津田町３－３４－８,35.726337,139.470108,JGD2011,市道第Ｂ－２０号,a,2008-12-10,2008-12-11,6,2,2,1.2,68,62
574,東村山市久米川町３－３０－５,35.761127,139.479584,JGD2011,市道第３７３号線１（鷹の道）,a,2008-10-16,2008-10-17,6,2,4,1.2,64,59
575,東村山市富士見町１－２－２９,35.744453,139.462208,JGD2011,補助道第１号線（江戸街道）,c,2008-12-18,2008-12-19,6,2,2.1,1.2,66,62
580,国分寺市日吉町１－３６,35.702072,139.456726,JGD2011,国分寺市道幹９号線,a,2008-12-11,2008-12-12,6,2,3.4,1.2,64,60
581,国分寺市西町１－５－８,35.704289,139.437330,JGD2011,国分寺市道幹１１号線,a,2008-12-11,2008-12-12,6,2,5.2,1.2,65,60
582,国分寺市日吉町１－３０,35.703468,139.459076,JGD2011,国分寺市道幹７号線,a,2008-12-11,2008-12-12,6,2,2.5,1.2,65,59
586,国立市谷保６２５６－８,35.680934,139.431754,JGD2011,市道南２６号線（石田街道）,b,2009-01-28,2009-01-28,6,2,1,1.2,68,63
620,武蔵村山市榎１－１－２８,35.746030,139.387530,JGD2011,市道２号線（江戸街道）,c,2008-10-20,2008-10-21,6,2,3.5,1.2,63,58
656,西東京市南町３－１８－４０,35.722900,139.542114,JGD2011,市道１１９号線,a,2008-07-08,2008-07-10,6,2,5,1.2,64,62
