一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
621,多摩市一ノ宮４－４０,35.651226,139.438278,JGD2011,都道府中相模原線（野猿街道）,c,2008‐12‐03,2008‐12‐09,4,8,4.0 ,1.2,68,64
622,多摩市貝取５,35.612305,139.440384,JGD2011,都道府中町田線（鎌倉街道）,b,2008‐12‐03,2008‐12‐09,4,4,4.0 ,1.2,68,65
623,多摩市関戸４－10,35.647438,139.452744,JGD2011,都道府中町田線（鎌倉街道）,c,2008‐12‐03,2008‐12‐09,4,7,4.0 ,1.2,69,67
624,多摩市鶴牧１－１－４,35.625220,139.421285,JGD2011,都道小山乞田線（多摩ニュータウン通り）,c,2008‐12‐03,2008‐12‐09,4,4,3.5,1.2,71,66
625,多摩市乞田７１２,35.631371,139.436386,JGD2011,都道小山乞田線（多摩ニュータウン通り）,b,2008‐12‐03,2008‐12‐09,4,4,4.0 ,1.2,67,63
626,多摩市関戸５－１２－８,35.641754,139.450952,JGD2011,都道府中町田線（鎌倉街道）,b,2008‐12‐03,2008‐12‐09,4,5,4.0 ,1.2,70,66
627,多摩市永山２－２６－１４,35.625298,139.442551,JGD2011,都道府中町田線（鎌倉街道）,b,2008‐12‐03,2008‐12‐09,4,4,3.5,1.2,67,64
628,多摩市一ノ宮１－２７－７,35.651957,139.437959,JGD2011,都道府中相模原線（川崎街道）,c,2008‐12‐03,2008‐12‐09,4,5,5.0 ,1.2,69,65
629,多摩市和田１８３７,35.646501,139.436155,JGD2011,都道府中相模原線（野猿街道）,b,2008‐12‐03,2008‐12‐09,4,4,4.0 ,1.2,74,72
630,多摩市南野３－１５－２,35.612292,139.413693,JGD2011,都道町田日野線（尾根幹線）,b,2008‐12‐03,2008‐12‐09,4,2,5.5,1.2,64,60
631,多摩市乞田１１４５,35.632458,139.440186,JGD2011,都道小山乞田線,B,2008‐12‐10,2008‐12‐11,4,4,0.9,1.2,67,57
