一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
212,中野区大和町１－１２－１,35.712120,139.653717,JGD2011,都道環状７号線（環７通り）,c,2008‐11‐25,2008‐11‐26,4,4,4.5,1.2,78,76
213,中野区江原町３－５－１,35.730515,139.675781,JGD2011,都道千代田練馬田無線（目白通り）,c,2008‐11‐18,2008‐11‐19,4,4,4.1,1.2,70,70
214,中野区本町４－１８－１２,35.697460,139.672272,JGD2011,都道東京所沢線（青梅街道）,c,2008‐11‐25,2008‐11‐26,4,4,4.2,1.2,70,69
215,中野区中野２－１７－４,35.702740,139.669250,JGD2011,都道神楽坂高円寺線（大久保通り）,c,2008‐11‐18,2008‐11‐19,4,2,1.9,1.2,67,66
216,中野区中野５－６８－７,35.709251,139.665131,JGD2011,都道鮫洲大山線（中野通り）,c,2008‐11‐25,2008‐11‐26,4,4,3.5,1.2,69,69
217,中野区弥生町４－２０,35.686672,139.671631,JGD2011,都道新宿国立線（方南通り）,c,2008‐11‐25,2008‐11‐26,4,2,4.5,1.2,64,61
218,中野区江古田４－３－４,35.724205,139.664993,JGD2011,都道落合井草線（新青梅街道）,c,2008‐11‐18,2008‐11‐19,4,2,3.1,1.2,69,68
219,中野区上鷺宮３－１７－４,35.734886,139.631210,JGD2011,都道椎名町上石神井線（千川通り）,c,2008‐11‐18,2008‐11‐19,4,2,2.7,1.2,70,68
220,中野区白鷺１－２７－４,35.720543,139.636673,JGD2011,都道瀬田貫井線（中杉通り）,c,2008‐11‐18,2008‐11‐19,4,2,1.2,1.2,65,63
221,中野区中野５－　４－７,35.709259,139.672073,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2008‐11‐18,2008‐11‐19,4,2,3.0 ,1.2,70,69
222,中野区中央２－１８－２１,35.700222,139.682983,JGD2011,都道環状６号線（山手通り）,c,2008‐11‐18,2008‐11‐19,4,4,9.6,1.2,66,63
223,中野区弥生町２－４１－２,35.691418,139.672852,JGD2011,区道補助６３号線（本郷通り）,c,2008‐11‐25,2008‐11‐26,6,2,2.1,1.2,66,63
224,中野区松が丘２－５,35.719643,139.669907,JGD2011,都道鮫洲大山線（中野通り）,B,2008‐11‐25,2008‐11‐28,6,4,3.6,1.2,68,67
225,中野区中野５－６８,35.709263,139.665207,JGD2011,都道鮫洲大山線（中野通り）,C,2008‐11‐25,2008‐11‐28,6,3,3.5,1.2,70,69
226,中野区弥生町５－１１,35.687923,139.668274,JGD2011,都道鮫洲大山線（中野通り）,C,2008‐11‐25,2008‐11‐28,6,2,2.8,1.2,69,67
