一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
655,西東京市田無町１－１,35.731247,139.542877,JGD2011,都道新宿青梅線（青梅街道）,c,2008‐12‐03,2008‐12‐04,4,4,0.0 ,1.2,73,71
656,西東京市南町３－１８－４０,35.722900,139.542114,JGD2011,市道１１９号線,a,2008‐06‐16,2008‐06‐17,6,2,5.0 ,1.2,64,62
657,西東京市向台町２－５－１,35.720959,139.542801,JGD2011,都道調布田無線（武蔵境通り）,b,2008‐12‐04,2008‐12‐05,4,2,6.0 ,1.2,66,64
658,西東京市田無町７－３－３０,35.730293,139.531357,JGD2011,都道新宿青梅線（旧青梅街道）,c,2008‐12‐02,2008‐12‐03,4,2,2.0 ,1.2,70,68
659,西東京市保谷町１－１９－１１,35.732121,139.554703,JGD2011,都道杉並田無線（新青梅街道）,b,2008‐11‐26,2008‐11‐27,4,2,1.5 ,1.2,72,70
660,西東京市柳沢２－１８－４６,35.725296,139.553818,JGD2011,都道東京所沢線（所沢街道）,c,2008‐06‐12,2008‐06‐13,4,6,0.0 ,1.2,68,67
661,西東京市住吉町６－１－５,35.743546,139.550903,JGD2011,都道保谷志木線,a,2008‐06‐10,2008‐06‐11,4,2,1.5 ,1.2,65,63
662,西東京市泉町３－１２－３５,35.741112,139.557114,JGD2011,都道東大泉田無線,a,2008‐11‐18,2008‐11‐19,4,2,2.0 ,1.2,69,65
663,西東京市谷戸町１－１７－２,35.741058,139.543610,JGD2011,都道ひばりが丘停車場線,a,2008‐11‐19,2008‐11‐20,4,2,2.0 ,1.2,66,65
664,西東京市柳沢２－１９,35.725651,139.552429,JGD2011,都道東京所沢線（青梅街道）,C,2008‐12‐15,2008‐12‐16,4,6,1.5 ,1.2,63,56
