一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
240,杉並区宮前１－１４,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2008-11-11,2008-11-14,4,4,4.1,1.4,71,69
241,杉並区成田東３－７,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2008-10-21,2008-10-24,4,2,3.0 ,1.7,69,66
242,杉並区宮前１－１８,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2008-11-25,2008-11-28,4,2,1.8,1.2,69,70
243,杉並区阿佐谷北５－４５,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2008-12-09,2008-12-12,4,2,3.1,2.3,69,69
244,杉並区上井草３－６,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2008-12-02,2008-12-05,4,2,3.0 ,1.2,66,62
245,杉並区堀ノ内１－９,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2009-01-20,2009-01-23,4,4,3.9,1.2,68,67
246,杉並区阿佐谷北１－３１,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2008-11-18,2008-11-21,4,2,6.9,1.2,66,66
251,杉並区高井戸西２－２,35.684071,139.614853,JGD2011,都道環状８号線（環八通り）,C,2009-02-11,2009-02-11,4,4,4.0 ,1.2,72,73
252,杉並区大宮２－６,35.681026,139.639160,JGD2011,都道新宿国立線（方南通り）,B,2009-02-11,2009-02-11,4,4,3.3,1.2,67,63
253,杉並区成田西３－１７,35.690853,139.625244,JGD2011,都道杉並あきる野線（五日市街道）,B,2009-02-11,2009-02-11,4,2,3.5,1.2,67,64
254,杉並区今川２－２２,35.718697,139.608078,JGD2011,都道向井町新町線（早稲田通り）,A,2009-02-11,2009-02-11,4,2,4.3,1.2,69,64
255,杉並区阿佐谷北６－３０,35.716045,139.636078,JGD2011,都道瀬田貫井線（中杉通り）,B,2009-02-11,2009-02-11,4,2,5.8,1.2,66,63
257,豊島区目白２－１０－２,35.719955,139.711288,JGD2011,都道千代田練馬田無線（目白通り）,a,2008-10-27,2008-10-28,4,4,3.1,1.2,70,67
258,豊島区南長崎２－１,35.722889,139.690399,JGD2011,都道千代田練馬田無線（目白通り）,c,2008-10-02,2008-10-03,4,2,2.8,1.2,69,68
259,豊島区長崎６－３４－１０,35.735195,139.682663,JGD2011,都道鮫洲大山線,c,2008-10-02,2008-10-03,4,4,3.3,1.2,67,64
260,豊島区目白１－１,35.717491,139.711899,JGD2011,都道芝新宿王子線（明治通り）,a,2008-10-21,2008-10-23,4,4,5.0 ,3.0 ,69,67
262,豊島区南池袋４－１８－１０,35.724850,139.720413,JGD2011,都道音羽池袋線,c,2008-10-27,2008-10-28,4,4,22.7,1.2,69,67
263,豊島区要町２－１４－１６,35.736519,139.691391,JGD2011,都道池袋谷原線（要町通り）,c,2008-10-02,2008-10-03,4,4,4.3,1.2,62,60
264,豊島区駒込３－２０－１２,35.738033,139.745956,JGD2011,都道本郷赤羽線（本郷通り）,c,2008-10-27,2008-10-28,4,4,3.3,1.2,70,66
268,豊島区目白２－１０,35.720207,139.710999,JGD2011,都道千代田練馬田無線（目白通り）,A,2008-10-27,2008-10-28,4,4,3.1,1.2,70,67
269,豊島区南長崎２－１,35.722889,139.690399,JGD2011,都道千代田練馬田無線（目白通り）,C,2008-10-02,2008-10-03,4,2,2.8,1.2,69,68
270,豊島区長崎６－３４,35.735371,139.682571,JGD2011,都道鮫洲大山線,C,2008-10-02,2008-10-03,4,4,3.3,1.2,67,64
271,豊島区南池袋４－１８,35.724346,139.720291,JGD2011,都道音羽池袋線,C,2008-10-27,2008-10-28,4,4,22.7,1.2,69,67
272,豊島区要町２－１４,35.736393,139.691284,JGD2011,都道池袋谷原線,C,2008-10-02,2008-10-03,4,4,11.8,1.2,62,60
273,豊島区駒込３－２３,35.738468,139.745880,JGD2011,都道本郷赤羽線,C,2008-10-27,2008-10-28,4,4,3.3,1.2,70,66
279,北区昭和町３－９－１０,35.749462,139.751129,JGD2011,都道王子千住南砂町線（明治通り）,c,2008-11-11,2008-11-12,4,4,3.8,1.3,70,66
281,北区赤羽北１－１２－１,35.785896,139.712280,JGD2011,都環状８号線（環八通り）,c,2008-11-20,2008-11-21,4,4,4.0 ,1.5,71,68
282,北区上十条５－４－１,35.764732,139.717499,JGD2011,都環状７号線（環七通り）,c,2008-11-25,2008-11-26,4,4,4.7,1.7,76,74
