一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
517,昭島市緑町４－２５－１１,35.710136,139.341843,JGD2011,国道１６号線,b,2008‐09‐06,2008‐09‐08,3,5,5.2,1.2,73,72
518,昭島市田中町２－２８－２５,35.704838,139.349457,JGD2011,国道１６号線,b,2008‐12‐16,2008‐12‐18,3,5,8.5,1.2,72,71
519,昭島市田中町２－１６－１４,35.702545,139.352905,JGD2011,都道立川青梅線（奥多摩街道）,a,2008‐12‐16,2008‐12‐18,4,2,1.9,1.2,68,65
520,昭島市昭和町３－６－３,35.708111,139.368393,JGD2011,都道三ツ木八王子線（諏訪松中通り）,a,2009‐01‐27,2009‐01‐29,4,2,3.5,1.2,71,69
521,昭島市朝日町４－２３－２８,35.708935,139.369827,JGD2011,市道昭島１７号（江戸街道）,c,2009‐01‐27,2009‐01‐29,6,2,4.5,1.2,66,62
522,昭島市福島町３－２３－２７,35.696316,139.375778,JGD2011,都道八王子武蔵村山線,a,2009‐02‐24,2009‐02‐26,4,4,2.0 ,1.2,71,67
523,昭島市福島町３－２２－２０,35.696453,139.377304,JGD2011,都道立川青梅線（新奥多摩街道）,b,2009‐02‐24,2009‐02‐26,4,4,3.8,1.2,69,68
524,昭島市田中町１－２６－５,35.703716,139.354538,JGD2011,都道立川青梅線（新奥多摩街道）,b,2009‐03‐10,2009‐03‐12,4,4,8.2,1.2,68,65
525,昭島市中神町１１６２－４,35.712604,139.379500,JGD2011,都道八王子武蔵村山線,c,2009‐03‐10,2009‐03‐12,4,2,3.5,1.2,64,61
526,昭島市拝島町１－８,35.707340,139.346237,JGD2011,国道１６号線,B,2008‐11‐26,2008‐11‐27,3,2,2.0 ,1.2,70,68
527,昭島市松原町５－１９,35.719372,139.339523,JGD2011,国道１６号線,C,2008‐12‐03,2008‐12‐04,3,2,2.5,1.2,68,64
528,昭島市中神町１３６３,35.716614,139.381729,JGD2011,都道八王子武蔵村山線,A,2008‐12‐11,2008‐12‐12,4,2,4.5,1.2,68,66
529,昭島市つつじが丘３丁目,35.712627,139.367706,JGD2011,都道三ツ木八王子線,A,2008‐12‐15,2008‐12‐16,4,3,0.9,1.2,64,54
530,昭島市美堀町３－１３,35.721863,139.356461,JGD2011,都道昭島停車場熊川線,A,2008‐11‐26,2008‐11‐27,4,2,2.5,1.2,69,67
