事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,令和３,2021,9月,80.5,82.4,74.1,80.8,82.5,70.6,88.5,69.6,84.2,74.8,89.1,106.4,76.2,87.8,72,87.1
30人以上,令和３,2021,10月,81.8,81.7,73.9,83,85,71.1,87.3,71.1,84.9,85.5,87,102.4,74.3,92.1,79.1,89.1
30人以上,令和３,2021,11月,82.6,88.3,79.5,80.7,85.8,72.7,89,71.8,86.1,76.8,91.9,94.4,79.4,86.2,72.7,89.7
30人以上,令和３,2021,12月,176.6,220.3,168.3,228.7,187.6,131.8,206.4,163.2,198.4,154.1,116.5,120.4,201.2,183.2,194.5,152.2
30人以上,平成29,2017,年平均（前年比（％））,0.6,5.5,1.6,-2.6,0,-0.6,4.1,-0.3,4.2,-3.5,-4.4,-2.1,-1.5,1.1,-5.2,-3
30人以上,平成30,2018,年平均（前年比（％））,0,-2.9,-2.7,5.7,1.1,-5.7,10.6,2.7,0.5,-0.1,5.3,11.1,-4.8,2.3,8,-1.6
30人以上,平成31・令和元,2019,年平均（前年比（％））,-1.3,8.8,0.2,3.7,2.8,0.5,-9.8,2.3,-3.5,3.8,-8.2,-2.2,-5.2,-4.3,-11.3,4.3
30人以上,令和２,2020,年平均（前年比（％））,-1.7,-4.2,-4.4,-5.4,-2.7,-15,2.2,0.9,-3.5,-4.2,-13.3,14.7,0.5,3.2,-2.9,-2.9
30人以上,令和３,2021,年平均（前年比（％））,0.6,-2.5,-1.5,0.2,0.9,-2.4,2,-9.5,4.3,-4.8,14.3,1.1,2.2,6,2.3,3.9
30人以上,令和３,2021,1月（前年同月比（％））,-0.9,5.1,-2.5,0.1,3.1,-6.6,2.2,-25.3,-1.7,-1.8,-5.6,7.4,3.1,7.9,4.7,2.4
30人以上,令和３,2021,2月（前年同月比（％））,-0.4,-8.9,-0.4,-5.8,-0.8,-10.7,0.1,-10.3,6.8,-3.8,7.1,4.9,5,4.6,1.4,4.7
30人以上,令和３,2021,3月（前年同月比（％））,0.2,-9.6,8.2,-13.5,0.8,-4.5,1,-14.2,5.7,-13.8,8.7,6.2,3.7,9.6,1.9,8.4
30人以上,令和３,2021,4月（前年同月比（％））,3.6,-5.9,6.2,-9.2,5.8,2.4,3.2,-6.8,16.3,1.5,28.9,3.2,-3.6,9.9,4,2.8
30人以上,令和３,2021,5月（前年同月比（％））,3,3,2,-42.2,2.2,-6.9,4.4,-2,8.3,0.1,28.2,14.8,-0.4,9,7,7.7
30人以上,令和３,2021,6月（前年同月比（％））,1.7,-14.4,-6.6,58.9,3.8,1.5,6.4,-2.3,2.6,10.5,7.9,-13.3,-6.9,4.9,-0.6,3.9
30人以上,令和３,2021,7月（前年同月比（％））,-0.4,-4.5,-4.5,-2.4,-5.3,0.8,0.6,-10.1,1.8,-12.4,35,19.9,0.7,10.8,19.8,5.2
30人以上,令和３,2021,8月（前年同月比（％））,2,-2.2,-1.1,-5,6.3,5.2,2,-10.7,6,-7.9,19.4,12.5,9.3,2.6,-9.5,3.6
30人以上,令和３,2021,9月（前年同月比（％））,-0.2,5.5,-0.3,-3.2,-0.2,-0.4,2,-15.5,4.5,-14.9,11.5,8.7,7.6,2.8,-0.6,4.2
30人以上,令和３,2021,10月（前年同月比（％））,2.5,5.6,1.9,-2.1,2.5,-1.7,4.7,-5.2,4.4,-1.3,11.4,-2.2,0.5,7.6,-5.6,4.8
30人以上,令和３,2021,11月（前年同月比（％））,-0.7,1.8,-4.2,-3,-2.7,-2.8,2.5,-12.7,7.1,-5.8,11.9,-10.7,7.3,0.9,2.8,5.7
30人以上,令和３,2021,12月（前年同月比（％））,-2.2,4.5,-6.2,3.2,-2.3,-5.2,-2.8,-6.7,-0.7,-10.7,13.8,-17.9,6.4,3.7,3.7,-2.2
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年年報,,,,,,,,,,,,,,,,,,,
第16表　規模、産業別実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
実質賃金指数（現金給与総額）＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「持家の帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,
