規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,1105456,465889,427561,38328,639567,158121,142923,136309,6614,15198
100～499人,791366,401734,373255,28479,389632,151637,139554,134185,5369,12083
100人以上,955479,435255,401630,33625,520224,154144,140857,135006,5851,13287
30～99人,677602,362311,339947,22364,315291,116895,106346,103569,2777,10549
５～29人,488071,353863,338438,15425,134208,98964,93670,91916,1754,5294
30人以上,874504,413999,383655,30344,460505,137680,125603,121111,4492,12077
５人以上,780679,399398,372676,26722,381281,119875,110917,107684,3233,8958
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年６月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
