規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6039718,49753,63444,6026439,1933977,70095,67610,1936050
５人以上,"鉱業,採石業,砂利採取業",1460,11,12,1459,20,0,0,20
５人以上,建設業,375827,3624,3523,376185,11322,565,18,11612
５人以上,製造業,494286,3089,2967,494394,63084,1287,1245,63140
５人以上,電気・ガス・熱供給・水道業,27073,581,60,27595,1116,9,58,1066
５人以上,情報通信業,823874,4316,5557,822726,34979,1210,1103,34993
５人以上,"運輸業,郵便業",405936,2886,6056,402587,67608,1800,2929,66658
５人以上,"卸売業,小売業",1237747,9001,11476,1235168,422736,15028,12193,425675
５人以上,"金融業,保険業",369946,2741,4350,368330,28332,462,442,28359
５人以上,"不動産業,物品賃貸業",184941,1191,2413,183709,34204,1072,994,34292
５人以上,"学術研究,専門・技術サービス業",359259,2720,2974,359366,29795,1740,2635,28539
５人以上,"宿泊業,飲食サービス業",146427,2946,7348,142020,460226,15845,23425,452651
５人以上,"生活関連サービス業,娯楽業",154771,1353,2902,153222,90057,1500,3650,87907
５人以上,"教育,学習支援業",231575,1289,458,232718,167581,7440,6997,167712
５人以上,"医療,福祉",505076,2978,3839,504029,261176,6763,5833,262292
５人以上,複合サービス事業,31275,119,126,31270,6108,17,3,6120
５人以上,サービス業（他に分類されないもの）,690245,10908,9383,691661,255633,15357,6085,265014
30人以上,調査産業計,4565605,32635,42035,4556068,1040548,38310,28826,1050169
30人以上,"鉱業,採石業,砂利採取業",1460,11,12,1459,20,0,0,20
30人以上,建設業,251019,1263,1957,250148,3186,9,18,3354
30人以上,製造業,360470,2048,2428,360073,46566,1044,902,46725
30人以上,電気・ガス・熱供給・水道業,24293,428,60,24662,712,9,58,662
30人以上,情報通信業,727462,3583,4794,726246,28273,1113,896,28495
30人以上,"運輸業,郵便業",343626,2216,5264,340400,57668,1675,2711,56810
30人以上,"卸売業,小売業",865095,4902,5738,864155,171822,4296,3081,173141
30人以上,"金融業,保険業",306061,1483,2978,304559,20646,324,211,20766
30人以上,"不動産業,物品賃貸業",126579,849,1218,126200,21367,758,455,21680
30人以上,"学術研究,専門・技術サービス業",258073,1878,2519,257484,14385,229,305,14257
30人以上,"宿泊業,飲食サービス業",70030,918,2462,68483,131104,4523,5578,130052
30人以上,"生活関連サービス業,娯楽業",89644,631,1196,89079,44641,414,1056,43999
30人以上,"教育,学習支援業",200839,973,458,201666,113189,5721,5205,113393
30人以上,"医療,福祉",359791,1855,3002,358633,149342,3251,3476,149128
30人以上,複合サービス事業,20610,119,25,20705,3633,17,3,3646
30人以上,サービス業（他に分類されないもの）,560553,9478,7924,562116,233994,14927,4871,244041
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年２月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
