規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,996451,1221551,658971,428727,502248,318501,394048,34679,567724,719303,340470
100～499人,673563,814521,463268,353455,409053,270509,329231,24224,320108,405468,192759
100人以上,835716,1019131,561405,391256,455901,294575,361782,29474,444460,563230,266830
30～99人,535824,642337,382317,297589,350961,220668,280178,17411,238235,291376,161649
５～29人,343297,449009,236117,257054,327969,185153,246715,10339,86243,121040,50964
30人以上,740088,900205,503438,361388,422779,270653,335760,25628,378700,477426,232785
５人以上,623223,782636,412718,330659,398074,241637,309534,21125,292564,384562,171081
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年６月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
