規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,17.7,147.9,134.6,13.3,11.6,68.9,67,1.9
５人以上,"鉱業,採石業,砂利採取業",17.1,146.6,123.9,22.7,11.4,75.9,74.2,1.7
５人以上,建設業,18.9,162.6,143.7,18.9,15,101.9,95.7,6.2
５人以上,製造業,18.2,152.2,141.1,11.1,15.4,104.7,98.6,6.1
５人以上,電気・ガス・熱供給・水道業,17.6,149.3,134.4,14.9,13.5,103.3,99.6,3.7
５人以上,情報通信業,17.6,151.4,134.8,16.6,12.2,80.9,78.2,2.7
５人以上,"運輸業,郵便業",16.9,146.7,128.3,18.4,13.2,88.5,81.7,6.8
５人以上,"卸売業,小売業",18.1,149.5,138.6,10.9,13,79.5,77.4,2.1
５人以上,"金融業,保険業",16.6,139,122.7,16.3,13.7,90,88.6,1.4
５人以上,"不動産業,物品賃貸業",18.3,155.5,139.9,15.6,13.8,82.8,80.4,2.4
５人以上,"学術研究,専門・技術サービス業",17.8,150.6,134.3,16.3,13.1,90.3,88,2.3
５人以上,"宿泊業,飲食サービス業",15.5,127.2,119.4,7.8,9.3,49,48.1,0.9
５人以上,"生活関連サービス業,娯楽業",17.4,143,133.1,9.9,8.3,44.2,43.7,0.5
５人以上,"教育,学習支援業",16.9,133.4,124.7,8.7,8.5,43.2,42.5,0.7
５人以上,"医療,福祉",18.1,145.5,138.1,7.4,11,63,61.8,1.2
５人以上,複合サービス事業,16.4,132.7,124.2,8.5,15,90,86.6,3.4
５人以上,サービス業（他に分類されないもの）,17.4,144.7,131.1,13.6,14.8,94.1,91,3.1
30人以上,調査産業計,17.4,146.9,132.3,14.6,12.2,74.8,72.3,2.5
30人以上,"鉱業,採石業,砂利採取業",17.1,146.6,123.9,22.7,11.4,75.9,74.2,1.7
30人以上,建設業,18.5,163,140.1,22.9,15.1,113.8,103.4,10.4
30人以上,製造業,17.9,152.4,139.5,12.9,15.9,111.2,103,8.2
30人以上,電気・ガス・熱供給・水道業,17.5,148.7,133.3,15.4,12.7,89.7,89.2,0.5
30人以上,情報通信業,17.5,150.7,133.7,17,12.2,81.7,79.1,2.6
30人以上,"運輸業,郵便業",16.5,143.8,124.7,19.1,12.7,87.4,80.1,7.3
30人以上,"卸売業,小売業",17.9,148.1,135.9,12.2,13.8,84.6,82.4,2.2
30人以上,"金融業,保険業",16.5,140.3,121.9,18.4,13.7,91,89.1,1.9
30人以上,"不動産業,物品賃貸業",17.9,152.1,136.2,15.9,14.4,81.3,79.2,2.1
30人以上,"学術研究,専門・技術サービス業",17.7,150.5,133,17.5,12.7,91.2,87.5,3.7
30人以上,"宿泊業,飲食サービス業",14.4,120.7,114.3,6.4,8.9,47.7,47,0.7
30人以上,"生活関連サービス業,娯楽業",16.2,136.4,124.3,12.1,9.4,46.4,45.7,0.7
30人以上,"教育,学習支援業",16.6,130.1,121.3,8.8,7.9,42.8,42.2,0.6
30人以上,"医療,福祉",18.1,145.4,136.7,8.7,10.9,63,61.8,1.2
30人以上,複合サービス事業,16.1,132.9,121.4,11.5,16.7,92.3,87.2,5.1
30人以上,サービス業（他に分類されないもの）,17.4,143.9,130.7,13.2,14.9,95.2,92,3.2
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年２月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
