事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,TL 調査産業計,平成28,2016,年平均,19.5,163,148.8,14.2,13.7,82.7,79.9,2.8
５人以上,TL 調査産業計,平成29,2017,年平均,19.5,163.4,149.2,14.2,13.5,81.5,78.9,2.6
５人以上,TL 調査産業計,平成30,2018,年平均,19.5,162.5,148.8,13.7,13.4,81.2,78.3,2.9
５人以上,TL 調査産業計,平成31・令和元,2019,年平均,19.1,159.5,145.2,14.3,12.7,77.5,74.5,3
５人以上,TL 調査産業計,令和２,2020,年平均,18.7,155.1,142.2,12.9,12,72.5,69.9,2.6
５人以上,TL 調査産業計,令和３,2021,年平均,18.8,157.7,143.7,14,12.3,73.4,71.2,2.2
５人以上,TL 調査産業計,令和３,2021,1月,17.7,148,135.1,12.9,11.4,67.6,65.6,2
５人以上,TL 調査産業計,令和３,2021,2月,17.7,147.9,134.6,13.3,11.6,68.9,67,1.9
５人以上,TL 調査産業計,令和３,2021,3月,19.3,161.4,146.6,14.8,12.2,72.6,70.4,2.2
５人以上,TL 調査産業計,令和３,2021,4月,20,167.9,153.1,14.8,12.7,76.7,74.4,2.3
５人以上,TL 調査産業計,令和３,2021,5月,17.9,150.2,136.8,13.4,11.8,71.4,69.3,2.1
５人以上,TL 調査産業計,令和３,2021,6月,19.6,163.5,149.8,13.7,12.6,75.3,73.1,2.2
５人以上,TL 調査産業計,令和３,2021,7月,19.5,162.6,148.6,14,12.6,74.3,72,2.3
５人以上,TL 調査産業計,令和３,2021,8月,18,150.6,137.6,13,11.9,72.3,70.1,2.2
５人以上,TL 調査産業計,令和３,2021,9月,18.6,155.3,141.7,13.6,12.4,73.3,71.1,2.2
５人以上,TL 調査産業計,令和３,2021,10月,19.3,162.3,147.8,14.5,12.8,75.1,72.8,2.3
５人以上,TL 調査産業計,令和３,2021,11月,19.3,161.9,147.1,14.8,12.8,76.7,74.2,2.5
５人以上,TL 調査産業計,令和３,2021,12月,19.1,160.2,145.5,14.7,12.8,77.3,74.7,2.6
５人以上,"C 鉱業,採石業,砂利採取業",平成28,2016,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－
５人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,18.8,154.8,135.1,19.7,12.1,82.9,82.5,0.4
５人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,18.6,154.8,136,18.8,17.8,129.2,129,0.2
５人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,18.9,157.1,137.1,20,15.7,116.8,116.5,0.3
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,18.7,159.2,136,23.2,13.8,93.4,92,1.4
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,1月,16.8,146.5,126.5,20,14.5,105.6,104.7,0.9
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,2月,17.1,146.6,123.9,22.7,11.4,75.9,74.2,1.7
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,3月,21.1,180.5,152.8,27.7,13.7,91.7,90.7,1
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,4月,19.6,165.6,141.7,23.9,16.2,109.9,106.6,3.3
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,5月,17.1,146.4,123.6,22.8,13.7,91.9,89.3,2.6
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,6月,20.9,177.6,153.2,24.4,16.5,102.4,101.5,0.9
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,7月,19.1,164.2,138.9,25.3,12.1,82,82,－
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,8月,18.7,158.6,136.4,22.2,13.7,90.1,90.1,－
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,9月,18.2,156.6,132.9,23.7,15.6,102.9,102.5,0.4
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,10月,19,158.8,137.1,21.7,10.9,75.9,75.1,0.8
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,11月,18.5,155.9,133.5,22.4,14.8,96.7,96.7,－
５人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,12月,18.2,152.2,131.3,20.9,13.8,93.5,92.1,1.4
５人以上,D 建設業,平成28,2016,年平均,20.6,177.5,159.7,17.8,14.7,101.7,98.7,3
５人以上,D 建設業,平成29,2017,年平均,20.7,180.1,158.8,21.3,14,85.3,83.7,1.6
５人以上,D 建設業,平成30,2018,年平均,20.8,180.3,158.4,21.9,12.3,77.9,76.9,1
５人以上,D 建設業,平成31・令和元,2019,年平均,20.1,172.3,151,21.3,14,95.1,92.2,2.9
５人以上,D 建設業,令和２,2020,年平均,19.7,167.7,149.2,18.5,15,101.9,97.3,4.6
５人以上,D 建設業,令和３,2021,年平均,19.6,168.4,149,19.4,15.2,96.7,93.7,3
５人以上,D 建設業,令和３,2021,1月,18,152.4,136.4,16,14,90.1,88.2,1.9
５人以上,D 建設業,令和３,2021,2月,18.9,162.6,143.7,18.9,15,101.9,95.7,6.2
５人以上,D 建設業,令和３,2021,3月,19.9,173,151.8,21.2,15.8,106.3,102,4.3
５人以上,D 建設業,令和３,2021,4月,21.1,182.1,161,21.1,16.2,107,103.7,3.3
５人以上,D 建設業,令和３,2021,5月,18.6,159.2,140.8,18.4,14.3,91.4,88.4,3
５人以上,D 建設業,令和３,2021,6月,20.3,173.1,155.1,18,16.3,105.5,102.9,2.6
５人以上,D 建設業,令和３,2021,7月,20.6,175.7,156.7,19,16.1,98.1,95.8,2.3
５人以上,D 建設業,令和３,2021,8月,18.1,156.7,138.2,18.5,14.6,89.8,87.7,2.1
５人以上,D 建設業,令和３,2021,9月,19.1,165.2,146,19.2,15.3,94.6,92.5,2.1
５人以上,D 建設業,令和３,2021,10月,20,175.2,153.7,21.5,15.3,92.9,90.5,2.4
５人以上,D 建設業,令和３,2021,11月,20.3,175.9,155,20.9,15.1,91.2,88.3,2.9
５人以上,D 建設業,令和３,2021,12月,19.6,169.6,149.2,20.4,14.8,91.4,88.4,3
５人以上,E 製造業,平成28,2016,年平均,19.2,161.1,148.8,12.3,16.1,106.5,102.9,3.6
５人以上,E 製造業,平成29,2017,年平均,19.3,161.6,149.4,12.2,15.7,103.5,100.3,3.2
５人以上,E 製造業,平成30,2018,年平均,19.3,163.5,149.6,13.9,15.9,109,105,4
５人以上,E 製造業,平成31・令和元,2019,年平均,18.8,158.2,145.1,13.1,16.1,107.7,104,3.7
５人以上,E 製造業,令和２,2020,年平均,18.7,154.6,144.1,10.5,15.9,111,102.9,8.1
５人以上,E 製造業,令和３,2021,年平均,18.8,157.4,145.6,11.8,15.3,104.7,97.8,6.9
５人以上,E 製造業,令和３,2021,1月,17.1,142.9,132.3,10.6,14.3,98.6,92.1,6.5
５人以上,E 製造業,令和３,2021,2月,18.2,152.2,141.1,11.1,15.4,104.7,98.6,6.1
５人以上,E 製造業,令和３,2021,3月,19.1,159.6,147.7,11.9,14.8,102.8,96.1,6.7
５人以上,E 製造業,令和３,2021,4月,20.4,170.1,158.2,11.9,15.9,111.7,102.8,8.9
５人以上,E 製造業,令和３,2021,5月,17.3,145.3,134.5,10.8,14.8,104,95.5,8.5
５人以上,E 製造業,令和３,2021,6月,19.9,164,152.6,11.4,16.5,114.5,105.7,8.8
５人以上,E 製造業,令和３,2021,7月,19.9,165.6,153.1,12.5,16.1,109.5,102.9,6.6
５人以上,E 製造業,令和３,2021,8月,17,143.1,132.4,10.7,14.2,99.7,92,7.7
５人以上,E 製造業,令和３,2021,9月,18.8,157.3,145.4,11.9,15.4,105.9,99.7,6.2
５人以上,E 製造業,令和３,2021,10月,19.3,160.3,147.9,12.4,15.6,106.3,98.8,7.5
５人以上,E 製造業,令和３,2021,11月,19.6,165.4,152.5,12.9,15.5,101.5,96.4,5.1
５人以上,E 製造業,令和３,2021,12月,19.3,162.5,149.5,13,14.9,99.3,94.3,5
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.7,164.1,146.2,17.9,14.6,114.2,113.2,1
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.8,162.9,148.4,14.5,15.6,122.4,119.9,2.5
５人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,18.5,158.9,143.4,15.5,15.8,107.1,106,1.1
５人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18.2,155.3,137.3,18,15,99.1,98.4,0.7
５人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,18.5,157.2,139.5,17.7,14.5,102.2,100.3,1.9
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,19.1,161.1,145.3,15.8,14.3,106.1,103.3,2.8
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,1月,17.5,148.3,133.1,15.2,14.1,110.6,105.5,5.1
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,2月,17.6,149.3,134.4,14.9,13.5,103.3,99.6,3.7
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,3月,19.7,168.8,150.8,18,16.5,138.4,129.1,9.3
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,4月,20.3,171.1,155.1,16,15.8,115,114.4,0.6
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,5月,17.7,149.7,135.3,14.4,14.3,103.3,102.2,1.1
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,6月,20.7,174.5,158.6,15.9,16.6,119.9,119.2,0.7
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,7月,19.4,162.6,147.6,15,13.6,94,93.4,0.6
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,8月,19.3,160.5,145.8,14.7,13.9,93,92.1,0.9
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,9月,19.1,160.3,144.5,15.8,13.4,93.4,92.7,0.7
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,10月,19.6,167.8,149.8,18,14.2,95.6,95.3,0.3
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,11月,19.1,162.4,145.4,17,12.3,89.4,88.8,0.6
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,12月,19,159,143.9,15.1,13.4,93,92.4,0.6
５人以上,G 情報通信業,平成28,2016,年平均,19,164.2,145.2,19,13.2,86.4,83.5,2.9
５人以上,G 情報通信業,平成29,2017,年平均,19.1,163.6,146.4,17.2,12.9,84.3,82.1,2.2
５人以上,G 情報通信業,平成30,2018,年平均,19,159.8,145.2,14.6,12.3,81.9,79.7,2.2
５人以上,G 情報通信業,平成31・令和元,2019,年平均,18.7,160,143.2,16.8,11.8,74.8,72.2,2.6
５人以上,G 情報通信業,令和２,2020,年平均,18.9,160.9,144.5,16.4,12.6,82.1,79.2,2.9
５人以上,G 情報通信業,令和３,2021,年平均,18.9,162.5,145.7,16.8,12.8,84.7,81.7,3
５人以上,G 情報通信業,令和３,2021,1月,17.8,152.9,137.1,15.8,12.1,79.8,77.3,2.5
５人以上,G 情報通信業,令和３,2021,2月,17.6,151.4,134.8,16.6,12.2,80.9,78.2,2.7
５人以上,G 情報通信業,令和３,2021,3月,19.8,170.5,151.7,18.8,13.3,87.6,84.6,3
５人以上,G 情報通信業,令和３,2021,4月,20.3,174,156.3,17.7,13.5,88,84.8,3.2
５人以上,G 情報通信業,令和３,2021,5月,17.8,153.5,137.5,16,12.1,80.7,77.7,3
５人以上,G 情報通信業,令和３,2021,6月,19.9,170.7,153.6,17.1,13.8,91.4,87.9,3.5
５人以上,G 情報通信業,令和３,2021,7月,19.5,166.7,149.9,16.8,13.4,87.9,84.8,3.1
５人以上,G 情報通信業,令和３,2021,8月,18.4,158,142.2,15.8,12,80.8,77.7,3.1
５人以上,G 情報通信業,令和３,2021,9月,18.5,158.8,142.7,16.1,12.7,84,80.7,3.3
５人以上,G 情報通信業,令和３,2021,10月,19.4,166.7,149.8,16.9,13.4,88.1,85,3.1
