規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,6164698,99463,91875,6173027,1895463,83146,71184,1906684
５人以上,"鉱業,採石業,砂利採取業",1451,12,23,1441,25,0,0,24
５人以上,建設業,384123,11334,4023,391654,10087,501,450,9918
５人以上,製造業,515477,4614,7020,512764,61521,1273,1532,61569
５人以上,電気・ガス・熱供給・水道業,26375,324,290,26408,498,7,2,504
５人以上,情報通信業,851629,9031,10305,850568,34934,945,1056,34610
５人以上,"運輸業,郵便業",404478,3834,3943,404385,67040,580,2036,65568
５人以上,"卸売業,小売業",1242934,17897,16092,1245149,429135,16239,15196,429768
５人以上,"金融業,保険業",376177,9255,10473,374951,27859,1295,726,28436
５人以上,"不動産業,物品賃貸業",193310,3180,4271,192219,31619,778,796,31601
５人以上,"学術研究,専門・技術サービス業",365059,9838,4245,370804,27941,594,1734,26649
５人以上,"宿泊業,飲食サービス業",153936,2680,5555,150911,432387,20618,21526,431629
５人以上,"生活関連サービス業,娯楽業",147114,2085,2269,146931,91726,2362,4470,89617
５人以上,"教育,学習支援業",226405,7762,1921,232589,174960,18128,8069,184676
５人以上,"医療,福祉",541617,7855,11000,538347,249815,11075,7930,253085
５人以上,複合サービス事業,30973,197,159,31013,6176,22,23,6173
５人以上,サービス業（他に分類されないもの）,703640,9565,10286,702893,249740,8729,5638,252857
30人以上,調査産業計,4665934,75588,68552,4673013,1016865,47582,35235,1029169
30人以上,"鉱業,採石業,砂利採取業",1451,12,23,1441,25,0,0,24
30人以上,建設業,252934,9989,1839,261085,3534,440,450,3523
30人以上,製造業,381992,3585,5269,379970,44481,1052,1278,44593
30人以上,電気・ガス・熱供給・水道業,22530,110,290,22349,498,7,2,504
30人以上,情報通信業,751597,7464,9161,750112,28555,945,806,28482
30人以上,"運輸業,郵便業",341401,3139,3733,340823,58202,348,1830,56704
30人以上,"卸売業,小売業",875469,9525,11243,873705,175215,3056,5102,173215
30人以上,"金融業,保険業",310355,6878,9001,308225,20961,1295,641,21622
30人以上,"不動産業,物品賃貸業",131124,2187,3067,130245,21215,712,764,21162
30人以上,"学術研究,専門・技術サービス業",263954,8935,3301,269593,14069,396,258,14202
30人以上,"宿泊業,飲食サービス業",70873,639,2525,69227,119483,5493,5814,118922
30人以上,"生活関連サービス業,娯楽業",83975,1224,1090,84110,47698,1089,2098,46688
30人以上,"教育,学習支援業",193025,6989,1295,198745,116470,15792,5452,126784
30人以上,"医療,福祉",390564,5986,7087,389442,132743,8504,5239,136029
30人以上,複合サービス事業,20409,66,75,20402,3488,22,23,3485
30人以上,サービス業（他に分類されないもの）,574281,8860,9553,573539,230228,8431,5478,233230
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年５月分,,,,,,,,,
第７表  規模、産業、就業形態別常用労働者数,,,,,,,,,
