規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,488183,461399,423889,37510,26784,131147,130237,124300,5937,910
100～499人,416461,398348,369301,29047,18113,129483,128724,123857,4867,759
100人以上,453499,430908,397491,33417,22591,130178,129356,124042,5314,822
30～99人,374837,366716,343549,23167,8121,99464,97568,95734,1834,1896
５～29人,367159,346807,331072,15735,20352,90547,88834,86382,2452,1713
30人以上,430429,412082,381671,30411,18347,116199,114888,111158,3730,1311
５人以上,414967,396130,369305,26825,18837,104203,102704,99571,3133,1499
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
