規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.7,18.5,16.8,141.3,153.4,125.4,129.7,138.7,117.9,11.6,14.7,7.5
５人以上,"鉱業,採石業,砂利採取業",18.9,18.9,18.9,157.8,161,149.3,136.4,137.1,134.5,21.4,23.9,14.8
５人以上,建設業,19.8,20,19.1,172.8,176.4,155.9,151.9,153.8,142.8,20.9,22.6,13.1
５人以上,製造業,18.9,19.3,17.9,154.4,161,139.6,142.5,148.2,129.7,11.9,12.8,9.9
５人以上,電気・ガス・熱供給・水道業,19.5,19.7,18.6,166.2,168.5,154.6,148.6,150.1,141,17.6,18.4,13.6
５人以上,情報通信業,19.1,19.4,18.5,163.7,167.9,153.5,147.3,150.4,139.7,16.4,17.5,13.8
５人以上,"運輸業,郵便業",18.4,18.7,17.6,156.4,163.8,136.4,138,142.1,126.9,18.4,21.7,9.5
５人以上,"卸売業,小売業",17.8,18.6,16.8,139.1,151.2,123,129.6,139.5,116.5,9.5,11.7,6.5
５人以上,"金融業,保険業",18.9,19.5,18.2,154.5,165.1,143.7,137.8,145.2,130.3,16.7,19.9,13.4
５人以上,"不動産業,物品賃貸業",18.9,19.4,18.1,155.6,162.1,144,140.1,144.7,131.9,15.5,17.4,12.1
５人以上,"学術研究,専門・技術サービス業",19,19.3,18.5,158.7,164.8,149.9,142.8,146.8,137,15.9,18,12.9
５人以上,"宿泊業,飲食サービス業",12.9,13.9,12.1,83.4,98.3,71.4,79.3,91.6,69.4,4.1,6.7,2
５人以上,"生活関連サービス業,娯楽業",16.5,17,16.1,124.1,135.5,115.7,117.1,125.6,110.9,7,9.9,4.8
５人以上,"教育,学習支援業",14.6,14.7,14.4,104.9,106.9,102.9,98.7,100.1,97.2,6.2,6.8,5.7
５人以上,"医療,福祉",17.3,17.4,17.3,131.3,138,128.7,125.5,130.3,123.7,5.8,7.7,5
５人以上,複合サービス事業,18.8,19.3,18.1,147.7,160.6,130.7,138.8,149.2,125,8.9,11.4,5.7
５人以上,サービス業（他に分類されないもの）,18.2,18.9,17.3,142.9,156.5,127.4,131.5,140.8,120.8,11.4,15.7,6.6
30人以上,調査産業計,18.1,18.6,17.4,147.1,156.6,133.5,133.8,140.5,124.1,13.3,16.1,9.4
30人以上,"鉱業,採石業,砂利採取業",18.9,18.9,18.9,157.8,161,149.3,136.4,137.1,134.5,21.4,23.9,14.8
30人以上,建設業,19.4,19.5,18.6,170.9,173.4,156.5,147.8,148.9,141.5,23.1,24.5,15
30人以上,製造業,18.7,19.1,17.8,156.3,161.9,143.4,142.3,147.2,131,14,14.7,12.4
30人以上,電気・ガス・熱供給・水道業,19.3,19.4,18.4,163.9,166.4,151.7,146.3,148,138.1,17.6,18.4,13.6
30人以上,情報通信業,19.2,19.4,18.6,164.5,168.4,155,147.3,150.1,140.4,17.2,18.3,14.6
30人以上,"運輸業,郵便業",18.3,18.6,17.5,156,163.6,135.5,137.3,141.4,126,18.7,22.2,9.5
30人以上,"卸売業,小売業",18.4,18.9,17.6,147.3,156.8,133,135.7,143.3,124.3,11.6,13.5,8.7
30人以上,"金融業,保険業",19,19.6,18.4,157.4,167,147.1,138.5,145.1,131.4,18.9,21.9,15.7
30人以上,"不動産業,物品賃貸業",18.7,19.1,18.1,153.4,158.8,144.3,136.8,140.3,131,16.6,18.5,13.3
30人以上,"学術研究,専門・技術サービス業",18.9,19.2,18.4,159.4,164.6,152.2,142.6,146,137.9,16.8,18.6,14.3
30人以上,"宿泊業,飲食サービス業",13.2,14,12.6,91.8,104.7,80.6,86.4,96.8,77.3,5.4,7.9,3.3
30人以上,"生活関連サービス業,娯楽業",16.3,17.2,15.5,122.4,138.2,108.4,114.3,126.9,103.1,8.1,11.3,5.3
30人以上,"教育,学習支援業",14.9,15,14.9,109.4,109.8,109.1,102.5,103.1,101.8,6.9,6.7,7.3
30人以上,"医療,福祉",17.8,17.5,18,137.8,140.6,136.3,130.7,132,130,7.1,8.6,6.3
30人以上,複合サービス事業,19.2,19.5,18.8,152.1,163.5,126.1,139.8,149.8,117,12.3,13.7,9.1
30人以上,サービス業（他に分類されないもの）,18,18.7,17.3,141.1,154.1,127.3,130.2,139.3,120.6,10.9,14.8,6.7
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１０月分,,,,,,,,,,,,,
第２表  規模、産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
