規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,17.9,150.2,136.8,13.4,11.8,71.4,69.3,2.1
５人以上,"鉱業,採石業,砂利採取業",17.1,146.4,123.6,22.8,13.7,91.9,89.3,2.6
５人以上,建設業,18.6,159.2,140.8,18.4,14.3,91.4,88.4,3
５人以上,製造業,17.3,145.3,134.5,10.8,14.8,104,95.5,8.5
５人以上,電気・ガス・熱供給・水道業,17.7,149.7,135.3,14.4,14.3,103.3,102.2,1.1
５人以上,情報通信業,17.8,153.5,137.5,16,12.1,80.7,77.7,3
５人以上,"運輸業,郵便業",17.6,151.4,133.4,18,13.3,90.4,83.5,6.9
５人以上,"卸売業,小売業",18.3,152.1,140.9,11.2,13.3,82.1,79.9,2.2
５人以上,"金融業,保険業",17.4,145.9,128.5,17.4,14.8,93.9,91.9,2
５人以上,"不動産業,物品賃貸業",18.6,157.5,141.1,16.4,13.6,80.8,77.9,2.9
５人以上,"学術研究,専門・技術サービス業",18.1,153.7,136.8,16.9,12.1,81.8,79.6,2.2
５人以上,"宿泊業,飲食サービス業",16.9,134.2,127.3,6.9,9.8,52.4,51.4,1
５人以上,"生活関連サービス業,娯楽業",18.7,153.7,145,8.7,8.5,50.3,49.4,0.9
５人以上,"教育,学習支援業",17.7,141.9,131,10.9,8.8,45.1,44.6,0.5
５人以上,"医療,福祉",18.3,147.5,140.1,7.4,10.7,64,62.8,1.2
５人以上,複合サービス事業,17.2,139.3,130.2,9.1,16.4,99.7,96.6,3.1
５人以上,サービス業（他に分類されないもの）,17.7,147.5,133.4,14.1,15.5,99.1,95.8,3.3
30人以上,調査産業計,17.9,150.6,135.8,14.8,12.6,78.9,76.1,2.8
30人以上,"鉱業,採石業,砂利採取業",17.1,146.4,123.6,22.8,13.7,91.9,89.3,2.6
30人以上,建設業,18.4,161.8,140.1,21.7,14.9,107.1,99.7,7.4
30人以上,製造業,17.3,147.2,134.5,12.7,15.4,113.1,101.4,11.7
30人以上,電気・ガス・熱供給・水道業,17.6,148.8,133.4,15.4,14.3,103.3,102.2,1.1
30人以上,情報通信業,17.8,153.5,137.1,16.4,12.3,83.2,80.4,2.8
30人以上,"運輸業,郵便業",17.6,151.4,132.3,19.1,12.8,89.6,82.2,7.4
30人以上,"卸売業,小売業",18.2,152,139.2,12.8,14.5,90.2,87.6,2.6
30人以上,"金融業,保険業",17.3,147.1,127.6,19.5,15,96.3,93.7,2.6
30人以上,"不動産業,物品賃貸業",18.5,157.4,139.7,17.7,14,79.7,76.9,2.8
30人以上,"学術研究,専門・技術サービス業",18,154.7,136.4,18.3,12.7,87.6,84.7,2.9
30人以上,"宿泊業,飲食サービス業",16,130.1,124.7,5.4,9.6,52.2,51.2,1
30人以上,"生活関連サービス業,娯楽業",17.8,147.3,136.5,10.8,8.3,45.2,44.4,0.8
30人以上,"教育,学習支援業",17.6,140,128.9,11.1,9,46.8,46.4,0.4
30人以上,"医療,福祉",18.6,149.6,140.9,8.7,10.7,69.2,67.9,1.3
30人以上,複合サービス事業,17.4,143.7,131.5,12.2,18.6,101.1,96.5,4.6
30人以上,サービス業（他に分類されないもの）,17.8,146.9,133.3,13.6,15.7,100.5,97.1,3.4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年５月分,,,,,,,,,
第６表  規模、産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
