規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,549463,468848,429847,39001,80615,140102,137148,130387,6761,2954
100～499人,463168,412112,383303,28809,51056,144303,140462,135227,5235,3841
100人以上,508285,441775,407637,34138,66510,142696,139194,133375,5819,3502
30～99人,394993,365018,340590,24428,29975,99464,96194,94152,2042,3270
５～29人,373559,351588,334625,16963,21971,93709,92533,90643,1890,1176
30人以上,474773,419070,387805,31265,55703,124197,120794,116591,4203,3403
５人以上,450060,402593,374820,27773,47467,110072,107701,104570,3131,2371
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年３月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
