規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,487303,464918,427176,37742,22385,142215,140295,133778,6517,1920
100～499人,421273,406810,378228,28582,14463,142655,141728,136173,5555,927
100人以上,455851,437239,403860,33379,18612,142487,141179,135255,5924,1308
30～99人,386891,362495,338375,24120,24396,106275,104988,102976,2012,1287
５～29人,369252,349724,333246,16478,19528,93585,91299,89419,1880,2286
30人以上,435500,415181,384535,30646,20319,126925,125626,121383,4243,1299
５人以上,419580,399451,372209,27242,20129,111238,109475,106344,3131,1763
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年９月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
