規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成30,2018,年平均,100.8,0,103,98.5,109.9,102.2,96.2,116.3,99.1,106.9,99.5,103.5,95,97,99.2,107.2,93.6
30人以上,平成31・令和元,2019,年平均,99.5,-1.3,112.1,98.7,114,105.1,96.7,104.9,101.4,103.2,103.3,95,92.9,92,94.9,95.1,97.6
30人以上,令和２,2020,年平均,97.8,-1.7,107.4,94.4,107.9,102.3,82.2,107.2,102.3,99.6,99,82.4,106.6,92.5,97.9,92.3,94.8
30人以上,令和２,2020,1月,81.1,-0.5,82.4,72.1,83.4,82.9,72.9,82.7,102.1,83.9,79.4,90.9,98,71.7,83.7,72.8,83.8
30人以上,令和２,2020,2月,79.5,0.8,85.3,77,85.6,82.9,76,84.1,82.3,77,82.4,78.4,94.2,70.4,82,72.3,80.4
30人以上,令和２,2020,3月,87.7,-2.2,89.7,88.7,88.7,86.1,72.9,92.9,110,79.1,99.4,80.6,101.8,79,87.7,74.4,84.1
30人以上,令和２,2020,4月,82.5,-1,87.7,75.6,98,86.1,72.1,91.1,77,80.4,86,70.9,98,83.6,84,79.3,85.3
30人以上,令和２,2020,5月,80.8,-5.4,80.2,74,143.7,83.6,75,82.7,95.7,79.9,79.2,69.4,87.3,77.1,79.9,69.6,81.8
30人以上,令和２,2020,6月,155.3,-2,218.2,145.4,158.2,171.7,110.1,159.9,184.8,163.8,151.5,92.5,146.7,169.5,150.5,172.8,129.2
30人以上,令和２,2020,7月,105.7,-1.9,114,118.5,82,107,84.7,139.9,82.1,111,103.6,87.4,106.3,83.7,93.1,78.7,100.3
30人以上,令和２,2020,8月,78.3,-2.2,78.7,72.8,83.3,82.4,65.9,84.7,79.3,78.6,78.6,76.1,90.9,68,82.1,73.9,84.4
30人以上,令和２,2020,9月,80.7,-0.6,78.1,74.3,83.5,82.7,70.9,86.8,82.4,80.6,87.9,79.9,97.9,70.8,85.4,72.4,83.6
30人以上,令和２,2020,10月,79.8,-1.4,77.4,72.5,84.8,82.9,72.3,83.4,75,81.3,86.6,78.1,104.7,73.9,85.6,83.8,85
30人以上,令和２,2020,11月,83.2,-4.8,86.7,83,83.2,88.2,74.8,86.8,82.2,80.4,81.5,82.1,105.7,74,85.4,70.7,84.9
30人以上,令和２,2020,12月,180.6,0.5,210.9,179.4,221.7,192,139.1,212.3,174.9,199.7,172.6,102.4,146.6,189.1,176.6,187.5,155.6
30人以上,令和３,2021,1月,80.4,-0.9,86.6,70.3,83.5,85.5,68.1,84.5,76.3,82.5,78,85.8,105.3,73.9,90.3,76.2,85.8
30人以上,令和３,2021,1月（前年同月比（％））,－,－,5.1,-2.5,0.1,3.1,-6.6,2.2,-25.3,-1.7,-1.8,-5.6,7.4,3.1,7.9,4.7,2.4
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１月分,,,,,,,,,,,,,,,,,,,,
第15表　規模、産業別実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
実質賃金指数（現金給与総額）＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,,
