規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,8007378,4539798,3467580,131520,60141,71379,128395,65298,63097,8010503,4534641,3475862,24.5,14.3,37.8
５人以上,"鉱業,採石業,砂利採取業",1438,1049,389,16,15,1,37,33,4,1417,1031,386,1.1,1.1,1
５人以上,建設業,401112,326516,74596,1814,1546,268,2667,2144,523,400259,325918,74341,2.8,1.6,8.2
５人以上,製造業,567035,388668,178367,4876,2777,2099,5328,3064,2264,566583,388381,178202,12.2,4.1,29.7
５人以上,電気・ガス・熱供給・水道業,26976,22430,4546,196,181,15,334,174,160,26838,22437,4401,2,2,2
５人以上,情報通信業,875958,617058,258900,8090,4626,3464,13283,8789,4494,870765,612895,257870,4.2,1.8,10
５人以上,"運輸業,郵便業",464151,340467,123684,3818,2808,1010,5534,3831,1703,462435,339444,122991,14.8,12.3,22
５人以上,"卸売業,小売業",1658912,948224,710688,19419,11165,8254,21520,10871,10649,1656811,948518,708293,25.6,14.2,40.9
５人以上,"金融業,保険業",398242,201342,196900,3069,1312,1757,4408,1753,2655,396903,200901,196002,6.9,1.8,12.1
５人以上,"不動産業,物品賃貸業",220180,141912,78268,3610,2147,1463,3865,2730,1135,219925,141329,78596,12.3,10.1,16.4
５人以上,"学術研究,専門・技術サービス業",389714,235379,154335,4752,2518,2234,4453,2026,2427,390013,235871,154142,6.6,3.3,11.7
５人以上,"宿泊業,飲食サービス業",586009,259370,326639,30331,12223,18108,20980,9876,11104,595360,261717,333643,78.2,66.9,87.1
５人以上,"生活関連サービス業,娯楽業",234608,97331,137277,7532,2805,4727,4455,1745,2710,237685,98391,139294,39.9,28.2,48.1
５人以上,"教育,学習支援業",412609,212175,200434,9759,4973,4786,12947,7072,5875,409421,210076,199345,42.8,36.2,49.7
５人以上,"医療,福祉",784786,213409,571377,10567,3162,7405,10813,2990,7823,784540,213581,570959,33.3,25.4,36.3
５人以上,複合サービス事業,36675,22055,14620,156,97,59,192,37,155,36639,22115,14524,18.1,7.9,33.6
５人以上,サービス業（他に分類されないもの）,948973,512413,436560,23515,7786,15729,17579,8163,9416,954909,512036,442873,28.3,15.6,42.9
30人以上,調査産業計,5639839,3339551,2300288,74917,36665,38252,89468,47173,42295,5625288,3329043,2296245,18.3,10.4,29.8
30人以上,"鉱業,採石業,砂利採取業",1438,1049,389,16,15,1,37,33,4,1417,1031,386,1.1,1.1,1
30人以上,建設業,264776,222516,42260,1025,757,268,1360,1129,231,264441,222144,42297,1.4,0.9,3.9
30人以上,製造業,417578,289401,128177,3178,1937,1241,4308,2534,1774,416448,288804,127644,10.9,3.9,26.8
30人以上,電気・ガス・熱供給・水道業,22360,18425,3935,67,52,15,205,174,31,22222,18303,3919,2,1.9,2.2
30人以上,情報通信業,769502,542964,226538,7146,4360,2786,11354,7090,4264,765294,540234,225060,3.7,1.6,8.8
30人以上,"運輸業,郵便業",392395,289010,103385,3076,2294,782,4655,3303,1352,390816,288001,102815,14,12.3,18.7
30人以上,"卸売業,小売業",1036203,621826,414377,9968,6335,3633,13241,8107,5134,1032930,620054,412876,16.2,7.3,29.6
30人以上,"金融業,保険業",325176,169344,155832,2522,1185,1337,3765,1626,2139,323933,168903,155030,6.4,1.4,11.8
30人以上,"不動産業,物品賃貸業",151481,96003,55478,1660,948,712,1717,1078,639,151424,95873,55551,13.3,11.5,16.3
30人以上,"学術研究,専門・技術サービス業",276623,164537,112086,3548,1847,1701,3788,1838,1950,276383,164546,111837,5.2,3.2,8.1
30人以上,"宿泊業,飲食サービス業",186371,86007,100364,5502,2680,2822,6836,3640,3196,185037,85047,99990,65.6,50.9,78.1
30人以上,"生活関連サービス業,娯楽業",129915,57270,72645,1321,516,805,2173,574,1599,129063,57212,71851,39.5,23.9,52
30人以上,"教育,学習支援業",321644,177029,144615,8519,4665,3854,11939,6384,5555,318224,175310,142914,37.8,32.6,44.1
30人以上,"医療,福祉",520026,171107,348919,7053,2663,4390,7719,2234,5485,519360,171536,347824,26.7,23.5,28.3
30人以上,複合サービス事業,23562,17395,6167,32,16,16,70,37,33,23524,17374,6150,15.7,8.7,35.5
30人以上,サービス業（他に分類されないもの）,800789,415668,385121,20284,6395,13889,16301,7392,8909,804772,414671,390101,29.8,16.6,43.8
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１１月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
