規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,462260,543228,340896,437537,513334,323923,400485,37052,24723,29894,16973
100～499人,379796,438137,294200,365922,422683,282646,340146,25776,13874,15454,11554
100人以上,421266,491212,317533,401936,468465,303271,370489,31447,19330,22747,14262
30～99人,310859,365499,235315,303889,358117,228915,284604,19285,6970,7382,6400
５～29人,263486,334405,190016,255038,321639,186041,242479,12559,8448,12766,3975
30人以上,385945,451779,290485,370569,433852,278810,343013,27556,15376,17927,11675
５人以上,349777,420687,256802,336447,404127,247708,313320,23127,13330,16560,9094
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１０月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
