規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,514774,465788,426189,39599,48986,139516,137331,130698,6633,2185
100～499人,427325,405772,377270,28502,21553,147611,146561,140964,5597,1050
100人以上,472943,437080,402789,34291,35863,144459,142966,136966,6000,1493
30～99人,382771,361336,338549,22787,21435,98162,97780,95902,1878,382
５～29人,368491,351661,335867,15794,16830,89770,88575,86784,1791,1195
30人以上,446642,414987,384051,30936,31655,124157,123152,118959,4193,1005
５人以上,427647,399595,372340,27255,28052,108275,107182,104099,3083,1093
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年５月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
