規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,448011,526254,330001,427956,501488,317051,393769,34187,20055,24766,12950
100～499人,369694,429776,282042,357737,416038,272682,333418,24319,11957,13738,9360
100人以上,409065,478601,305914,393037,459282,294767,363757,29280,16028,19319,11147
30～99人,319521,375369,240521,300673,352087,227945,281861,18812,18848,23282,12576
５～29人,264873,337797,189556,251873,319249,182287,240923,10950,13000,18548,7269
30人以上,380491,446093,284645,363563,425526,273033,337623,25940,16928,20567,11612
５人以上,346388,417542,252676,330619,397507,242524,309101,21518,15769,20035,10152
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年９月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
