規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和３,2021,1月（前年同月比（％））,－,－,-12.9,-3.9,-13.5,-3.8,-14.8,0,-5.9,0.8,14.4,-61.8,-20.3,-14.3,-3.6,-9.2,8.6
30人以上,平成27,2015,年平均,100,-0.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,94.3,-5.7,91.5,96.9,111.2,96.6,94,91.1,96.5,96.5,95.9,105.1,58,98.4,98.9,78.4,91.8
30人以上,平成29,2017,年平均,92.2,-2.2,105,98.2,87.9,87.1,91,88.5,92.6,91.7,97.8,122.6,71.6,108.5,91.3,82.9,83.3
30人以上,平成30,2018,年平均,91,-1.3,112.3,110.4,97,74.2,91.8,89.3,84,101.1,90.6,126.6,99.2,160.5,105.8,153.3,82.5
30人以上,平成31・令和元,2019,年平均,96.4,5.9,112.3,107.2,112,84.8,106.1,96.7,89.8,101.7,94.6,120.6,80.6,161.3,99.3,142.5,90.3
30人以上,令和２,2020,年平均,87.9,-8.8,94.9,91.9,107.2,81.7,98.5,90.8,97.3,88,82.4,58.1,60.8,116.7,98.1,119.2,77.8
30人以上,令和２,2020,1月,92.6,2.4,94.7,93.9,103.1,81.6,104,97,93,91,85.2,119,100,131,108.3,154.7,87
30人以上,令和２,2020,2月,94.1,-1.6,103.1,94.7,111,83.1,116.7,95,93,92.4,88.6,92.1,93.2,140.5,106.7,116,84.6
30人以上,令和２,2020,3月,94.1,-5.2,103.5,90.1,133.1,89.6,117.7,95,100.5,97.2,90.9,69.8,57.3,126.2,100,140.6,80.5
30人以上,令和２,2020,4月,84.4,-18.6,100.4,82.4,85.9,79.6,102,85.1,101,87.6,79,39.7,35.9,97.6,98.3,106.6,69.9
30人以上,令和２,2020,5月,71.1,-26.2,81,71.8,81.6,68.2,72.2,71.3,86,69.7,72.7,17.5,33,78.6,86.7,100,61.8
30人以上,令和２,2020,6月,80,-16.3,87.2,83.2,100.6,78.1,80.3,82.2,91,72.4,74.4,27,41.7,111.9,86.7,102.8,75.6
30人以上,令和２,2020,7月,88.1,-8.5,95.1,84,100.6,83.6,99.5,94.1,106.5,88.3,81.3,52.4,42.7,123.8,91.7,132.1,78
30人以上,令和２,2020,8月,83.7,-8.9,89.4,93.1,102.5,76.6,92.4,84.2,98.5,88.3,77.3,46,45.6,100,96.7,94.3,74
30人以上,令和２,2020,9月,85.9,-10.1,90.7,93.1,114.7,81.6,92.4,92.1,92.5,87.6,76.1,50.8,51.5,126.2,93.3,112.3,75.6
30人以上,令和２,2020,10月,94.1,-5.2,100.4,106.1,120.9,87.1,102.5,98,105.5,95.9,83.5,61.9,84.5,121.4,101.7,113.2,82.1
30人以上,令和２,2020,11月,93.3,-5.3,95.6,105.3,113.5,85.6,100.5,97,102,95.2,88.1,60.3,71.8,126.2,103.3,117,83.7
30人以上,令和２,2020,12月,93.3,-1.6,98.2,104.6,118.4,85.6,101.5,99,98,90.3,91.5,60.3,71.8,116.7,103.3,140.6,81.3
30人以上,令和３,2021,1月,89.6,-3.2,85,92.4,93.9,78.1,86.9,99,92.5,94.5,96.6,42.9,75.7,121.4,116.7,142.5,87.8
30人以上,令和３,2021,1月（前年同月比（％））,－,－,-10.2,-1.6,-8.9,-4.3,-16.4,2.1,-0.5,3.8,13.4,-63.9,-24.3,-7.3,7.8,-7.9,0.9
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１月分,,,,,,,,,,,,,,,,,,,,
第19表　規模、産業別労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
