規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,504100,476363,435375,40988,27737,144238,142420,135281,7139,1818
100～499人,431951,415386,385104,30282,16565,145816,144017,138459,5558,1799
100人以上,469633,447233,411359,35874,22400,145197,143391,137213,6178,1806
30～99人,379832,370730,345604,25126,9102,106246,105601,103640,1961,645
５～29人,367500,354546,335534,19012,12954,95773,94590,92437,2153,1183
30人以上,443365,424855,392125,32730,18510,127940,126648,122339,4309,1292
５人以上,425136,407961,378527,29434,17175,112871,111630,108331,3299,1241
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年１０月分,,,,,,,,,,
第10表  規模、就業形態別常用労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
