規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7980158,4537082,3443076,136820,65434,71386,140369,69478,70891,7976609,4533038,3443571,23.8,13.8,37.1
５人以上,"鉱業,採石業,砂利採取業",1459,1109,350,5,3,2,15,15,0,1449,1097,352,0.6,0.6,0.3
５人以上,建設業,401349,326337,75012,2454,1578,876,3144,2400,744,400659,325515,75144,3,1.7,8.5
５人以上,製造業,569516,387056,182460,6250,3679,2571,5688,3495,2193,570078,387240,182838,12.7,4.6,29.8
５人以上,電気・ガス・熱供給・水道業,26934,22600,4334,430,170,260,299,124,175,27065,22646,4419,2.4,2.3,2.8
５人以上,情報通信業,875104,624181,250923,6943,4154,2789,10422,6564,3858,871625,621771,249854,3.7,1.5,9.1
５人以上,"運輸業,郵便業",463240,341593,121647,4773,2865,1908,6084,3916,2168,461929,340542,121387,12,10,17.4
５人以上,"卸売業,小売業",1664213,946567,717646,20231,11354,8877,24440,11706,12734,1660004,946215,713789,25.8,14.3,41
５人以上,"金融業,保険業",398024,201908,196116,3083,1444,1639,4991,2302,2689,396116,201050,195066,7,1.8,12.4
５人以上,"不動産業,物品賃貸業",221582,144001,77581,2578,1225,1353,4295,2505,1790,219865,142721,77144,12.1,9.3,17.1
５人以上,"学術研究,専門・技術サービス業",389645,231797,157848,4986,2855,2131,4871,2729,2142,389760,231923,157837,6.8,3.4,11.8
５人以上,"宿泊業,飲食サービス業",570751,253543,317208,26903,12437,14466,20180,9251,10929,577474,256729,320745,76.5,64.3,86.4
５人以上,"生活関連サービス業,娯楽業",234181,98612,135569,6738,2079,4659,5862,2065,3797,235057,98626,136431,34.6,24.1,42.3
５人以上,"教育,学習支援業",400511,211048,189463,20214,8683,11531,12624,7806,4818,408101,211925,196176,41.9,36.3,48
５人以上,"医療,福祉",786802,210686,576116,10622,4749,5873,15364,4451,10913,782060,210984,571076,33,25.5,35.7
５人以上,複合サービス事業,36902,21786,15116,92,88,4,199,164,35,36795,21710,15085,15.4,5.1,30.4
５人以上,サービス業（他に分類されないもの）,939945,514258,425687,20518,8071,12447,21891,9985,11906,938572,512344,426228,28,14.8,43.9
30人以上,調査産業計,5626913,3342019,2284894,82201,39760,42441,85817,44921,40896,5623297,3336858,2286439,17.9,10,29.6
30人以上,"鉱業,採石業,砂利採取業",1459,1109,350,5,3,2,15,15,0,1449,1097,352,0.6,0.6,0.3
30人以上,建設業,265948,223501,42447,1225,917,308,1351,1192,159,265822,223226,42596,1.4,0.9,4.1
30人以上,製造業,419938,287949,131989,4204,2844,1360,3687,2266,1421,420455,288527,131928,11.7,4.4,27.7
30人以上,電気・ガス・熱供給・水道業,22576,18853,3723,43,41,2,170,124,46,22449,18770,3679,2.5,2.3,3.3
30人以上,情報通信業,767745,547375,220370,6047,3513,2534,9266,5523,3743,764526,545365,219161,3.4,1.4,8.3
30人以上,"運輸業,郵便業",391767,290627,101140,3394,2424,970,5179,3117,2062,389982,289934,100048,10.6,9.5,13.7
30人以上,"卸売業,小売業",1039118,623141,415977,7496,3699,3797,10116,5073,5043,1036498,621767,414731,16.7,7.3,30.8
30人以上,"金融業,保険業",325164,169291,155873,2152,1038,1114,3728,1832,1896,323588,168497,155091,6.5,1.4,12.1
30人以上,"不動産業,物品賃貸業",151385,96096,55289,1853,1119,734,2125,1258,867,151113,95957,55156,13.4,11.4,16.8
30人以上,"学術研究,専門・技術サービス業",276596,162290,114306,4033,1902,2131,3912,1910,2002,276717,162282,114435,5.6,3.3,8.8
30人以上,"宿泊業,飲食サービス業",189968,89537,100431,4843,1989,2854,6094,2985,3109,188717,88541,100176,64.5,49.1,78.1
30人以上,"生活関連サービス業,娯楽業",130193,62183,68010,1713,448,1265,1996,845,1151,129910,61786,68124,33,19.7,45
30人以上,"教育,学習支援業",309708,174664,135044,19287,8327,10960,10608,6861,3747,318387,176130,142257,36.2,31.9,41.4
30人以上,"医療,福祉",520962,166518,354444,6578,3698,2880,7035,2979,4056,520505,167237,353268,26.7,23.4,28.2
30人以上,複合サービス事業,23745,17229,6516,26,22,4,199,164,35,23572,17087,6485,11.6,5.5,27.7
30人以上,サービス業（他に分類されないもの）,790641,411656,378985,19302,7776,11526,20336,8777,11559,789607,410655,378952,30,16.1,45.1
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和３年９月分,,,,,,,,,,,,,,,,
第３表  規模、産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
